chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual_sequence_residual	residual_multimodal_residual	residual_atac_residual
chr8	98613015	3.8066626	2.0767066	1.7299559	acetylated_beyond_accessibility	1.0969098	1.0937529	0.7895889	1.337888	0.0077250004
chr12	47056029	3.6635616	1.9331373	1.7304243	acetylated_beyond_accessibility	2.3631597	0.34111416	0.21543252	0.19238436	0.05881858
chr18	9688418	4.787492	3.0570521	1.7304397	acetylated_beyond_accessibility	-0.09595108	0.8667371	0.62278795	0.8889563	-0.00513649
chr6	136901260	5.0039463	3.2712412	1.7327051	acetylated_beyond_accessibility	0.7675829	0.54828024	0.7917261	0.8528695	0.026802063
chr17	40054588	5.894403	4.1606774	1.7337255	acetylated_beyond_accessibility	0.2683673	1.2448492	0.4264512	1.5986924	-0.09043598
chr6	84270219	5.891644	4.157152	1.7344918	acetylated_beyond_accessibility	-0.811795	0.64155245	0.099728584	0.8502722	0.028903961
chr12	123089374	5.123964	3.3885727	1.7353911	acetylated_beyond_accessibility	-0.49176812	0.23908806	0.23428965	0.50137615	-0.028236866
chr6	7124953	4.0775375	2.341506	1.7360315	acetylated_beyond_accessibility	0.2409811	0.64400005	0.2823658	0.48148918	0.012809038
chr10	106941868	4.8751974	3.1390855	1.7361119	acetylated_beyond_accessibility	-0.36648703	0.63996005	0.029257536	0.42296624	-0.006016016
chr8	105975772	4.574711	2.8383152	1.7363956	acetylated_beyond_accessibility	-0.0254488	0.59061384	0.15099502	0.4108832	-0.17554832
chr22	31064206	5.3565865	3.6198165	1.7367699	acetylated_beyond_accessibility	-1.1601307	0.22645879	-0.20654964	0.050860167	0.03566742
chr12	48410102	3.6888795	1.9507884	1.7380911	acetylated_beyond_accessibility	0.62356126	0.1307522	0.14995086	0.3919865	0.023243666
chr12	10361180	4.3438053	2.605486	1.7383194	acetylated_beyond_accessibility	-0.19189191	0.5938754	0.13312411	0.0032134056	-0.0025777817
chr10	17216628	6.0185933	4.2802267	1.7383666	acetylated_beyond_accessibility	-0.6386404	0.97242165	0.41130924	0.81697893	-0.014067173
chr12	123126720	4.9416423	3.2030373	1.738605	acetylated_beyond_accessibility	0.63567924	1.6980338	0.84112406	2.2190218	-0.07417512
chr7	6991354	3.7376697	1.9989679	1.7387018	acetylated_beyond_accessibility	3.056093	1.6616437	0.3968866	0.5092118	0.01175189
chr21	43884318	6.5250297	4.78621	1.7388196	acetylated_beyond_accessibility	-1.7103918	0.22217941	-0.04023409	0.06769323	-0.072107315
chr10	97415130	5.549076	3.8100653	1.7390108	acetylated_beyond_accessibility	-0.9480126	0.14705539	-0.3117919	-0.3012843	-0.008574247
chr22	35377107	5.398163	3.6584105	1.7397523	acetylated_beyond_accessibility	1.4255233	1.9387155	1.6847749	1.5739393	0.060335875
chr6	43631395	6.937314	5.196819	1.7404952	acetylated_beyond_accessibility	-1.4314075	0.16107416	0.27321005	0.32856464	-0.06757784
chr12	52949893	6.72263	4.982002	1.7406282	acetylated_beyond_accessibility	-1.0973411	1.1355906	0.4328885	1.5229797	-0.12768078
chr17	41938571	5.1416636	3.4005842	1.7410793	acetylated_beyond_accessibility	-0.42224002	0.0015425682	0.10765219	0.029382706	-0.07886028
chr20	2985566	3.0445225	1.3028306	1.741692	acetylated_beyond_accessibility	1.4381062	0.56451404	0.40123594	0.23249578	0.012563586
chr10	45411027	5.3423343	3.6001112	1.742223	acetylated_beyond_accessibility	-0.98421884	1.0762441	0.16899657	0.72377753	-0.011732817
chr7	22647650	4.1743875	2.431789	1.7425985	acetylated_beyond_accessibility	1.7167692	1.102387	0.54511046	0.5729182	0.04122305
chr10	17426050	6.562444	4.818733	1.743711	acetylated_beyond_accessibility	-0.19744682	0.5577812	0.5499606	0.7617531	-0.021289825
chr22	38266300	4.454347	2.710513	1.743834	acetylated_beyond_accessibility	0.50854635	0.28722525	-0.08590412	0.3202629	0.043549776
chr6	42197943	6.4441314	4.6999073	1.7442241	acetylated_beyond_accessibility	-0.6729765	0.5813799	0.61672974	0.9548545	-0.007484436
chr12	42426960	5.5412636	3.7968068	1.7444568	acetylated_beyond_accessibility	-0.042067766	1.5602145	0.5640898	1.3614168	-0.076901674
chr7	5704646	3.713572	1.9683161	1.745256	acetylated_beyond_accessibility	0.94889545	0.28407478	0.49305987	0.67837954	0.026109338
chr10	100267840	5.236442	3.4910426	1.7453995	acetylated_beyond_accessibility	2.189641	0.15353966	0.24755335	0.2622149	-0.008502245
chr17	57406763	4.2195077	2.474093	1.7454147	acetylated_beyond_accessibility	2.0264049	0.7984433	0.58367014	0.7123537	0.014701843
chr10	38003195	5.267858	3.5222645	1.7455935	acetylated_beyond_accessibility	0.005222559	0.24887538	0.13789201	0.20885038	-0.013238192
chr17	78819136	3.583519	1.8377793	1.7457397	acetylated_beyond_accessibility	0.83565474	0.37989116	0.09851897	0.25211334	0.06688607
chr20	51617513	4.574711	2.8282351	1.7464757	acetylated_beyond_accessibility	1.2738948	1.0687873	0.3149345	1.511229	-0.035006046
chr7	99552140	5.365976	3.6194277	1.7465482	acetylated_beyond_accessibility	-0.11730623	0.8982496	0.2542076	0.6466708	0.01787734
chr10	3317906	3.5263605	1.7795966	1.746764	acetylated_beyond_accessibility	1.0089023	-0.04883325	0.15429568	-0.34595406	0.017374158
chr12	23559344	5.420535	3.6734738	1.7470613	acetylated_beyond_accessibility	-0.60529566	0.64872456	0.23124146	-0.17658424	-0.080026865
chr7	65967938	3.871201	2.1238117	1.7473893	acetylated_beyond_accessibility	1.1231794	0.3947525	0.48779202	0.091306925	0.042641878
chr10	48470344	7.337588	5.5889435	1.7486444	acetylated_beyond_accessibility	-2.5627046	0.42139912	0.028353691	0.37850714	-0.030956745
chr6	37049018	6.393591	4.644941	1.7486501	acetylated_beyond_accessibility	-1.7276762	0.41024017	0.38048458	0.55466413	-0.01763153
chr6	28709823	7.1057863	5.3570223	1.748764	acetylated_beyond_accessibility	-0.79817104	1.1705909	0.74686146	1.257277	-0.061928272
chr12	25615229	3.4011974	1.6520549	1.7491425	acetylated_beyond_accessibility	0.8640286	1.1614889	0.9942428	0.9385742	0.061683416
chr6	41961874	5.4553213	3.7060435	1.7492778	acetylated_beyond_accessibility	-0.37603307	1.2259772	0.5198953	0.7734611	-0.005239725
chr17	58787101	4.553877	2.8045006	1.7493763	acetylated_beyond_accessibility	-0.85221875	0.2902689	0.1501944	-0.1395576	-0.0020842552
chr18	22466216	5.1474943	3.397927	1.7495673	acetylated_beyond_accessibility	0.10310316	1.3652709	0.50809956	0.5152607	-0.014796972
chr10	80158780	5.0106354	3.260969	1.7496665	acetylated_beyond_accessibility	-1.1130788	0.11008024	-0.03888583	0.16462827	-0.0022428036
chr21	37338971	5.8998976	4.1501036	1.749794	acetylated_beyond_accessibility	-0.4967897	1.2013721	0.68258715	1.4192009	0.029790878
chr22	26493637	6.381816	4.632004	1.7498121	acetylated_beyond_accessibility	-0.7157011	0.8597417	0.4346509	0.80824804	0.032004356
chr20	23148013	6.543912	4.794068	1.7498441	acetylated_beyond_accessibility	-1.4147785	0.957808	0.50957966	0.92509747	-0.076898575
chr10	95394273	4.4308167	2.6808891	1.7499275	acetylated_beyond_accessibility	1.2552373	1.0649219	1.0349746	0.94000316	0.008017778
chr17	39200171	6.795706	5.044998	1.7507076	acetylated_beyond_accessibility	0.6945934	1.1130319	0.7708521	0.71147823	-0.1365552
chr10	30349191	6.1180973	4.3673515	1.7507458	acetylated_beyond_accessibility	0.48023605	0.7957554	0.39933968	0.19874668	-0.02695179
chr6	15569321	6.175867	4.4247837	1.7510834	acetylated_beyond_accessibility	-1.1054316	0.42605925	0.30023146	0.2556696	-0.005525112
chr6	26956677	4.6821313	2.9310098	1.7511215	acetylated_beyond_accessibility	-0.7384126	-0.515183	-0.74507475	-0.53761435	0.01728654
chr21	29357048	3.7841897	2.0329988	1.7511909	acetylated_beyond_accessibility	1.4486129	0.19369268	0.4127035	0.51146007	0.0032520294
chr17	33931511	5.365976	3.6144404	1.7515354	acetylated_beyond_accessibility	-1.0070965	0.21635675	-0.029735088	-0.23589563	-0.07322264
chr17	44907405	5.062595	3.3108315	1.7517633	acetylated_beyond_accessibility	-0.85425043	-0.23083735	-0.19621658	-0.3149295	-0.055198193
chr10	42646293	6.2186003	4.466507	1.7520933	acetylated_beyond_accessibility	-1.221673	0.81006336	0.40227365	0.40878248	-0.029845238
chr12	47236534	3.295837	1.5429026	1.7529343	acetylated_beyond_accessibility	1.401893	0.33765388	0.14805722	0.30294192	0.09983766
chr7	157387360	4.1743875	2.4212725	1.7531149	acetylated_beyond_accessibility	1.3277819	1.2453358	0.5611167	0.7906194	0.022138119
chr20	31686578	4.5849676	2.831159	1.7538085	acetylated_beyond_accessibility	-0.1589098	0.51333165	0.1601851	0.31118894	-0.002645731
chr12	1500438	5.6970935	3.942597	1.7544966	acetylated_beyond_accessibility	-0.07558751	0.29375362	0.32114744	0.5958781	-0.06650448
chr20	45808905	3.637586	1.8823982	1.7551879	acetylated_beyond_accessibility	0.6774858	0.18414223	-0.009464741	0.06683648	0.021633148
chr7	699378	4.3694477	2.6141834	1.7552643	acetylated_beyond_accessibility	0.09197426	-0.54738617	-0.15925884	-0.11707997	0.05138874
chr17	2336511	5.902633	4.1469193	1.7557139	acetylated_beyond_accessibility	2.583664	0.6490116	0.7225547	0.58380747	-0.11487961
chr7	28037461	4.5108595	2.7549376	1.7559218	acetylated_beyond_accessibility	0.09865236	1.9089212	0.48610163	1.7576365	0.03160453
chr17	17825342	5.560682	3.8045902	1.7560916	acetylated_beyond_accessibility	-0.9970672	0.4178877	-0.15451288	0.6548438	-0.090648174
chr12	7938395	4.406719	2.650278	1.7564411	acetylated_beyond_accessibility	0.84022427	0.3701663	0.008600712	0.13249993	0.017522812
chr22	39920413	4.8751974	3.1187155	1.7564819	acetylated_beyond_accessibility	0.44573283	0.3485129	0.7029121	0.43027115	0.05855131
chr6	161407816	3.8066626	2.049875	1.7567875	acetylated_beyond_accessibility	1.0036423	0.42721224	0.31626844	0.2729051	0.01621008
chr7	158782616	3.2580965	1.5001249	1.7579715	acetylated_beyond_accessibility	1.6894517	0.60925794	0.55087185	0.83091235	0.020429134
chr22	44027049	5.3565865	3.5979846	1.7586019	acetylated_beyond_accessibility	-0.2507732	0.6341393	0.3629558	0.7035377	0.06438327
chr8	87874082	4.6151204	2.855376	1.7597444	acetylated_beyond_accessibility	1.1283343	0.7294116	0.55950665	1.3307469	-0.0036656857
chr17	46795703	5.5053315	3.744595	1.7607365	acetylated_beyond_accessibility	-0.852751	1.0563588	0.06344104	1.0128388	-0.107831
chr6	78866686	4.59512	2.8343303	1.7607896	acetylated_beyond_accessibility	-0.16740417	0.9169369	0.15995431	0.5251541	0.029862404
chr6	51052912	4.0073333	2.2464983	1.7608349	acetylated_beyond_accessibility	0.7243483	-0.1945417	0.1498537	-0.11228275	0.033252478
chr17	29706882	5.075174	3.3133583	1.7618155	acetylated_beyond_accessibility	-0.24614215	-0.28348684	-0.01990056	-0.23815703	-0.030028105
chr22	25853699	4.2904596	2.5283203	1.7621393	acetylated_beyond_accessibility	0.81686735	1.0351243	0.7360308	0.9028449	0.037062645
chr12	93090177	4.5325994	2.7704544	1.762145	acetylated_beyond_accessibility	0.5076046	0.7920699	0.5538807	0.9505284	-0.002178669
chr7	154676518	6.3733196	4.6108794	1.7624402	acetylated_beyond_accessibility	-0.49763823	0.95709133	0.14537477	0.34756327	-0.06573963
chr12	112006051	5.3612924	3.5983562	1.7629361	acetylated_beyond_accessibility	0.3946457	0.8543849	0.38524103	0.6258316	-0.07279706
chr6	157420745	3.2580965	1.4945498	1.7635467	acetylated_beyond_accessibility	1.8780591	0.85509276	0.6156919	0.79005814	-0.0068079233
chr17	76180054	4.828314	3.0643458	1.763968	acetylated_beyond_accessibility	0.08537793	1.0719151	0.15379262	0.69450855	-0.067225456
chr17	82468977	3.3672957	1.6021874	1.7651083	acetylated_beyond_accessibility	1.9733069	0.36306453	0.22535956	0.22529018	0.109598994
chr20	47358916	6.9791455	5.212682	1.7664638	acetylated_beyond_accessibility	-2.1248925	0.36881828	0.12235737	0.5442314	-0.105475426
chr17	13513231	4.5325994	2.7660518	1.7665477	acetylated_beyond_accessibility	-0.109057665	0.93384504	-0.04488492	0.34338617	-0.016270638
chr22	47645569	4.304065	2.5374966	1.7665687	acetylated_beyond_accessibility	-0.08115268	0.06969786	0.11531782	0.43644738	0.033737183
chr10	33050355	3.988984	2.2223873	1.7665968	acetylated_beyond_accessibility	0.21957254	0.08744264	0.24760962	-0.005615711	0.018519163
chr8	85961844	4.9767337	3.2092476	1.7674861	acetylated_beyond_accessibility	-0.15633512	0.42273545	0.20262098	0.18763566	-0.00047540665
chr20	50504597	4.3820267	2.6123192	1.7697074	acetylated_beyond_accessibility	-0.105342865	0.6714554	0.38328528	0.4105916	-0.012515068
chr18	3595592	7.1514854	5.3816524	1.7698331	acetylated_beyond_accessibility	-1.1401472	0.8349471	0.9222617	0.8842468	-0.035901546
chr7	108246468	6.708084	4.9372277	1.7708564	acetylated_beyond_accessibility	-1.5215673	1.2579818	1.3628201	1.3974147	0.018971443
chr8	9271479	3.988984	2.2178416	1.7711425	acetylated_beyond_accessibility	0.8063743	0.48326707	0.2875185	0.98068905	0.0010211468
chr17	44086911	5.1059456	3.3345184	1.7714272	acetylated_beyond_accessibility	-0.6205621	0.908113	-0.42827082	0.9333744	-0.11720157
chr17	1658314	3.1780539	1.4059445	1.7721094	acetylated_beyond_accessibility	2.258871	0.44916284	0.29238856	0.33062184	0.11466265
chr10	13404486	5.476464	3.7021456	1.7743182	acetylated_beyond_accessibility	-0.6678977	0.44894695	0.015544653	0.26766467	-0.010154486
chr20	58893056	5.170484	3.3960056	1.7744784	acetylated_beyond_accessibility	-0.08973575	1.1874952	-0.05690813	0.22355795	-0.061755657
chr17	39325908	4.7004805	2.9258857	1.7745948	acetylated_beyond_accessibility	-0.13043642	0.36758804	0.09881735	0.38193417	-0.002218008
chr7	159005361	4.394449	2.6190395	1.7754097	acetylated_beyond_accessibility	0.7049999	0.42819405	-0.028652668	0.025126457	0.050445795
chr22	32572879	4.4998097	2.72365	1.7761598	acetylated_beyond_accessibility	0.28731132	0.14712954	-0.06440139	-0.13259864	0.045719385
chr17	47291761	4.8441873	3.0674167	1.7767706	acetylated_beyond_accessibility	-0.51122	0.29586315	0.12788844	0.113997936	-0.038043737
chr12	108119426	6.302619	4.525782	1.7768369	acetylated_beyond_accessibility	-1.4769511	0.5939622	0.25583935	0.5678563	-0.10949421
chr10	6446005	4.3694477	2.5925314	1.7769163	acetylated_beyond_accessibility	0.6113496	-0.13185573	0.028042316	-0.08507609	0.0022220612
chr21	9836814	3.8286414	2.0516748	1.7769666	acetylated_beyond_accessibility	2.1735091	-0.06632066	0.27261782	0.31344652	-0.015694618
chr12	47271470	4.4308167	2.6528916	1.777925	acetylated_beyond_accessibility	0.11625075	0.7629676	0.22001553	0.41636324	-5.7697296e-05
chr7	22433229	4.836282	3.0582826	1.7779992	acetylated_beyond_accessibility	0.6170609	1.0521214	0.65486646	0.97131467	0.01614976
chr8	144074452	5.9401712	4.1621532	1.778018	acetylated_beyond_accessibility	0.06191349	1.6860585	0.22628498	0.96334743	-0.07059145
chr20	35411895	5.9687076	4.19057	1.7781377	acetylated_beyond_accessibility	0.5421939	2.3865557	0.8639293	1.4558377	-0.049150944
chr6	2733504	4.9416423	3.163144	1.7784982	acetylated_beyond_accessibility	-0.45529628	0.54645085	0.027087688	0.35226583	0.010133028
chr7	136490729	4.3307333	2.5520396	1.7786937	acetylated_beyond_accessibility	-0.33545995	0.6758599	-0.0018260479	0.46283436	0.043652058
chr20	49965068	3.6888795	1.9092574	1.7796221	acetylated_beyond_accessibility	0.6583278	0.70402217	0.1366055	0.059112787	-0.066599846
chr7	139916289	7.0875735	5.3076553	1.7799182	acetylated_beyond_accessibility	-1.213213	1.012207	1.315134	2.0106316	0.03664589
chr21	29656911	6.6883545	4.9081874	1.7801671	acetylated_beyond_accessibility	-0.93206096	0.3516507	0.25745487	0.9744177	-0.019485474
chr17	28236383	2.3025851	0.5219311	1.780654	acetylated_beyond_accessibility	3.5185804	0.5600062	0.41574603	0.6257151	0.17441207
chr20	29782084	3.912023	2.1309843	1.7810388	acetylated_beyond_accessibility	0.81643534	0.42212892	0.18057919	-0.026748896	-0.49386752
chr12	83015668	5.1817837	3.4004564	1.7813272	acetylated_beyond_accessibility	0.052911043	0.8123164	0.47317386	0.6349101	-0.05129361
chr17	78030444	4.8675346	3.085814	1.7817206	acetylated_beyond_accessibility	-0.21479845	0.0016636848	0.09168649	0.045999527	-0.01411128
chr12	65646296	3.9512436	2.168827	1.7824166	acetylated_beyond_accessibility	-0.027121544	0.35692334	0.047813177	0.35682678	0.053117275
chr7	1883196	5.365976	3.5835013	1.7824745	acetylated_beyond_accessibility	0.2767837	0.6757345	0.38159347	0.85947275	0.07125473
chr6	15698404	4.624973	2.841127	1.7838459	acetylated_beyond_accessibility	0.08829284	-0.071070194	0.17505908	0.30737758	0.026125908
chr10	101536993	4.1431346	2.3585773	1.7845573	acetylated_beyond_accessibility	-0.27499914	0.14144754	-0.1906786	-0.020605564	0.010128498
chr18	8142319	3.7612002	1.9758718	1.7853284	acetylated_beyond_accessibility	1.3225014	0.4102161	0.27608347	0.4995277	0.022155523
chr8	123185322	5.3423343	3.556249	1.7860854	acetylated_beyond_accessibility	-1.2911615	0.61297965	0.07725525	0.09847808	-0.02235365
chr18	2304593	4.912655	3.1260548	1.7866001	acetylated_beyond_accessibility	-1.1411186	0.3421588	0.123043776	0.1950686	0.0056996346
chr8	80002794	4.4426513	2.6556218	1.7870295	acetylated_beyond_accessibility	-0.82221174	0.6024134	0.08287811	0.11940503	0.0127847195
chr17	53626485	3.3672957	1.5797646	1.7875311	acetylated_beyond_accessibility	0.6874237	0.7804425	0.3439852	0.86454797	0.07437408
chr20	38000489	3.4339871	1.6464012	1.787586	acetylated_beyond_accessibility	1.2280781	0.22788548	-0.16703618	0.0052330494	0.018993497
chr12	7292485	4.304065	2.5164657	1.7875996	acetylated_beyond_accessibility	-0.122606516	0.14399958	0.1968894	0.24309492	0.025321484
chr7	130202036	4.5849676	2.7968304	1.7881372	acetylated_beyond_accessibility	-0.16515684	0.79591584	-0.059258223	0.36583138	0.031427383
chr8	55961207	4.955827	3.1676824	1.7881448	acetylated_beyond_accessibility	-0.14212847	1.0037887	0.039756536	0.6286571	-0.026332617
chr10	119131816	4.9972124	3.2089946	1.7882178	acetylated_beyond_accessibility	0.8968036	0.7942126	0.51176095	0.29220438	-0.005509615
chr10	133305869	6.206576	4.4171376	1.7894382	acetylated_beyond_accessibility	-0.8587887	0.69501734	0.54292154	0.97505856	-0.023866177
chr12	129660080	4.6821313	2.8916054	1.7905259	acetylated_beyond_accessibility	-0.31890273	1.0170593	0.6317866	0.94020057	-0.0073115826
chr20	20946533	4.6051702	2.8139765	1.7911937	acetylated_beyond_accessibility	0.120385885	0.8789239	0.44248056	0.41803408	0.017197132
chr10	24897549	5.68358	3.8923721	1.7912078	acetylated_beyond_accessibility	-1.6065481	0.77970695	0.3499136	0.40619135	-0.010108709
chr22	20807607	5.187386	3.3957908	1.7915952	acetylated_beyond_accessibility	0.5186951	0.45432973	1.0166996	1.2303746	0.054819345
chr22	38786037	5.3936276	3.5997536	1.793874	acetylated_beyond_accessibility	0.29645467	0.7028868	0.2930076	0.37044287	0.048128128
chr22	31059951	4.94876	3.15378	1.79498	acetylated_beyond_accessibility	0.2542467	0.4486308	0.15428615	0.3110764	0.054266453
chr8	93551908	5.0106354	3.2150812	1.7955542	acetylated_beyond_accessibility	-0.8944297	0.4134817	0.11724758	0.25094604	-0.009890795
chr12	54428969	4.8675346	3.0699992	1.7975354	acetylated_beyond_accessibility	1.0006495	0.3333125	0.14924431	0.46205807	-0.034743547
chr17	4796129	5.09375	3.2960272	1.7977228	acetylated_beyond_accessibility	1.5344172	-0.046244144	-0.02145648	0.20675635	-0.025863647
chr22	43184131	6.401917	4.603528	1.798389	acetylated_beyond_accessibility	-0.39366007	1.0338836	0.5131469	0.8403454	0.05313635
chr6	3171845	4.762174	2.9637113	1.7984629	acetylated_beyond_accessibility	0.5633657	0.38281727	0.5265806	0.39911318	0.048409224
chr12	57280513	5.030438	3.231203	1.7992349	acetylated_beyond_accessibility	-0.77259064	0.57297707	0.45060706	0.8897524	-0.049027205
chr10	35387991	4.59512	2.795461	1.799659	acetylated_beyond_accessibility	-0.0650866	0.28769755	0.25463486	0.32286954	0.0028676987
chr17	45978419	4.6728287	2.8731477	1.799681	acetylated_beyond_accessibility	0.3791802	0.72455907	0.3052187	0.75055933	-0.024656773
chr8	61878931	4.060443	2.2606218	1.7998211	acetylated_beyond_accessibility	-0.33412766	0.35858607	-0.049111128	0.33904433	0.020546198
chr17	42011330	3.912023	2.1112876	1.8007355	acetylated_beyond_accessibility	0.9641855	0.38963556	0.25203776	0.38390207	0.021377325
chr12	50809313	3.6635616	1.8627234	1.8008382	acetylated_beyond_accessibility	1.1276093	0.23450184	0.054740548	-0.1468172	0.057364464
chr6	3912122	4.204693	2.4028578	1.8018351	acetylated_beyond_accessibility	0.08419967	0.3799696	0.27832174	0.08325672	0.023933649
chr7	113743183	3.912023	2.1097195	1.8023036	acetylated_beyond_accessibility	1.1529763	0.8371742	0.62603426	0.40492845	0.019516706
chr17	49076974	3.988984	2.186311	1.8026731	acetylated_beyond_accessibility	1.5224786	0.34074903	0.3137238	0.4195006	0.04355645
chr12	51327101	6.089045	4.2859087	1.8031363	acetylated_beyond_accessibility	-0.3129151	1.4937086	0.3783183	0.94952106	-0.09065533
chr17	15956157	4.1271343	2.3234262	1.8037081	acetylated_beyond_accessibility	0.5869286	0.25108862	-0.20153356	0.007879496	0.0154390335
chr22	29097213	4.9698133	3.1658423	1.803971	acetylated_beyond_accessibility	0.6926851	0.3261273	0.2673278	0.41792727	0.04689336
chr8	124853880	3.637586	1.8333952	1.8041909	acetylated_beyond_accessibility	1.2671757	0.24443173	0.041510224	-0.053768754	0.013525486
chr6	30509429	4.4998097	2.6948528	1.8049569	acetylated_beyond_accessibility	0.07839751	0.41193247	0.13640022	0.6278262	0.027746916
chr17	65064579	5.159055	3.3524232	1.806632	acetylated_beyond_accessibility	0.27085567	0.6349163	0.22843432	0.7922678	-0.046601772
chr7	8351606	3.8066626	1.9990118	1.8076508	acetylated_beyond_accessibility	1.0701609	0.23623872	0.3870716	0.33579183	0.030835867
chr10	30554037	6.928538	5.1196713	1.8088665	acetylated_beyond_accessibility	-1.1791706	0.07171965	0.3852911	0.7374773	-0.021802425
chr6	51121696	4.2904596	2.4808197	1.8096399	acetylated_beyond_accessibility	0.6045592	0.5984912	0.3737793	1.053402	0.017895937
chr17	15236573	5.602119	3.791977	1.810142	acetylated_beyond_accessibility	-0.15377784	0.6206689	0.60390425	0.29509926	-0.0674088
chr6	10102310	5.0689044	3.2586043	1.8103001	acetylated_beyond_accessibility	-0.13774371	0.45987558	0.17471766	0.3776214	0.026306868
chr7	605231	6.50279	4.6919527	1.8108373	acetylated_beyond_accessibility	-0.64240074	0.017718792	-0.13618326	0.14872408	0.06216669
chr12	8108994	2.944439	1.133302	1.811137	acetylated_beyond_accessibility	0.49355793	0.24284768	-0.1468119	-0.08676875	0.08214688
chr12	53321492	6.4118185	4.600576	1.8112426	acetylated_beyond_accessibility	0.4603467	1.1623559	0.7070236	1.1330781	-0.14822197
chr21	29650708	6.2576675	4.4451513	1.8125162	acetylated_beyond_accessibility	-1.794812	-0.30192232	0.0005168915	-0.042017937	0.0082941055
chr20	5720067	5.075174	3.2620537	1.8131201	acetylated_beyond_accessibility	0.30542922	1.5843565	1.0916708	1.4819009	0.009749413
chr18	46060603	5.6801724	3.8668346	1.8133378	acetylated_beyond_accessibility	-1.23949	0.83538914	0.311337	0.37604666	-0.018923998
chr6	7146558	6.517671	4.7040877	1.8135834	acetylated_beyond_accessibility	-1.6463192	0.8230448	0.13668919	0.46749544	-0.050005913
chr17	28778759	3.9512436	2.13737	1.8138735	acetylated_beyond_accessibility	0.13675761	0.53695154	0.045819283	0.26653552	0.040551424
chr17	69102270	4.644391	2.8281846	1.8162065	acetylated_beyond_accessibility	-0.30628824	0.0956645	0.016547203	0.12470651	0.031207085
chr20	44857100	3.9702919	2.1535	1.8167918	acetylated_beyond_accessibility	0.3390534	0.074110985	-0.040353537	-0.13134289	-0.0037927628
chr7	22373239	4.4886365	2.671339	1.8172975	acetylated_beyond_accessibility	0.58344316	0.87048054	0.119219065	0.45980787	0.059553385
chr12	6904749	4.882802	3.065144	1.817658	acetylated_beyond_accessibility	1.8200402	1.2422872	0.46498227	0.83962417	-0.07790542
chr18	3655827	6.768493	4.9494195	1.8190737	acetylated_beyond_accessibility	-2.102622	-0.02170229	0.31698465	0.6614733	-0.022247314
chr20	38666540	5.7004437	3.8800716	1.8203721	acetylated_beyond_accessibility	-0.8810537	0.8236489	-0.059789658	0.20920372	-0.043212175
chr21	45364127	4.890349	3.0699627	1.8203862	acetylated_beyond_accessibility	0.8757782	0.8825557	0.5935054	0.8467567	0.026566029
chr17	40536387	5.616771	3.7961636	1.8206077	acetylated_beyond_accessibility	-0.27371955	0.5694246	0.37006378	0.6241684	-0.072558165
chr8	95090539	6.2690964	4.447928	1.8211684	acetylated_beyond_accessibility	0.34355402	1.0627022	0.64545965	0.8557296	-0.053892612
chr10	15603823	3.713572	1.8923526	1.8212194	acetylated_beyond_accessibility	1.0650156	0.26945925	0.619411	0.30599833	0.024493217
chr12	113272014	4.0430512	2.2208948	1.8221564	acetylated_beyond_accessibility	1.5852022	0.8535404	0.38416386	0.6308317	0.007771015
chr10	69180074	7.200425	5.3774357	1.8229895	acetylated_beyond_accessibility	-1.98487	0.21842003	-0.06971216	0.64192057	-0.038467884
chr12	31833455	4.3307333	2.506393	1.8243403	acetylated_beyond_accessibility	0.75672555	0.7100949	0.64273596	0.61172247	0.009031296
chr10	92972871	6.1025586	4.2778406	1.824718	acetylated_beyond_accessibility	-0.1647563	0.4345703	0.2820468	0.350255	-0.010350227
chr10	117007248	5.17615	3.3502126	1.8259373	acetylated_beyond_accessibility	0.9631562	0.7773938	0.8092747	1.3211141	-0.0013070107
chr12	127083375	5.1817837	3.35564	1.8261437	acetylated_beyond_accessibility	0.15650058	1.1748881	0.5386038	1.06816	-0.04415703
chr20	50478445	4.4426513	2.616255	1.8263962	acetylated_beyond_accessibility	0.92104626	0.9178102	0.17052698	0.63200116	-0.09937096
chr20	44204526	4.477337	2.650655	1.8266819	acetylated_beyond_accessibility	0.6234572	1.2638447	0.6441264	1.5422018	-0.015058517
chr6	17907891	6.788972	4.959019	1.8299527	acetylated_beyond_accessibility	-1.0596354	1.611012	1.138125	1.4848633	-0.027505398
chr20	31699352	5.198497	3.3684852	1.8300116	acetylated_beyond_accessibility	-0.85214496	0.65417504	0.32682252	0.8373492	-0.003813982
chr6	33902025	4.465908	2.635528	1.83038	acetylated_beyond_accessibility	0.43251848	0.36355495	0.15928817	0.1575942	0.019276619
chr8	129679322	5.5529594	3.7212472	1.8317122	acetylated_beyond_accessibility	-0.33676958	0.8354268	0.2580948	0.72721624	-0.018902063
chr20	2870639	5.17615	3.3432763	1.8328736	acetylated_beyond_accessibility	-0.27792525	0.6677439	0.12952423	0.47391057	-0.0021595955
chr6	14777657	5.5683446	3.7352393	1.8331053	acetylated_beyond_accessibility	-1.2082758	0.5772612	-0.12887573	0.054501772	0.0152516365
chr21	13973725	3.7841897	1.9509416	1.8332481	acetylated_beyond_accessibility	1.2165773	0.041757822	0.15791154	0.39062214	0.014618158
