chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual
chr17	28866049	6.1246834	5.196164	0.92851925	acetylated_beyond_accessibility	0.4306116
chr17	45333183	6.1420374	5.2133245	0.92871284	acetylated_beyond_accessibility	0.21518183
chr12	120291874	6.295266	5.36631	0.92895603	acetylated_beyond_accessibility	0.5472603
chr6	20409722	6.2383246	5.3083706	0.92995405	acetylated_beyond_accessibility	0.50615025
chr22	29084115	4.882802	3.9525893	0.93021274	acetylated_beyond_accessibility	-0.048088074
chr17	80254979	6.1484685	5.218243	0.9302254	acetylated_beyond_accessibility	-0.20226383
chr7	81327700	4.804021	3.873681	0.9303398	acetylated_beyond_accessibility	0.5594311
chr10	4848594	6.4118185	5.481445	0.93037367	acetylated_beyond_accessibility	0.585588
chr18	2302909	6.4707994	5.539969	0.9308305	acetylated_beyond_accessibility	0.3287568
chr22	20858743	6.2422233	5.3099613	0.93226194	acetylated_beyond_accessibility	0.118517876
chr7	56107318	6.313548	5.380988	0.93255997	acetylated_beyond_accessibility	0.8737016
chr12	10939207	3.295837	2.362585	0.93325186	acetylated_beyond_accessibility	0.22075748
chr18	8914070	6.001415	5.067919	0.933496	acetylated_beyond_accessibility	0.26395988
chr6	118709811	6.135565	5.2017827	0.9337821	acetylated_beyond_accessibility	0.73337317
chr10	6034160	5.187386	4.2529526	0.93443346	acetylated_beyond_accessibility	-0.42391467
chr17	82288196	6.0844994	5.149801	0.9346986	acetylated_beyond_accessibility	-0.358171
chr21	29988124	4.934474	3.9996195	0.9348545	acetylated_beyond_accessibility	0.9882746
chr7	130025989	5.9558372	5.0195503	0.9362869	acetylated_beyond_accessibility	0.09527731
chr12	69624209	6.291569	5.3551545	0.9364147	acetylated_beyond_accessibility	0.87870693
chr8	8777893	5.673323	4.7362905	0.9370327	acetylated_beyond_accessibility	0.55900574
chr8	48873824	5.159055	4.22168	0.93737507	acetylated_beyond_accessibility	0.4798212
chr8	98306409	6.222576	5.284951	0.93762493	acetylated_beyond_accessibility	0.3439746
chr17	34884999	5.811141	4.872494	0.9386468	acetylated_beyond_accessibility	0.2888527
chr18	35104884	5.811141	4.8723097	0.9388313	acetylated_beyond_accessibility	0.20052338
chr8	9172886	6.001415	5.062501	0.9389138	acetylated_beyond_accessibility	-0.04281044
chr12	75934618	5.9584246	5.0194626	0.938962	acetylated_beyond_accessibility	0.2790451
chr8	61759825	6.200509	5.261456	0.93905306	acetylated_beyond_accessibility	0.2917409
chr8	42571707	5.8318825	4.8928022	0.93908024	acetylated_beyond_accessibility	0.1331482
chr6	119312865	6.54103	5.6015725	0.9394574	acetylated_beyond_accessibility	0.40295315
chr10	15457578	4.0253515	3.0854285	0.93992305	acetylated_beyond_accessibility	-0.18260932
chr10	3803984	6.251904	5.3113327	0.9405713	acetylated_beyond_accessibility	0.52151775
chr7	91555028	6.135565	5.1942635	0.94130135	acetylated_beyond_accessibility	0.5706167
chr12	42443139	6.204558	5.263054	0.941504	acetylated_beyond_accessibility	0.42819738
chr17	63432080	6.152733	5.2111897	0.9415431	acetylated_beyond_accessibility	0.74605846
chr18	9870535	6.280396	5.3383822	0.94201374	acetylated_beyond_accessibility	0.015319347
chr12	32644653	4.7004805	3.757598	0.94288254	acetylated_beyond_accessibility	0.6650176
chr7	87331187	5.638355	4.695117	0.9432378	acetylated_beyond_accessibility	0.5942316
chr6	42017371	6.423247	5.479676	0.9435711	acetylated_beyond_accessibility	-0.15164614
chr22	37802941	6.216606	5.2729216	0.9436846	acetylated_beyond_accessibility	-0.29324007
chr6	14728788	5.8998976	4.9550085	0.94488907	acetylated_beyond_accessibility	0.21418238
chr12	119672363	6.001415	5.0564933	0.9449215	acetylated_beyond_accessibility	0.52479887
chr7	75493626	1.3862944	0.44127417	0.9450202	acetylated_beyond_accessibility	0.5647397
chr22	35656524	5.313206	4.3680882	0.94511795	acetylated_beyond_accessibility	0.17821836
chr6	106521048	5.9053617	4.9589853	0.9463763	acetylated_beyond_accessibility	0.24045181
chr20	4192477	6.1202974	5.1738024	0.94649506	acetylated_beyond_accessibility	0.39006615
chr22	22638507	2.7725887	1.8260541	0.94653463	acetylated_beyond_accessibility	-0.61851084
chr10	73262314	5.7137327	4.7671595	0.94657326	acetylated_beyond_accessibility	0.26895905
chr17	76405966	6.4723463	5.5243745	0.9479718	acetylated_beyond_accessibility	0.09370041
chr6	27290180	6.086775	5.1384	0.94837475	acetylated_beyond_accessibility	0.50852203
chr7	101138526	6.059123	5.1105366	0.94858646	acetylated_beyond_accessibility	0.5878048
chr12	108691780	6.2576675	5.308383	0.94928455	acetylated_beyond_accessibility	0.7017174
chr20	50166214	6.338594	5.389178	0.94941616	acetylated_beyond_accessibility	0.3494978
chr20	44552237	5.062595	4.1122437	0.95035124	acetylated_beyond_accessibility	0.2859769
chr21	38089736	6.037871	5.0873585	0.9505124	acetylated_beyond_accessibility	1.0131812
chr12	39652	3.4011974	2.450536	0.9506614	acetylated_beyond_accessibility	-0.5528238
chr17	42629844	5.4161005	4.465171	0.95092964	acetylated_beyond_accessibility	0.20949411
chr10	71753493	6.322565	5.371542	0.9510231	acetylated_beyond_accessibility	-0.08290386
chr6	4420349	4.983607	4.0323734	0.9512334	acetylated_beyond_accessibility	0.30867767
chr8	125334273	6.419995	5.4678373	0.9521575	acetylated_beyond_accessibility	0.39936972
chr10	125816681	6.3868794	5.4347196	0.9521599	acetylated_beyond_accessibility	0.21093225
chr6	34306354	6.177944	5.2247877	0.9531565	acetylated_beyond_accessibility	0.047801495
chr7	129699135	5.8522024	4.89791	0.9542923	acetylated_beyond_accessibility	0.13154173
chr7	127892702	6.20859	5.2541122	0.9544778	acetylated_beyond_accessibility	0.53748703
chr7	108012698	6.154858	5.2001514	0.95470667	acetylated_beyond_accessibility	0.4341793
chr6	106924976	5.049856	4.09484	0.95501614	acetylated_beyond_accessibility	0.094667435
chr12	89160883	4.0430512	3.087028	0.9560232	acetylated_beyond_accessibility	0.601485
chr10	78256287	6.056784	5.1004124	0.9563718	acetylated_beyond_accessibility	0.045487404
chr20	45935261	6.1882644	5.231577	0.95668745	acetylated_beyond_accessibility	-0.082185745
chr17	48547163	6.336826	5.3797665	0.9570594	acetylated_beyond_accessibility	0.2700348
chr10	45495789	5.0106354	4.053073	0.95756245	acetylated_beyond_accessibility	0.106808186
chr17	33908454	5.497168	4.539117	0.9580512	acetylated_beyond_accessibility	0.19455099
chr12	56959374	2.944439	1.985782	0.9586569	acetylated_beyond_accessibility	-0.22995007
chr17	64082297	6.381816	5.4229884	0.9588275	acetylated_beyond_accessibility	0.48008394
chr20	57410222	6.2934194	5.3345146	0.95890474	acetylated_beyond_accessibility	0.3217392
chr7	29788439	2.4849067	1.5259069	0.95899975	acetylated_beyond_accessibility	-0.20867729
chr8	27315490	6.086775	5.1271486	0.9596262	acetylated_beyond_accessibility	0.5556116
chr7	138350878	5.880533	4.919813	0.96072006	acetylated_beyond_accessibility	0.09734726
chr17	27529564	6.336826	5.375863	0.9609628	acetylated_beyond_accessibility	0.13997316
chr12	31733868	5.9788857	5.016999	0.9618869	acetylated_beyond_accessibility	0.42141867
chr22	40711760	5.976351	5.0140057	0.9623451	acetylated_beyond_accessibility	0.24536133
chr17	6961419	3.9318256	2.968978	0.9628477	acetylated_beyond_accessibility	0.52953243
chr12	122974945	6.20859	5.245643	0.9629469	acetylated_beyond_accessibility	0.13300419
chr22	24635255	3.1354942	2.1722245	0.9632697	acetylated_beyond_accessibility	-1.0955048
chr18	25223388	5.676754	4.713209	0.96354485	acetylated_beyond_accessibility	0.36525822
chr20	37154727	6.0306854	5.067111	0.9635744	acetylated_beyond_accessibility	-0.14659595
chr7	44847895	6.2363696	5.2727118	0.96365786	acetylated_beyond_accessibility	0.29749537
chr10	17263791	3.4965076	2.5319278	0.9645798	acetylated_beyond_accessibility	-0.024754286
chr6	135522996	5.7365723	4.771472	0.9651003	acetylated_beyond_accessibility	0.26715326
chr12	126869848	6.011267	5.0460944	0.96517277	acetylated_beyond_accessibility	0.14914083
chr8	11350948	6.331502	5.3659034	0.9655986	acetylated_beyond_accessibility	0.36569738
chr6	137693871	4.762174	3.7965555	0.9656186	acetylated_beyond_accessibility	0.58722353
chr6	30516433	6.089045	5.1232533	0.9657917	acetylated_beyond_accessibility	0.28152943
chr17	59619586	6.089045	5.1223755	0.96666956	acetylated_beyond_accessibility	0.1535759
chr12	7293890	6.073045	5.1054273	0.9676175	acetylated_beyond_accessibility	0.29035234
chr22	22996873	4.762174	3.7940285	0.9681456	acetylated_beyond_accessibility	-0.42057872
chr17	39334790	6.2025356	5.2340894	0.96844625	acetylated_beyond_accessibility	0.28688622
chr18	10841188	5.293305	4.324421	0.968884	acetylated_beyond_accessibility	-0.06335068
chr7	127839066	6.082219	5.1131916	0.9690275	acetylated_beyond_accessibility	0.7581134
chr8	96949647	5.411646	4.44259	0.96905565	acetylated_beyond_accessibility	0.21681213
chr17	29731068	4.5108595	3.5414243	0.9694352	acetylated_beyond_accessibility	0.14377618
chr8	60326161	5.6869755	4.716967	0.9700084	acetylated_beyond_accessibility	0.5385046
chr12	83314051	4.828314	3.8574338	0.97088003	acetylated_beyond_accessibility	0.45233393
chr8	95927215	5.7899604	4.8186893	0.97127104	acetylated_beyond_accessibility	0.6223717
chr17	44288603	6.461468	5.4893427	0.97212553	acetylated_beyond_accessibility	0.4509349
chr6	52929440	5.159055	4.186439	0.9726162	acetylated_beyond_accessibility	0.23565531
chr12	124917522	6.1441855	5.171313	0.97287273	acetylated_beyond_accessibility	0.4992752
chr8	105202368	5.2311087	4.257317	0.9737916	acetylated_beyond_accessibility	0.5456929
chr6	135523512	6.0776424	5.103056	0.9745865	acetylated_beyond_accessibility	0.35502815
chr6	139497382	6.182085	5.2073317	0.9747534	acetylated_beyond_accessibility	0.64789486
chr6	37059453	6.0958247	5.1209006	0.9749241	acetylated_beyond_accessibility	-0.08975363
chr17	75072124	6.0776424	5.102517	0.9751253	acetylated_beyond_accessibility	0.231112
chr7	27071775	5.32301	4.3477497	0.97526026	acetylated_beyond_accessibility	0.15808487
chr22	22521048	6.1202974	5.1449337	0.97536373	acetylated_beyond_accessibility	0.6160178
chr10	4822408	5.7137327	4.7360544	0.9776783	acetylated_beyond_accessibility	0.030529976
chr8	15702022	6.184149	5.2060814	0.9780674	acetylated_beyond_accessibility	0.71273375
chr8	630384	3.988984	3.0109096	0.97807455	acetylated_beyond_accessibility	-0.5605285
chr22	19218109	6.070738	5.092415	0.978323	acetylated_beyond_accessibility	0.5424371
chr17	63381308	5.620401	4.6420627	0.97833824	acetylated_beyond_accessibility	0.57805204
chr6	28941212	6.1114674	5.1330695	0.97839785	acetylated_beyond_accessibility	0.49937725
chr6	19804841	6.182085	5.2035193	0.9785657	acetylated_beyond_accessibility	-0.06730032
chr6	119256985	6.2383246	5.2583303	0.9799943	acetylated_beyond_accessibility	0.24762726
chr21	29647509	6.455199	5.4745574	0.98064137	acetylated_beyond_accessibility	0.07231331
chr10	71861169	6.056784	5.0755286	0.98125553	acetylated_beyond_accessibility	0.4870553
chr6	139445622	6.261492	5.278949	0.982543	acetylated_beyond_accessibility	0.85370207
chr10	61460997	4.4426513	3.4591892	0.9834621	acetylated_beyond_accessibility	-0.06613994
chr8	115427792	6.5308776	5.5473576	0.98352003	acetylated_beyond_accessibility	0.6372614
chr6	36351107	5.961005	4.975943	0.9850621	acetylated_beyond_accessibility	0.14583492
chr12	98440208	6.1882644	5.203032	0.98523235	acetylated_beyond_accessibility	0.897974
chr8	96830057	5.7037826	4.7184	0.98538256	acetylated_beyond_accessibility	0.34308004
chr6	151088151	6.0063534	5.019954	0.9863992	acetylated_beyond_accessibility	0.42387152
chr6	125307373	6.510258	5.523159	0.9870992	acetylated_beyond_accessibility	0.5373812
chr12	27852960	5.9964523	5.009309	0.9871435	acetylated_beyond_accessibility	0.17997932
chr10	11710899	6.350886	5.363291	0.9875951	acetylated_beyond_accessibility	0.42041397
chr7	42986465	5.902633	4.914879	0.98775434	acetylated_beyond_accessibility	0.21693754
chr8	124848203	6.0282784	5.0403867	0.9878917	acetylated_beyond_accessibility	-0.1489172
chr17	28236383	3.1354942	2.1468532	0.988641	acetylated_beyond_accessibility	-0.0010285378
chr12	65671072	4.828314	3.8387403	0.9895735	acetylated_beyond_accessibility	0.32519913
chr6	168106228	5.476464	4.486627	0.9898367	acetylated_beyond_accessibility	0.22530651
chr20	805897	2.8903718	1.9000123	0.99035954	acetylated_beyond_accessibility	0.39995956
chr12	93178047	5.659482	4.66889	0.990592	acetylated_beyond_accessibility	0.5778365
chr10	59960913	3.6888795	2.6977406	0.99113894	acetylated_beyond_accessibility	-0.041682243
chr6	109877725	4.3694477	3.378292	0.9911556	acetylated_beyond_accessibility	0.24995685
chr12	50050875	6.2859983	5.2944307	0.9915676	acetylated_beyond_accessibility	0.5835743
chr22	23177367	6.2859983	5.294347	0.99165154	acetylated_beyond_accessibility	0.1450715
chr20	53917540	6.249975	5.258299	0.99167633	acetylated_beyond_accessibility	0.4532466
chr10	71638941	6.4831076	5.491011	0.9920964	acetylated_beyond_accessibility	0.14376116
chr6	34664563	6.175867	5.1836376	0.99222946	acetylated_beyond_accessibility	0.07276726
chr7	22667812	6.066108	5.073207	0.9929013	acetylated_beyond_accessibility	0.40467024
chr10	118483040	6.150603	5.157149	0.993454	acetylated_beyond_accessibility	-0.038568974
chr10	61780338	6.289716	5.2960525	0.9936633	acetylated_beyond_accessibility	-0.05884695
chr6	157811644	6.3456364	5.351802	0.9938345	acetylated_beyond_accessibility	0.30303335
chr10	22017666	6.0980744	5.1036344	0.9944401	acetylated_beyond_accessibility	0.16588831
chr6	15058809	5.5412636	4.546413	0.99485064	acetylated_beyond_accessibility	0.3320055
chr8	8346368	6.152733	5.156619	0.9961138	acetylated_beyond_accessibility	0.30385876
chr10	73956680	6.43294	5.4367385	0.9962015	acetylated_beyond_accessibility	0.49891615
chr12	106301934	6.204558	5.208057	0.99650097	acetylated_beyond_accessibility	0.33041668
chr6	49736215	5.9687076	4.9710426	0.9976649	acetylated_beyond_accessibility	0.7890315
chr12	28882562	4.7361984	3.738411	0.9977875	acetylated_beyond_accessibility	0.7009783
chr12	51905847	6.249975	5.2521687	0.99780655	acetylated_beyond_accessibility	0.62066555
chr7	106679680	6.1717005	5.1737776	0.9979229	acetylated_beyond_accessibility	-0.046364784
chr10	69308736	5.8318825	4.8336554	0.9982271	acetylated_beyond_accessibility	-0.20519638
chr17	22376941	1.3862944	0.38786578	0.9984286	acetylated_beyond_accessibility	0.50902665
chr10	17216628	6.2025356	5.2037163	0.99881935	acetylated_beyond_accessibility	0.12885666
chr10	93078199	5.9053617	4.9057856	0.9995761	acetylated_beyond_accessibility	0.7129574
chr12	102429894	6.2186003	5.2184463	1.000154	acetylated_beyond_accessibility	-0.007145405
chr21	35548188	6.0234475	5.023228	1.0002193	acetylated_beyond_accessibility	0.20702362
chr12	108689535	6.329721	5.329478	1.0002432	acetylated_beyond_accessibility	0.56550217
chr10	61778282	5.220356	4.2196393	1.0007167	acetylated_beyond_accessibility	0.15596151
chr17	75970365	6.1675167	5.1667876	1.0007291	acetylated_beyond_accessibility	0.1083312
chr7	67019935	6.212606	5.2117167	1.0008893	acetylated_beyond_accessibility	0.24504423
chr20	58252029	6.1590953	5.158042	1.0010533	acetylated_beyond_accessibility	0.48510695
chr7	135664168	6.4473057	5.4454756	1.0018301	acetylated_beyond_accessibility	0.65617037
chr6	15922658	6.1654177	5.1635594	1.0018582	acetylated_beyond_accessibility	0.32044172
chr7	140322998	6.206576	5.2045183	1.0020576	acetylated_beyond_accessibility	0.66922855
chr10	17578819	5.42495	4.422783	1.0021672	acetylated_beyond_accessibility	0.6727152
chr6	129854360	5.971262	4.968415	1.0028472	acetylated_beyond_accessibility	0.4447856
chr7	139118388	6.272877	5.2699785	1.0028987	acetylated_beyond_accessibility	0.53209877
chr6	158854609	6.2025356	5.198711	1.0038247	acetylated_beyond_accessibility	0.026480198
chr22	21001987	6.2576675	5.2538166	1.0038509	acetylated_beyond_accessibility	0.4910431
chr17	66468726	5.963579	4.959487	1.0040922	acetylated_beyond_accessibility	-0.01935339
chr21	32545880	6.089045	5.082831	1.0062141	acetylated_beyond_accessibility	0.09660959
chr21	35106416	6.340359	5.334124	1.0062351	acetylated_beyond_accessibility	0.67208433
chr10	21807326	6.104793	5.0983624	1.0064306	acetylated_beyond_accessibility	0.39319086
chr6	157825596	6.3062754	5.299676	1.0065994	acetylated_beyond_accessibility	0.40860605
chr22	19648593	5.420535	4.413832	1.0067029	acetylated_beyond_accessibility	-0.25004673
chr21	14454637	6.543912	5.5366063	1.0073056	acetylated_beyond_accessibility	0.29749537
chr12	126908156	6.2841344	5.276496	1.0076385	acetylated_beyond_accessibility	0.6068406
chr6	36954410	5.924256	4.9165697	1.0076861	acetylated_beyond_accessibility	0.27509212
chr22	25726671	6.363028	5.3547487	1.0082793	acetylated_beyond_accessibility	-0.12824821
chr12	98509189	5.869297	4.860688	1.0086088	acetylated_beyond_accessibility	0.4619608
chr12	64656613	5.2522736	4.2433643	1.0089092	acetylated_beyond_accessibility	0.35035658
chr18	55732620	6.4264884	5.416863	1.0096254	acetylated_beyond_accessibility	0.29494047
chr8	53736941	4.65396	3.6437452	1.010215	acetylated_beyond_accessibility	0.27698493
chr6	42092354	6.383507	5.3732734	1.0102334	acetylated_beyond_accessibility	0.20322084
chr21	31738080	6.1246834	5.1114955	1.0131879	acetylated_beyond_accessibility	0.048761845
chr12	1439888	5.6664267	4.653202	1.0132246	acetylated_beyond_accessibility	0.22418594
chr22	37552905	6.169611	5.1554375	1.0141735	acetylated_beyond_accessibility	0.60447264
chr7	135929699	6.152733	5.1380987	1.0146341	acetylated_beyond_accessibility	0.12092829
chr10	87500811	6.2989492	5.282727	1.0162225	acetylated_beyond_accessibility	0.21431589
chr7	102983823	5.7589016	4.742053	1.0168486	acetylated_beyond_accessibility	0.74354744
chr10	60828408	6.003887	4.9868546	1.0170326	acetylated_beyond_accessibility	0.10993099
chr17	27603093	6.517671	5.500601	1.0170703	acetylated_beyond_accessibility	0.21335888
chr8	107305315	6.0306854	5.012971	1.0177145	acetylated_beyond_accessibility	-0.1623497
chr7	108090956	5.814131	4.7940817	1.0200491	acetylated_beyond_accessibility	0.4438095
chr7	134835038	6.2106	5.190013	1.020587	acetylated_beyond_accessibility	0.22543335
chr17	78029887	5.9295893	4.9087467	1.0208426	acetylated_beyond_accessibility	0.19530296
chr7	140275529	6.0776424	5.0553293	1.0223131	acetylated_beyond_accessibility	0.5375366
chr12	23722834	6.376727	5.353337	1.0233903	acetylated_beyond_accessibility	0.687171
chr12	7289939	3.2580965	2.2346067	1.0234897	acetylated_beyond_accessibility	0.5902083
chr10	30070294	5.6903596	4.6666603	1.0236993	acetylated_beyond_accessibility	0.8036871
chr8	123922425	6.349139	5.3245153	1.0246239	acetylated_beyond_accessibility	0.55877876
chr17	62995541	6.1882644	5.1628304	1.025434	acetylated_beyond_accessibility	0.5329051
chr6	163572734	6.1377273	5.111589	1.0261383	acetylated_beyond_accessibility	0.7174945
chr7	106774886	6.2878585	5.2608414	1.0270171	acetylated_beyond_accessibility	0.6833415
chr10	98910214	6.4345465	5.405966	1.0285807	acetylated_beyond_accessibility	0.6694832
chr6	15698404	5.7037826	4.674832	1.0289507	acetylated_beyond_accessibility	0.37956953
chr22	28686785	3.0910425	2.060585	1.0304575	acetylated_beyond_accessibility	-0.009762049
chr12	113933332	6.505784	5.475066	1.0307178	acetylated_beyond_accessibility	0.45490026
chr12	93021374	6.1136823	5.082085	1.0315971	acetylated_beyond_accessibility	0.4984908
chr7	22708450	5.4161005	4.383591	1.0325093	acetylated_beyond_accessibility	-0.14466715
chr6	2932405	6.424869	5.3918986	1.0329704	acetylated_beyond_accessibility	0.17914724
chr20	32286025	5.918894	4.8858285	1.0330653	acetylated_beyond_accessibility	0.7991848
chr6	157861407	6.2304816	5.197084	1.0333977	acetylated_beyond_accessibility	0.9764991
chr10	73245133	6.3062754	5.2725735	1.0337019	acetylated_beyond_accessibility	0.8350134
chr7	139853284	5.7838254	4.749731	1.0340943	acetylated_beyond_accessibility	0.4905963
chr21	35475876	5.6937323	4.659085	1.0346475	acetylated_beyond_accessibility	0.14771986
chr8	134720442	6.4457197	5.410683	1.0350366	acetylated_beyond_accessibility	0.11265707
chr20	44010538	5.609472	4.574072	1.0353999	acetylated_beyond_accessibility	0.23369074
chr22	19266572	4.465908	3.430392	1.035516	acetylated_beyond_accessibility	0.02606225
chr8	128048593	6.3189683	5.2832623	1.035706	acetylated_beyond_accessibility	0.37088966
chr6	119139355	6.291569	5.254933	1.0366364	acetylated_beyond_accessibility	0.23023558
chr22	22254962	3.4339871	2.3972654	1.0367217	acetylated_beyond_accessibility	0.16406131
chr18	3247627	6.2106	5.1721945	1.0384054	acetylated_beyond_accessibility	0.26541138
chr12	28192346	6.0330863	4.9945316	1.0385547	acetylated_beyond_accessibility	0.529016
chr18	6676304	6.4052286	5.3658495	1.0393791	acetylated_beyond_accessibility	0.40803814
chr17	33904610	6.196444	5.1564903	1.0399537	acetylated_beyond_accessibility	0.26829338
chr12	48311496	5.659482	4.6192813	1.0402007	acetylated_beyond_accessibility	0.053590298
chr8	95090539	6.1202974	5.080022	1.0402756	acetylated_beyond_accessibility	0.87168264
chr12	89540738	6.289716	5.2489576	1.0407581	acetylated_beyond_accessibility	0.27908802
chr8	36559501	4.4426513	3.4007876	1.0418637	acetylated_beyond_accessibility	0.29555392
chr8	105244014	6.313548	5.2716484	1.0418997	acetylated_beyond_accessibility	0.3358655
chr22	28396287	4.691348	3.6487086	1.0426395	acetylated_beyond_accessibility	0.4106052
chr12	122098315	6.4264884	5.383327	1.0431614	acetylated_beyond_accessibility	0.30652428
chr8	23509147	6.3868794	5.343381	1.0434985	acetylated_beyond_accessibility	0.12603521
chr17	59684972	6.1800165	5.1348057	1.0452108	acetylated_beyond_accessibility	0.4664836
chr12	22353784	4.553877	3.5072398	1.046637	acetylated_beyond_accessibility	0.7989483
chr18	30679790	6.184149	5.1369195	1.0472293	acetylated_beyond_accessibility	0.65658617
chr12	121738466	6.0935698	5.045456	1.0481138	acetylated_beyond_accessibility	0.6813154
chr18	2854293	6.4707994	5.422624	1.0481753	acetylated_beyond_accessibility	0.891212
chr12	92379285	5.9939613	4.9454722	1.0484891	acetylated_beyond_accessibility	0.58107185
chr17	44246108	6.133398	5.0845313	1.0488667	acetylated_beyond_accessibility	0.5649891
chr7	117014374	6.1136823	5.0636177	1.0500646	acetylated_beyond_accessibility	0.71884394
chr6	30717610	6.1944056	5.144074	1.0503316	acetylated_beyond_accessibility	0.34239292
chr12	123719615	6.4800444	5.427844	1.0522003	acetylated_beyond_accessibility	0.3391533
chr6	26297204	6.489205	5.4366126	1.0525923	acetylated_beyond_accessibility	0.4173212
chr8	128428292	6.6133842	5.5594473	1.053937	acetylated_beyond_accessibility	0.39888716
chr22	21015024	6.364751	5.310521	1.0542297	acetylated_beyond_accessibility	0.39590788
chr17	78082648	5.587249	4.532802	1.0544467	acetylated_beyond_accessibility	0.0650754
chr6	137905086	6.3561077	5.301566	1.0545416	acetylated_beyond_accessibility	0.46054792
chr7	32506434	6.1862087	5.13128	1.0549288	acetylated_beyond_accessibility	0.18711853
chr8	101048897	6.2595816	5.204508	1.0550737	acetylated_beyond_accessibility	0.33436108
chr7	108586200	5.918894	4.8637934	1.0551004	acetylated_beyond_accessibility	0.18228579
chr7	99665525	6.558198	5.5019255	1.0562725	acetylated_beyond_accessibility	0.305768
chr20	30669592	3.912023	2.8557265	1.0562966	acetylated_beyond_accessibility	-0.38332653
chr22	39801361	5.2311087	4.1746535	1.0564551	acetylated_beyond_accessibility	0.55219555
chr10	98461151	6.4264884	5.369095	1.0573936	acetylated_beyond_accessibility	0.33753014
chr6	15018596	5.9738097	4.9160867	1.057723	acetylated_beyond_accessibility	0.43899775
chr18	57141825	6.152733	5.0945444	1.0581884	acetylated_beyond_accessibility	0.33477592
chr20	745889	4.0430512	2.9840744	1.0589769	acetylated_beyond_accessibility	-0.49388838
chr7	106979295	6.244167	5.1850834	1.0590835	acetylated_beyond_accessibility	0.69559526
chr18	9422155	5.6664267	4.6043506	1.0620761	acetylated_beyond_accessibility	0.43649626
chr22	41846122	6.274762	5.212451	1.0623112	acetylated_beyond_accessibility	0.384861
chr12	71753100	6.0776424	5.0143642	1.0632782	acetylated_beyond_accessibility	0.5931735
chr17	31227158	4.0775375	3.013342	1.0641956	acetylated_beyond_accessibility	0.1257658
chr7	107010408	6.499787	5.435546	1.0642409	acetylated_beyond_accessibility	0.51293564
chr7	116465953	6.0450053	4.9807343	1.064271	acetylated_beyond_accessibility	0.59426737
chr10	60313242	6.3117347	5.2470303	1.0647044	acetylated_beyond_accessibility	0.075232506
chr21	44582178	4.804021	3.7390943	1.0649266	acetylated_beyond_accessibility	0.21174955
chr20	50292721	6.5539336	5.4889154	1.0650182	acetylated_beyond_accessibility	-0.31225872
chr17	49832949	5.880533	4.8148494	1.0656838	acetylated_beyond_accessibility	0.30952168
chr6	13913177	6.2576675	5.1912074	1.0664601	acetylated_beyond_accessibility	0.7692809
chr6	31834941	6.265301	5.1984572	1.066844	acetylated_beyond_accessibility	0.49118757
chr6	36889213	6.3099184	5.2425957	1.0673227	acetylated_beyond_accessibility	0.17498827
chr6	6968848	6.265301	5.1967487	1.0685525	acetylated_beyond_accessibility	0.1694417
chr6	135110354	6.09131	5.022472	1.0688381	acetylated_beyond_accessibility	0.16008186
chr6	135325816	6.4150968	5.3460293	1.0690675	acetylated_beyond_accessibility	0.097670555
chr7	142809201	5.924256	4.8550863	1.0691695	acetylated_beyond_accessibility	0.06876612
chr18	2894808	6.1984787	5.1292696	1.0692091	acetylated_beyond_accessibility	-0.08003044
chr22	29197293	5.8289456	4.7595243	1.0694213	acetylated_beyond_accessibility	-0.086483
chr6	135192016	6.196444	5.1270094	1.0694346	acetylated_beyond_accessibility	0.5693331
chr6	13355628	6.056784	4.9870105	1.0697737	acetylated_beyond_accessibility	0.21731997
chr20	49790499	6.4707994	5.400956	1.0698433	acetylated_beyond_accessibility	0.2861457
chr10	102989363	6.376727	5.3065443	1.0701828	acetylated_beyond_accessibility	0.21277428
chr17	75784910	6.2245584	5.153921	1.0706372	acetylated_beyond_accessibility	0.2858901
chr7	12715800	6.391917	5.320957	1.07096	acetylated_beyond_accessibility	0.39119864
chr6	43627418	6.4504704	5.379345	1.0711255	acetylated_beyond_accessibility	0.32386017
chr6	147166511	6.336826	5.2650404	1.0717854	acetylated_beyond_accessibility	1.1278567
chr8	59604696	4.912655	3.840761	1.0718939	acetylated_beyond_accessibility	0.35012746
chr7	12723141	6.455199	5.382284	1.0729146	acetylated_beyond_accessibility	0.2620082
chr6	149119413	6.234411	5.160537	1.073874	acetylated_beyond_accessibility	0.37976885
chr17	32897620	6.393591	5.3192716	1.0743194	acetylated_beyond_accessibility	0.2558403
chr10	71266514	6.4361506	5.361555	1.0745955	acetylated_beyond_accessibility	0.69383335
chr8	23527914	6.5132303	5.438452	1.0747786	acetylated_beyond_accessibility	0.3136506
chr10	31278774	5.68358	4.607128	1.0764518	acetylated_beyond_accessibility	1.090539
chr6	13360838	5.934894	4.8581333	1.0767608	acetylated_beyond_accessibility	0.16137648
chr10	95720953	4.6728287	3.59599	1.0768387	acetylated_beyond_accessibility	0.0948205
chr20	50482744	6.3189683	5.2418375	1.0771308	acetylated_beyond_accessibility	0.36222887
chr7	117792486	6.49224	5.414526	1.077714	acetylated_beyond_accessibility	0.020165443
chr6	146914779	6.5496507	5.47193	1.0777206	acetylated_beyond_accessibility	0.45840263
