chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual	sequence_residual
chr10	15325611	10.177895	8.096542	2.0813522	acetylated_beyond_accessibility	0.56954575	1.503375
chr18	8141321	9.550093	7.4680595	2.0820332	acetylated_beyond_accessibility	0.8732605	0.64078426
chr10	73262314	9.1298895	7.046957	2.0829325	acetylated_beyond_accessibility	1.0028915	0.28757143
chr17	7838439	10.993311	8.91028	2.0830307	acetylated_beyond_accessibility	0.7339392	-0.6801281
chr8	105975772	10.154946	8.070938	2.0840082	acetylated_beyond_accessibility	0.98671436	-0.28143883
chr8	23253010	9.4453335	7.360013	2.0853205	acetylated_beyond_accessibility	0.6999407	0.6011672
chr18	1050499	10.739566	8.654151	2.085415	acetylated_beyond_accessibility	1.5987349	-0.47475815
chr7	73750130	9.548596	7.4626765	2.0859199	acetylated_beyond_accessibility	0.36816502	1.0450492
chr6	90222847	8.971194	6.8850994	2.0860949	acetylated_beyond_accessibility	0.8758936	3.5078707
chr12	16608214	6.6214056	4.532235	2.0891705	acetylated_beyond_accessibility	0.9052038	3.8080454
chr10	73930868	11.236223	9.146838	2.089385	acetylated_beyond_accessibility	0.57249546	-0.7266245
chr8	36784323	6.6214056	4.5311446	2.090261	acetylated_beyond_accessibility	0.90543365	3.9510655
chr6	68025985	10.651478	8.560875	2.0906029	acetylated_beyond_accessibility	0.58799934	0.6354284
chr21	29656911	12.172356	10.081547	2.0908089	acetylated_beyond_accessibility	0.6639528	-1.2851992
chr22	26479577	11.282681	9.191719	2.0909624	acetylated_beyond_accessibility	0.6736603	-0.5867672
chr12	50809313	9.120962	7.0293374	2.0916247	acetylated_beyond_accessibility	0.06310892	0.7105198
chr17	47288697	11.954375	9.8623705	2.0920048	acetylated_beyond_accessibility	1.6909523	-0.106879234
chr8	53768394	9.14024	7.047788	2.0924516	acetylated_beyond_accessibility	1.9937139	1.4469695
chr17	62178791	9.615472	7.5209184	2.0945535	acetylated_beyond_accessibility	0.14024258	1.0715632
chr20	4074489	10.771386	8.676303	2.0950832	acetylated_beyond_accessibility	0.8042202	-0.6251068
chr12	118319834	8.9668665	6.8712187	2.0956478	acetylated_beyond_accessibility	0.9254875	1.0773859
chr10	34758716	9.621589	7.525508	2.0960808	acetylated_beyond_accessibility	1.1727962	1.2246847
chr17	69070950	8.982812	6.8863254	2.0964866	acetylated_beyond_accessibility	1.6510081	0.87405825
chr22	39920966	10.182331	8.0856085	2.0967226	acetylated_beyond_accessibility	-0.06165886	0.6021919
chr17	1723228	9.018089	6.9213552	2.096734	acetylated_beyond_accessibility	0.057379246	0.6851702
chr8	74866610	8.866017	6.76884	2.0971775	acetylated_beyond_accessibility	1.1126204	1.1872993
chr18	22468039	10.638808	8.541106	2.097702	acetylated_beyond_accessibility	0.44955063	-0.15692806
chr6	3912122	9.7283	7.6295567	2.0987434	acetylated_beyond_accessibility	0.23752975	0.8977814
chr12	110079928	11.197598	9.09763	2.099969	acetylated_beyond_accessibility	1.1089172	-0.77715015
chr6	160820889	6.84588	4.7459097	2.0999703	acetylated_beyond_accessibility	0.20482016	2.982131
chr8	37849920	11.843968	9.743873	2.1000957	acetylated_beyond_accessibility	0.46174717	-0.42995358
chr18	56137536	6.5998707	4.4994254	2.1004453	acetylated_beyond_accessibility	0.29815483	2.2657666
chr6	30822127	9.81411	7.712719	2.1013908	acetylated_beyond_accessibility	0.500329	0.9366846
chr7	150321067	11.226522	9.125084	2.1014385	acetylated_beyond_accessibility	0.8548212	-0.78324795
chr7	157264187	8.126223	6.0246468	2.1015759	acetylated_beyond_accessibility	0.4742689	2.604123
chr10	5472485	10.6519985	8.549971	2.102028	acetylated_beyond_accessibility	0.9046631	0.3514433
chr6	37183415	12.303975	10.200204	2.1037712	acetylated_beyond_accessibility	0.42240238	-2.1938086
chr6	137163171	10.165275	8.061031	2.1042433	acetylated_beyond_accessibility	0.33999825	1.7098618
chr17	38470132	7.63868	5.534281	2.1043992	acetylated_beyond_accessibility	1.0270748	2.3156796
chr8	38347568	10.089095	7.9845867	2.1045084	acetylated_beyond_accessibility	1.5269461	0.1153326
chr10	133305869	11.723365	9.61828	2.1050844	acetylated_beyond_accessibility	0.84468746	-0.14547348
chr17	28778759	9.382527	7.277219	2.1053085	acetylated_beyond_accessibility	0.49130106	0.4852333
chr22	39818261	10.027739	7.922192	2.1055465	acetylated_beyond_accessibility	0.45721865	0.344419
chr17	69066728	8.854523	6.748964	2.1055589	acetylated_beyond_accessibility	0.32495928	1.2155776
chr12	123743174	9.255027	7.149224	2.105803	acetylated_beyond_accessibility	-0.39263964	1.402947
chr18	48693934	10.0830555	7.976635	2.1064205	acetylated_beyond_accessibility	0.1376009	0.34932327
chr12	7958813	10.236059	8.129071	2.106988	acetylated_beyond_accessibility	1.1091022	0.45509624
chr20	51339965	10.427002	8.3196535	2.1073484	acetylated_beyond_accessibility	0.44683743	-0.17684078
chr6	37112181	10.635086	8.527683	2.1074028	acetylated_beyond_accessibility	0.7409668	0.18905258
chr12	112006051	10.898589	8.790503	2.1080866	acetylated_beyond_accessibility	1.1531248	-0.41379452
chr17	1323513	9.645753	7.5370655	2.1086874	acetylated_beyond_accessibility	-0.44671583	1.021965
chr17	37273523	8.462737	6.35317	2.1095672	acetylated_beyond_accessibility	0.46671343	1.3842645
chr10	118495778	10.271078	8.161321	2.1097574	acetylated_beyond_accessibility	0.17602158	0.28023434
chr18	22668163	11.484465	9.373593	2.1108713	acetylated_beyond_accessibility	0.9091377	-0.23703766
chr17	5413919	9.264734	7.1535196	2.1112146	acetylated_beyond_accessibility	0.25803614	2.3282633
chr12	116492932	10.713284	8.601854	2.1114292	acetylated_beyond_accessibility	1.7489843	1.6730556
chr6	147195095	10.333873	8.2213545	2.1125183	acetylated_beyond_accessibility	1.1588278	0.3960514
chr17	18025776	9.106201	6.993403	2.1127982	acetylated_beyond_accessibility	1.0380197	2.27671
chr6	40139656	10.019269	7.905303	2.113966	acetylated_beyond_accessibility	0.6277237	1.1807795
chr6	4688444	11.092885	8.978827	2.1140575	acetylated_beyond_accessibility	1.1629429	0.6844139
chr18	8142319	9.307558	7.193445	2.1141129	acetylated_beyond_accessibility	0.31037664	0.5046625
chr12	56931788	11.000632	8.88614	2.1144924	acetylated_beyond_accessibility	-0.12028122	-0.62001324
chr10	118483040	11.3807535	9.26535	2.1154032	acetylated_beyond_accessibility	0.48056507	-1.2725368
chr17	66468726	11.118177	9.001815	2.1163626	acetylated_beyond_accessibility	0.62003803	-0.9190903
chr17	60187483	8.434029	6.316499	2.1175294	acetylated_beyond_accessibility	0.012360096	1.2929988
chr17	4796129	10.5814705	8.463937	2.1175337	acetylated_beyond_accessibility	0.3994484	0.8038759
chr17	38825248	12.132227	10.013947	2.1182804	acetylated_beyond_accessibility	0.8189297	0.84820557
chr22	38180271	12.05221	9.933799	2.118411	acetylated_beyond_accessibility	0.41592216	-1.1917181
chr10	125868551	8.302514	6.1838846	2.1186295	acetylated_beyond_accessibility	0.5464735	1.0125761
chr10	106942442	10.618763	8.499772	2.118991	acetylated_beyond_accessibility	1.242547	-0.48755074
chr17	42820139	8.871365	6.752369	2.1189957	acetylated_beyond_accessibility	0.08057356	0.27520847
chr17	53748872	10.512519	8.393515	2.1190042	acetylated_beyond_accessibility	0.4376669	0.89703655
chr8	129581731	11.841078	9.720996	2.120082	acetylated_beyond_accessibility	0.6948528	-3.0577626
chr21	13969269	8.333991	6.213814	2.1201773	acetylated_beyond_accessibility	0.5752673	2.6738806
chr12	6644448	9.096164	6.9726505	2.1235132	acetylated_beyond_accessibility	0.64797163	1.1069927
chr12	8108994	8.2943	6.1705947	2.1237054	acetylated_beyond_accessibility	0.02717638	0.3407035
chr22	20085111	11.640104	9.515136	2.1249685	acetylated_beyond_accessibility	0.54176617	-1.7157288
chr8	101376229	10.433027	8.307897	2.1251307	acetylated_beyond_accessibility	1.5409832	0.88169384
chr12	88211132	7.1785455	5.0528708	2.1256747	acetylated_beyond_accessibility	1.5615449	2.8788276
chr6	118708244	10.61683	8.490794	2.1260357	acetylated_beyond_accessibility	0.83271885	-0.18217182
chr10	117409158	11.242206	9.115501	2.1267042	acetylated_beyond_accessibility	1.0997896	-1.1777763
chr8	101756455	7.3802557	5.252167	2.1280885	acetylated_beyond_accessibility	0.9872365	2.657154
chr10	95194199	7.4610653	5.3322296	2.1288357	acetylated_beyond_accessibility	-0.002155304	2.630093
chr22	28679691	8.61993	6.490832	2.1290984	acetylated_beyond_accessibility	-1.9506173	3.5313964
chr6	158853461	12.64077	10.5113735	2.1293964	acetylated_beyond_accessibility	1.1643038	-1.1061459
chr8	10805349	8.282989	6.153397	2.1295915	acetylated_beyond_accessibility	1.1759815	2.8364644
chr21	19999985	10.3215065	8.191508	2.1299982	acetylated_beyond_accessibility	-0.19289303	-0.066329
chr20	58550779	8.790726	6.6598034	2.1309223	acetylated_beyond_accessibility	0.37182093	1.6958675
chr21	33976347	11.703662	9.571046	2.132616	acetylated_beyond_accessibility	0.66004276	-0.29501057
chr22	30421803	11.419504	9.286487	2.1330175	acetylated_beyond_accessibility	0.069036484	-0.8778162
chr12	122592824	8.630165	6.4962955	2.1338696	acetylated_beyond_accessibility	0.6646342	1.3249016
chr12	65657055	9.365205	7.231103	2.1341019	acetylated_beyond_accessibility	0.45055294	0.35551977
chr20	30678395	7.702556	5.5682073	2.1343489	acetylated_beyond_accessibility	-1.1070275	1.3122406
chr10	88802729	6.6970344	4.5604973	2.136537	acetylated_beyond_accessibility	-0.051952362	2.6477127
chr20	35411895	11.491252	9.354412	2.1368399	acetylated_beyond_accessibility	2.0856123	0.18207073
chr12	89391295	10.013239	7.8757157	2.1375232	acetylated_beyond_accessibility	0.5302768	0.6906829
chr17	29783131	8.517593	6.379297	2.1382966	acetylated_beyond_accessibility	0.63627625	2.870317
chr7	100840723	9.916503	7.7773952	2.1391077	acetylated_beyond_accessibility	0.19153881	0.6592331
chr6	32970082	13.008922	10.866904	2.1420174	acetylated_beyond_accessibility	1.0510235	-1.0283384
chr12	129660989	10.1672735	8.0239105	2.143363	acetylated_beyond_accessibility	0.58717823	0.8754225
chr10	119232618	7.9476786	5.8039036	2.143775	acetylated_beyond_accessibility	0.055532455	1.4502654
chr12	93090177	10.029724	7.8842163	2.1455078	acetylated_beyond_accessibility	1.172759	0.69366074
chr6	44059548	11.9976635	9.851249	2.1464148	acetylated_beyond_accessibility	0.25822258	-0.44456387
chr17	33889244	10.702075	8.555174	2.1469011	acetylated_beyond_accessibility	0.21597958	-0.5790844
chr6	15087145	11.959207	9.811689	2.1475172	acetylated_beyond_accessibility	0.7485981	-0.81237125
chr12	8887051	11.037708	8.889831	2.1478777	acetylated_beyond_accessibility	0.0076293945	-0.14621639
chr8	30743512	12.053877	9.905477	2.1484003	acetylated_beyond_accessibility	1.2330303	0.38278294
chr22	26618109	10.720798	8.572103	2.148695	acetylated_beyond_accessibility	0.017072678	0.25812244
chr10	17244959	9.087833	6.9381056	2.1497278	acetylated_beyond_accessibility	0.38850546	1.2449474
chr7	139916289	12.60555	10.455301	2.1502485	acetylated_beyond_accessibility	1.1755953	-1.0534039
chr20	30289950	10.574364	8.424083	2.150281	acetylated_beyond_accessibility	-0.31183624	0.24025631
chr8	39038314	9.833548	7.683049	2.1504984	acetylated_beyond_accessibility	1.5836353	0.28842974
chr17	6599571	9.063348	6.9123793	2.1509686	acetylated_beyond_accessibility	0.15889215	0.088661194
chr6	138218490	7.3920317	5.2410326	2.150999	acetylated_beyond_accessibility	0.3370328	2.9926815
chr20	30672898	7.8458076	5.693057	2.1527505	acetylated_beyond_accessibility	0.14447641	-1.296979
chr22	39961427	11.455254	9.302374	2.1528797	acetylated_beyond_accessibility	0.33859158	-0.11722374
chr8	61876948	9.268703	7.115648	2.1530557	acetylated_beyond_accessibility	0.7069936	0.42068672
chr17	44708606	11.54394	9.389938	2.1540012	acetylated_beyond_accessibility	0.86118317	1.3833008
chr6	13815398	10.496952	8.341116	2.155836	acetylated_beyond_accessibility	0.74655724	-0.2367363
chr6	155738931	9.682903	7.526674	2.1562295	acetylated_beyond_accessibility	0.38194036	-0.048476696
chr17	4839616	10.891838	8.732731	2.1591072	acetylated_beyond_accessibility	0.18143845	0.19073582
chr22	49808257	11.504066	9.344957	2.159109	acetylated_beyond_accessibility	0.026155472	-0.73265934
chr12	47236534	8.8450575	6.6857505	2.159307	acetylated_beyond_accessibility	0.26743507	2.1814542
chr6	44041733	11.730477	9.570953	2.159524	acetylated_beyond_accessibility	0.96431255	-0.57306194
chr17	77234082	10.630481	8.470594	2.1598864	acetylated_beyond_accessibility	0.272439	0.20633602
chr8	100969335	8.091015	5.93036	2.160655	acetylated_beyond_accessibility	1.0989566	3.521596
chr7	26850510	9.393245	7.2324114	2.1608334	acetylated_beyond_accessibility	0.5609741	1.1587372
chr10	73930226	11.337953	9.17557	2.162383	acetylated_beyond_accessibility	0.51113605	-1.4033656
chr17	6575597	10.453861	8.290976	2.1628857	acetylated_beyond_accessibility	-0.21605968	0.40119362
chr10	116590958	7.338888	5.175827	2.1630611	acetylated_beyond_accessibility	-0.09917736	2.3631
chr7	106774886	12.356017	10.190977	2.16504	acetylated_beyond_accessibility	1.0957308	-0.8454828
chr7	100844965	9.119868	6.95285	2.1670184	acetylated_beyond_accessibility	-0.60704327	0.9298086
chr8	124197095	10.811302	8.643738	2.1675644	acetylated_beyond_accessibility	0.59597206	0.053427696
chr17	30433706	9.183996	7.016297	2.1676993	acetylated_beyond_accessibility	0.35286665	0.5930171
chr17	12090270	9.315511	7.147128	2.1683826	acetylated_beyond_accessibility	1.0748854	1.5013676
chr17	17822392	10.657142	8.487001	2.1701403	acetylated_beyond_accessibility	-0.4964285	-0.69141865
chr12	8612867	7.126087	4.955551	2.170536	acetylated_beyond_accessibility	0.56383276	2.6659055
chr18	9073795	9.812523	7.6418715	2.1706514	acetylated_beyond_accessibility	0.84158707	0.7443943
chr10	46198872	8.412055	6.2403555	2.1716995	acetylated_beyond_accessibility	-0.2465949	1.4149976
chr20	2664235	11.12788	8.955752	2.1721277	acetylated_beyond_accessibility	1.1442652	1.5860767
chr21	27722378	8.08302	5.9098887	2.1731315	acetylated_beyond_accessibility	1.1529679	2.0113606
chr10	23512752	10.084517	7.911007	2.1735096	acetylated_beyond_accessibility	0.6632986	0.33158016
chr17	3197516	6.216606	4.041736	2.17487	acetylated_beyond_accessibility	1.2994637	3.3173838
chr12	51884793	10.567746	8.392728	2.1750183	acetylated_beyond_accessibility	0.43877888	1.0233736
chr12	131243098	10.12511	7.9484525	2.1766572	acetylated_beyond_accessibility	0.2760129	0.44854498
chr10	72321495	12.949706	10.772943	2.1767635	acetylated_beyond_accessibility	0.61532307	-2.7429228
chr6	14709220	10.310219	8.129487	2.1807318	acetylated_beyond_accessibility	0.3765726	0.3739462
chr10	97414122	10.365617	8.183095	2.1825218	acetylated_beyond_accessibility	0.65444946	-0.050414085
chr7	142809201	10.494159	8.311389	2.1827698	acetylated_beyond_accessibility	0.27640915	0.38498306
chr18	9009227	12.221316	10.037678	2.1836386	acetylated_beyond_accessibility	1.2617941	-1.5387535
chr22	50118821	11.541328	9.35538	2.1859484	acetylated_beyond_accessibility	0.24511719	-0.84996414
chr17	10373005	7.6014023	5.4149776	2.1864247	acetylated_beyond_accessibility	0.506238	2.754499
chr6	37059453	11.675478	9.488572	2.1869059	acetylated_beyond_accessibility	1.3649616	-0.25923347
chr7	86933447	10.152143	7.9643226	2.18782	acetylated_beyond_accessibility	1.011169	-0.82138157
chr17	42929358	11.673445	9.485051	2.1883936	acetylated_beyond_accessibility	1.6340876	0.08569622
chr20	23334303	8.273592	6.0851903	2.1884017	acetylated_beyond_accessibility	0.65858173	2.105022
chr7	7042687	9.652202	7.46379	2.1884117	acetylated_beyond_accessibility	0.41151524	0.76888084
chr20	34526064	9.681281	7.4927144	2.1885667	acetylated_beyond_accessibility	0.46553278	1.4954896
chr17	75262414	11.47763	9.28891	2.1887197	acetylated_beyond_accessibility	0.65078545	0.32301426
chr17	4841063	9.462343	7.2729874	2.1893559	acetylated_beyond_accessibility	0.35559654	1.5982914
chr12	85874294	7.52564	5.3359985	2.1896415	acetylated_beyond_accessibility	1.063086	2.558446
chr6	28922462	12.25885	10.068966	2.1898842	acetylated_beyond_accessibility	1.4934092	0.60699844
chr10	118482065	10.078617	7.8847017	2.1939154	acetylated_beyond_accessibility	0.64306545	-0.81757116
chr17	64025926	10.460128	8.265415	2.1947126	acetylated_beyond_accessibility	-0.11312771	-0.021288872
chr10	70649735	9.909768	7.7149057	2.1948624	acetylated_beyond_accessibility	0.66564274	-0.44425774
chr17	42928830	11.929403	9.732368	2.1970348	acetylated_beyond_accessibility	1.7120934	-0.69011784
chr12	54383333	9.830755	7.6329055	2.1978498	acetylated_beyond_accessibility	0.3983178	0.06999254
chr20	17563122	10.333059	8.134974	2.1980858	acetylated_beyond_accessibility	0.672492	1.3557186
chr17	64572941	11.192031	8.993299	2.1987324	acetylated_beyond_accessibility	0.6465492	-1.1364603
chr10	3829553	10.495819	8.292606	2.2032127	acetylated_beyond_accessibility	0.44580746	-0.28979588
chr10	7028244	12.116968	9.911898	2.2050705	acetylated_beyond_accessibility	1.0431376	-1.5738373
chr6	42028484	13.11848	10.913383	2.2050972	acetylated_beyond_accessibility	0.4845791	-1.2403517
chr8	12661240	6.340359	4.1348414	2.2055178	acetylated_beyond_accessibility	0.9174185	3.8628683
chr20	50130171	9.612332	7.403352	2.2089806	acetylated_beyond_accessibility	0.7486048	1.4606857
chr6	36025720	10.156578	7.944598	2.2119799	acetylated_beyond_accessibility	0.8336983	1.1149616
chr7	113743183	9.399058	7.1847386	2.2143197	acetylated_beyond_accessibility	1.4040599	1.0991359
chr20	23143283	10.496068	8.280583	2.2154846	acetylated_beyond_accessibility	1.0203867	-0.16014862
chr6	34664563	12.210034	9.994427	2.2156076	acetylated_beyond_accessibility	0.94336796	-0.2428608
chr22	29109848	10.282061	8.063451	2.2186098	acetylated_beyond_accessibility	0.52865696	0.5476904
chr17	41140487	6.7464123	4.5270658	2.2193465	acetylated_beyond_accessibility	0.3091488	2.3260207
chr10	119884442	8.775858	6.5561895	2.2196684	acetylated_beyond_accessibility	0.40826607	1.6515007
chr17	34183632	6.4150968	4.1951065	2.2199903	acetylated_beyond_accessibility	1.6256785	4.1780767
chr17	78049738	9.744374	7.5234895	2.2208848	acetylated_beyond_accessibility	0.2339263	1.0315013
chr10	132005246	9.4358015	7.21424	2.2215614	acetylated_beyond_accessibility	1.2443695	2.2602282
chr7	102122350	9.992963	7.7713118	2.221651	acetylated_beyond_accessibility	0.84373	0.78611374
chr10	75110358	11.780423	9.5586605	2.2217627	acetylated_beyond_accessibility	0.6770363	-1.6018081
chr12	14970690	8.858653	6.6363845	2.2222686	acetylated_beyond_accessibility	1.039741	1.1912303
chr22	37561899	11.559704	9.337372	2.222332	acetylated_beyond_accessibility	-0.117248535	-1.261488
chr10	13415083	10.507148	8.28187	2.225278	acetylated_beyond_accessibility	-0.26075363	-0.33442402
chr17	1658314	8.688622	6.4632792	2.2253432	acetylated_beyond_accessibility	0.80113506	2.4298205
chr12	46549806	11.555593	9.329254	2.2263384	acetylated_beyond_accessibility	1.093153	-0.9986782
chr6	15066839	11.351395	9.124802	2.226593	acetylated_beyond_accessibility	1.4592505	0.6532421
chr10	131916457	11.54264	9.31413	2.22851	acetylated_beyond_accessibility	0.0826149	0.51016426
chr6	4637948	9.760541	7.531622	2.228919	acetylated_beyond_accessibility	0.1752305	1.8624935
chr22	38057254	10.495681	8.265392	2.2302885	acetylated_beyond_accessibility	-0.17285824	2.0457382
chr17	34387198	9.593492	7.3623652	2.2311263	acetylated_beyond_accessibility	0.6145444	1.5472646
chr7	27000699	6.4876842	4.2555823	2.232102	acetylated_beyond_accessibility	1.5686736	4.196405
chr12	65667635	9.953658	7.721401	2.232257	acetylated_beyond_accessibility	0.67383194	0.7657299
chr17	80544819	11.393185	9.16009	2.2330942	acetylated_beyond_accessibility	0.7704954	-0.34943676
chr6	39999259	11.041192	8.802869	2.2383232	acetylated_beyond_accessibility	0.11061382	-0.39902306
chr17	32929424	10.269276	8.0307455	2.2385302	acetylated_beyond_accessibility	1.3122549	0.83863544
chr10	5292034	10.783716	8.544014	2.2397022	acetylated_beyond_accessibility	0.79927444	-0.013376236
chr17	82345534	11.966272	9.726413	2.2398596	acetylated_beyond_accessibility	1.5106258	0.7092066
chr10	71382993	9.549096	7.3086004	2.2404957	acetylated_beyond_accessibility	0.8178654	1.1429548
chr12	124867346	11.378559	9.137433	2.241126	acetylated_beyond_accessibility	1.3588133	0.6178713
chr7	14841450	7.0361485	4.7941136	2.242035	acetylated_beyond_accessibility	-0.10472059	1.6440725
chr20	7347432	6.349139	4.1032896	2.2458496	acetylated_beyond_accessibility	0.14446306	2.6430974
chr17	4101261	11.058717	8.809118	2.2495985	acetylated_beyond_accessibility	0.75046825	0.11016464
chr20	51434939	9.984883	7.735167	2.2497163	acetylated_beyond_accessibility	0.052498817	0.37553167
chr17	22090596	10.714462	8.46471	2.249752	acetylated_beyond_accessibility	1.0638485	0.30254555
chr10	70656680	9.401787	7.1516666	2.2501202	acetylated_beyond_accessibility	0.7315483	0.95961857
chr6	28979796	11.814858	9.564038	2.2508202	acetylated_beyond_accessibility	0.21907806	-1.5452499
chr21	29648833	12.187287	9.935797	2.2514906	acetylated_beyond_accessibility	-0.0119457245	-1.8401127
chr10	42864767	6.809039	4.557498	2.2515411	acetylated_beyond_accessibility	0.5079751	3.1175494
chr17	45254082	10.3264	8.074306	2.2520943	acetylated_beyond_accessibility	0.11753082	-0.8785496
chr10	97653531	10.5532055	8.300958	2.2522478	acetylated_beyond_accessibility	0.32488918	-0.5807071
chr12	47776851	11.658868	9.405082	2.253786	acetylated_beyond_accessibility	1.2427168	0.27368546
chr17	33914336	9.301186	7.047163	2.2540226	acetylated_beyond_accessibility	0.5567856	1.2111454
chr12	667200	10.831331	8.575899	2.2554321	acetylated_beyond_accessibility	0.51799774	1.0732737
chr21	34983120	9.81411	7.558587	2.2555227	acetylated_beyond_accessibility	0.40514898	0.8572378
chr6	2859117	11.912379	9.655682	2.2566977	acetylated_beyond_accessibility	0.12407684	-1.5498962
chr6	37109964	11.532797	9.274505	2.2582922	acetylated_beyond_accessibility	0.82865524	-0.06379318
chr12	6143045	8.043343	5.7848277	2.258515	acetylated_beyond_accessibility	1.1465902	1.8758826
chr8	129726628	9.84108	7.5824785	2.2586012	acetylated_beyond_accessibility	0.63443947	0.33221722
chr17	82886226	12.13463	9.875441	2.2591896	acetylated_beyond_accessibility	0.3060732	-1.7710295
chr17	48244423	11.080788	8.820366	2.2604218	acetylated_beyond_accessibility	0.5603752	-0.17268562
chr21	41844962	9.695109	7.4342294	2.26088	acetylated_beyond_accessibility	-0.15946436	1.7787232
chr6	158300732	7.4048877	5.142443	2.2624445	acetylated_beyond_accessibility	0.66380215	3.2541757
chr6	106889892	9.96979	7.7064824	2.263308	acetylated_beyond_accessibility	0.41671324	1.1132932
chr22	24259666	7.0003343	4.7366033	2.263731	acetylated_beyond_accessibility	2.4824486	3.6871648
chr17	3420567	6.6214056	4.355822	2.2655835	acetylated_beyond_accessibility	1.4976888	2.8628163
chr12	42098214	9.592401	7.326793	2.2656074	acetylated_beyond_accessibility	0.88256216	0.38486338
chr7	159005927	10.021759	7.756043	2.265716	acetylated_beyond_accessibility	1.4129882	3.5229735
chr21	32300454	8.863757	6.5976195	2.2661376	acetylated_beyond_accessibility	1.9847102	4.962521
chr21	46500438	10.819919	8.551849	2.2680693	acetylated_beyond_accessibility	0.9245224	1.379632
chr7	130025989	11.491171	9.220647	2.270524	acetylated_beyond_accessibility	2.3648968	0.34744167
chr12	108119426	11.831605	9.560561	2.2710438	acetylated_beyond_accessibility	0.54349613	-1.837637
chr6	45049388	9.216024	6.9431868	2.2728376	acetylated_beyond_accessibility	0.9572482	1.8352757
chr7	56373548	6.809039	4.5357084	2.2733307	acetylated_beyond_accessibility	0.45950937	3.8826609
chr7	102973317	12.095443	9.820276	2.2751665	acetylated_beyond_accessibility	1.8762159	-0.49530125
chr8	144768633	9.292012	7.0165567	2.2754555	acetylated_beyond_accessibility	1.3392076	1.6124239
chr18	68798079	6.7117405	4.4353256	2.2764149	acetylated_beyond_accessibility	-0.25890684	3.2560716
chr18	54806248	8.910046	6.632489	2.2775564	acetylated_beyond_accessibility	0.9555464	0.7966075
chr17	69970049	9.353228	7.0748105	2.278417	acetylated_beyond_accessibility	0.50742865	1.1461902
chr20	1255840	9.78369	7.5051003	2.2785902	acetylated_beyond_accessibility	1.0650291	0.29197836
chr20	62776949	11.519722	9.240977	2.2787447	acetylated_beyond_accessibility	-0.045648575	-0.48432732
chr22	46180558	9.16931	6.889868	2.2794418	acetylated_beyond_accessibility	0.24516535	2.6817474
chr17	43351010	9.22926	6.9470034	2.282257	acetylated_beyond_accessibility	1.5366592	1.7244864
chr22	19947716	12.237707	9.9539585	2.2837486	acetylated_beyond_accessibility	1.3057337	-1.4409752
chr17	27091049	10.729175	8.44286	2.286315	acetylated_beyond_accessibility	-0.3578863	-0.01835537
chr21	33761872	9.752955	7.4646525	2.288303	acetylated_beyond_accessibility	2.0894923	2.212542
chr22	31891762	11.0517	8.762456	2.2892437	acetylated_beyond_accessibility	0.39758968	0.33899307
chr18	9879075	11.019514	8.726428	2.293086	acetylated_beyond_accessibility	0.57084084	-1.3103843
chr12	110403893	12.430995	10.137803	2.293192	acetylated_beyond_accessibility	0.6593237	-0.59163666
chr12	80088040	9.617337	7.323122	2.2942152	acetylated_beyond_accessibility	1.5132008	2.6903954
chr17	21612924	10.84751	8.553276	2.2942343	acetylated_beyond_accessibility	-0.7401533	0.25655746
chr20	31674192	11.532552	9.23471	2.297842	acetylated_beyond_accessibility	0.40038872	-1.5379295
chr21	43369308	8.388678	6.090719	2.2979584	acetylated_beyond_accessibility	1.2704778	2.4278173
chr10	3094963	11.796607	9.495724	2.3008833	acetylated_beyond_accessibility	0.8993788	-0.8269949
chr12	643880	11.271313	8.969379	2.3019333	acetylated_beyond_accessibility	0.084757805	1.1938639
chr10	119120774	9.627207	7.319338	2.307869	acetylated_beyond_accessibility	0.65303564	1.4785213
chr8	129691145	11.962567	9.651982	2.310585	acetylated_beyond_accessibility	0.57435226	-0.53582096
chr10	73110418	11.508586	9.19751	2.3110762	acetylated_beyond_accessibility	0.7186785	-1.3602581
chr18	22452184	10.740952	8.429605	2.311347	acetylated_beyond_accessibility	0.46858692	-0.0064058304
chr20	2985566	8.475954	6.158752	2.317202	acetylated_beyond_accessibility	0.7384858	2.034247
chr12	127083375	10.72582	8.408355	2.3174648	acetylated_beyond_accessibility	1.0322695	-0.4737444
chr20	32539975	11.043962	8.72338	2.3205814	acetylated_beyond_accessibility	0.56287	-0.54208755
chr6	28944590	11.9396105	9.618575	2.3210354	acetylated_beyond_accessibility	0.81938744	0.066477776
chr8	117135097	7.1316986	4.8098993	2.3217993	acetylated_beyond_accessibility	0.34425402	2.312233
chr12	55295232	6.769642	4.446033	2.3236089	acetylated_beyond_accessibility	0.26831245	0.89276695
chr22	47107626	8.405368	6.081288	2.32408	acetylated_beyond_accessibility	0.37003183	2.0051112
chr20	29031750	9.547526	7.2207522	2.3267741	acetylated_beyond_accessibility	0.63632345	4.0830626
chr7	100843608	8.262559	5.9356914	2.3268676	acetylated_beyond_accessibility	1.1546764	2.9372373
chr7	142808019	9.751501	7.4238844	2.3276167	acetylated_beyond_accessibility	0.36475945	0.31283522
chr7	585568	10.923868	8.595464	2.3284044	acetylated_beyond_accessibility	-0.0525198	0.63751125
chr17	46923241	12.483359	10.154056	2.3293037	acetylated_beyond_accessibility	0.94040775	1.7222729
