chr	center	observed_log	atac_pred_log	true_residual	class	K562seq_to_GM_residual	K562mm_to_GM_residual	K562resSeq_to_GM_residual	K562resMM_to_GM_residual
chr10	121910868	4.1271343	2.1228678	2.0042665	acetylated_beyond_accessibility	1.1350684	2.0778725	0.74403596	0.9671309
chr12	27310139	5.0369525	3.0325835	2.004369	acetylated_beyond_accessibility	-0.9058988	0.7862952	0.022627115	0.28066015
chr7	24653827	4.0775375	2.073011	2.0045266	acetylated_beyond_accessibility	-0.12664628	0.9398389	0.07802868	0.19791365
chr12	32265226	4.26268	2.2575655	2.0051146	acetylated_beyond_accessibility	0.44323015	0.50009346	0.05402875	0.28272128
chr8	129547001	6.082219	4.0769987	2.0052204	acetylated_beyond_accessibility	-1.1287715	1.1187582	0.24349594	0.71675634
chr7	139829636	4.912655	2.9069839	2.005671	acetylated_beyond_accessibility	-0.16285682	1.2618093	0.25345707	0.65582633
chr10	102001637	5.5134287	3.5067823	2.0066464	acetylated_beyond_accessibility	-1.0794251	1.5071938	0.31321764	0.54221654
chr6	2222226	5.379897	3.371759	2.0081382	acetylated_beyond_accessibility	-0.2270999	0.31285977	0.11161375	0.84948015
chr6	137768434	5.5053315	3.4967985	2.008533	acetylated_beyond_accessibility	-0.70871973	1.0100632	0.2507689	0.45282125
chr7	129095394	4.762174	2.7533517	2.0088224	acetylated_beyond_accessibility	-0.0067887306	0.89010763	0.12693477	0.5815792
chr10	11263881	3.6888795	1.6797895	2.00909	acetylated_beyond_accessibility	1.3146966	0.69838285	0.028389215	0.21432579
chr18	63214221	4.4426513	2.4330478	2.0096035	acetylated_beyond_accessibility	0.43560028	0.76818633	0.20345187	0.1370697
chr10	5895961	4.8751974	2.8651514	2.010046	acetylated_beyond_accessibility	-0.16549873	0.85989976	0.0089643	0.013965607
chr18	2640688	5.241747	3.2309353	2.0108116	acetylated_beyond_accessibility	-0.731549	0.7923944	0.12628412	0.20459127
chr17	69607249	4.0253515	2.01453	2.0108216	acetylated_beyond_accessibility	0.010899544	0.89489675	0.11260486	0.37474036
chr22	30348927	4.9416423	2.9306426	2.0109997	acetylated_beyond_accessibility	-0.28788352	0.7990508	-0.17378712	0.5017035
chr17	31250472	4.744932	2.7336857	2.0112464	acetylated_beyond_accessibility	0.3898306	1.1556227	0.2817297	0.55658937
chr17	50708825	5.5683446	3.5568416	2.011503	acetylated_beyond_accessibility	-0.7961519	0.95573926	0.008185387	0.2447815
chr7	132871639	3.9702919	1.9582283	2.0120635	acetylated_beyond_accessibility	0.24237895	0.77429557	0.09210825	0.11505246
chr12	110403907	5.6970935	3.683126	2.0139675	acetylated_beyond_accessibility	1.015923	1.7974772	0.22179127	0.5012584
chr6	7171090	3.583519	1.5692246	2.0142944	acetylated_beyond_accessibility	0.969162	0.3949945	0.04141569	0.22000408
chr17	59166177	3.9702919	1.9550971	2.015195	acetylated_beyond_accessibility	0.23802435	1.110376	-0.066688776	0.24033105
chr20	37745996	3.0445225	1.0285723	2.0159502	acetylated_beyond_accessibility	2.2735791	0.7004299	0.34871674	0.41325974
chr22	24325254	2.9957323	0.97865605	2.0170763	acetylated_beyond_accessibility	1.4019277	0.90785956	-0.010078192	0.3026117
chr10	103911208	4.3438053	2.3262808	2.0175245	acetylated_beyond_accessibility	0.62785363	0.60047054	-0.2558875	-0.101353645
chr18	35688939	3.7612002	1.7434416	2.0177586	acetylated_beyond_accessibility	0.9533601	1.205646	0.36413717	0.5847256
chr12	103589761	3.6888795	1.6698779	2.0190015	acetylated_beyond_accessibility	0.69505394	0.625574	0.2650987	0.4179896
chr21	33301160	3.8066626	1.7869003	2.0197623	acetylated_beyond_accessibility	1.2326002	0.667748	0.31423593	0.28059936
chr17	44416832	4.189655	2.169019	2.0206358	acetylated_beyond_accessibility	0.43853307	0.5571711	0.098979	0.070086956
chr12	121632401	3.8286414	1.807832	2.0208094	acetylated_beyond_accessibility	1.3575037	0.61185336	0.15318704	0.22448754
chr10	49827456	4.0430512	2.021822	2.0212293	acetylated_beyond_accessibility	1.1745989	0.6192858	0.24129105	0.71458673
chr6	158009670	3.8066626	1.7846986	2.021964	acetylated_beyond_accessibility	0.899618	0.15317428	-0.11651647	-0.19480717
chr6	11198997	3.6635616	1.6415691	2.0219924	acetylated_beyond_accessibility	1.6901622	0.66971374	0.26607883	0.41281486
chr10	114499400	5.5947113	3.5720797	2.0226316	acetylated_beyond_accessibility	-0.1074965	1.0793009	0.36530685	0.4628334
chr22	26691003	3.2580965	1.2353067	2.0227897	acetylated_beyond_accessibility	1.6712096	0.62652194	0.26164484	0.3575766
chr6	32607714	5.556828	3.5336237	2.0232043	acetylated_beyond_accessibility	-1.4052546	0.6159854	-0.25652146	-0.20583749
chr10	21895992	4.0073333	1.9836338	2.0236995	acetylated_beyond_accessibility	0.052891016	0.53973365	-0.12333858	0.020861149
chr17	80780802	4.94876	2.9248803	2.0238798	acetylated_beyond_accessibility	0.8235979	1.2567556	-0.14352226	0.41766477
chr21	33296425	3.9318256	1.9071898	2.0246358	acetylated_beyond_accessibility	0.15458608	-0.068656206	-0.06782246	-0.21379745
chr8	63751585	3.6635616	1.6388178	2.0247438	acetylated_beyond_accessibility	0.35429704	0.9181869	0.042172074	0.16922283
chr6	36109312	3.713572	1.6887623	2.0248098	acetylated_beyond_accessibility	0.7418908	0.43842614	0.18072748	0.30602598
chr17	21062323	3.871201	1.8458986	2.0253024	acetylated_beyond_accessibility	0.088121295	0.54412603	-0.15011692	0.32284737
chr12	31562841	3.637586	1.6101846	2.0274014	acetylated_beyond_accessibility	1.338247	0.38978493	-0.27807617	0.044611692
chr10	13707512	5.8435445	3.815377	2.0281675	acetylated_beyond_accessibility	-0.329427	1.0022357	0.09333825	-0.04041052
chr12	11876758	3.713572	1.6846279	2.028944	acetylated_beyond_accessibility	0.70199144	0.5765754	0.111528635	0.32194912
chr8	53895831	4.7706847	2.7409143	2.0297704	acetylated_beyond_accessibility	-0.37973905	0.86761904	-0.18817306	-0.020225286
chr12	121391930	4.1271343	2.0973287	2.0298057	acetylated_beyond_accessibility	-0.1263498	1.2773757	0.1948185	0.5195823
chr18	26191529	4.6634393	2.6333976	2.0300417	acetylated_beyond_accessibility	-0.8360925	1.4268498	-0.1627016	-0.09233475
chr10	110075566	4.5325994	2.502273	2.0303264	acetylated_beyond_accessibility	-0.99284637	0.39659572	0.027572393	0.09516764
chr8	9138505	3.988984	1.9569504	2.0320337	acetylated_beyond_accessibility	1.4241073	0.30881023	0.0143351555	0.09676385
chr8	22540523	4.2195077	2.1869621	2.0325456	acetylated_beyond_accessibility	0.73580265	0.556664	0.23172784	0.28276443
chr18	74408098	3.4011974	1.3672205	2.033977	acetylated_beyond_accessibility	0.79843247	0.55791056	-0.10801375	-0.055756688
chr6	89364819	3.8918204	1.8576447	2.0341759	acetylated_beyond_accessibility	0.47132552	0.50905645	0.07052553	0.41438258
chr10	70653019	3.3322046	1.2978058	2.0343988	acetylated_beyond_accessibility	0.94102025	0.2928871	-0.2068224	-0.20009518
chr17	78474901	5.4553213	3.4206522	2.0346692	acetylated_beyond_accessibility	0.15395069	1.8219059	0.43062162	1.2733872
chr7	135575414	3.7376697	1.7024926	2.0351772	acetylated_beyond_accessibility	0.30892813	0.4076792	-0.103958845	0.03873229
chr20	4369794	3.713572	1.678333	2.035239	acetylated_beyond_accessibility	2.0444415	0.80319405	1.003344	0.52202153
chr12	102735383	4.4886365	2.4528975	2.035739	acetylated_beyond_accessibility	-0.22917843	2.273737	0.1452825	0.4962368
chr18	79624688	4.8598123	2.8238761	2.035936	acetylated_beyond_accessibility	-0.15239978	1.0077896	0.19048715	0.59180737
chr22	49944928	4.5108595	2.4748209	2.0360386	acetylated_beyond_accessibility	2.0812485	1.6159017	-0.59012413	0.13494873
chr17	57735643	3.988984	1.9526156	2.0363684	acetylated_beyond_accessibility	0.065220475	0.23335373	0.089371085	0.022375584
chr12	50006071	3.2580965	1.221683	2.0364134	acetylated_beyond_accessibility	1.1182966	0.65598595	0.3095516	0.43921804
chr8	6718333	4.304065	2.2676377	2.0364275	acetylated_beyond_accessibility	0.5592108	0.8549578	0.35763764	0.31881404
chr21	41926711	6.042633	4.006111	2.036522	acetylated_beyond_accessibility	-1.4992073	0.6051736	0.04894066	0.24748659
chr22	33317575	3.2580965	1.2202395	2.037857	acetylated_beyond_accessibility	1.293573	0.15396154	-0.16856885	0.10345304
chr22	42895277	4.8441873	2.8061786	2.0380087	acetylated_beyond_accessibility	0.17759323	1.3753119	0.3775735	0.67175007
chr17	82554502	3.9318256	1.8923304	2.0394952	acetylated_beyond_accessibility	0.3991332	0.37395453	-0.3085661	0.16376472
chr17	1904334	4.26268	2.2223015	2.0403786	acetylated_beyond_accessibility	0.7784333	0.5685992	-0.010214567	0.17935133
chr6	137097258	5.2983174	3.2569642	2.0413532	acetylated_beyond_accessibility	-1.6778951	0.6321056	-0.13011909	0.10279322
chr6	82227968	3.7612002	1.7195338	2.0416665	acetylated_beyond_accessibility	0.74886906	0.7933079	-0.003406167	0.27630472
chr17	49390787	4.9416423	2.8998709	2.0417714	acetylated_beyond_accessibility	0.39096212	0.5175915	0.05356145	0.08648753
chr17	72020892	4.7095304	2.6677094	2.041821	acetylated_beyond_accessibility	-0.58423233	0.32393312	0.14720821	0.022182941
chr6	129606799	4.9767337	2.9346519	2.0420818	acetylated_beyond_accessibility	0.59101605	1.5516834	0.19125724	0.3104236
chr8	66870757	3.4011974	1.3590906	2.0421069	acetylated_beyond_accessibility	4.1757383	1.4299829	0.6331091	0.5185127
chr12	110079859	5.529429	3.487077	2.042352	acetylated_beyond_accessibility	0.1976285	1.5950983	0.34881115	0.9359114
chr8	27797495	3.5263605	1.483671	2.0426896	acetylated_beyond_accessibility	1.4296193	0.46781826	0.23471165	-0.03413248
chr6	42781515	5.2832036	3.2404428	2.0427608	acetylated_beyond_accessibility	-0.3725283	-0.3740971	-0.5214224	-0.119879246
chr20	44641537	4.94876	2.9057856	2.0429745	acetylated_beyond_accessibility	0.035631895	0.7105193	-0.038346767	0.43742347
chr12	4434908	3.1354942	1.0922766	2.0432177	acetylated_beyond_accessibility	2.3379536	0.5395372	0.033633947	0.26044548
chr7	127685843	4.0943446	2.0505543	2.0437903	acetylated_beyond_accessibility	0.69366837	0.7060237	0.02695942	0.12042856
chr22	40585328	4.0943446	2.0504937	2.043851	acetylated_beyond_accessibility	0.17825556	0.6600361	-0.111857295	-0.167086
chr10	133489995	4.304065	2.25919	2.0448751	acetylated_beyond_accessibility	0.14337921	0.5375166	0.025545359	0.079550266
chr22	44064193	4.89784	2.8525124	2.0453277	acetylated_beyond_accessibility	0.35469103	0.41743708	0.12961054	0.18769479
chr8	102566489	5.1817837	3.1360936	2.04569	acetylated_beyond_accessibility	-0.17872763	1.1466699	0.31955957	0.42438078
chr21	25491493	4.6151204	2.569353	2.0457673	acetylated_beyond_accessibility	-0.3752861	0.77264094	0.115358114	0.7488613
chr12	123681802	4.7004805	2.6547089	2.0457716	acetylated_beyond_accessibility	-0.52143574	1.085279	-0.051301003	0.1847949
chr17	44708829	4.919981	2.8739533	2.0460277	acetylated_beyond_accessibility	2.864964	0.8441205	0.56383395	0.59528613
chr17	78696694	5.313206	3.2667277	2.0464785	acetylated_beyond_accessibility	-0.79770446	1.086127	0.12372923	-0.08219838
chr18	55510168	3.871201	1.8230939	2.0481071	acetylated_beyond_accessibility	0.8245628	0.23462224	0.15283668	0.078997016
chr8	60979639	4.644391	2.5957208	2.0486703	acetylated_beyond_accessibility	0.18168926	0.5888164	0.200346	0.21702242
chr22	42022651	4.1743875	2.125166	2.0492215	acetylated_beyond_accessibility	1.4956975	1.5482268	0.28347635	1.8262033
chr10	91246128	3.9318256	1.8823419	2.0494838	acetylated_beyond_accessibility	0.5716944	0.6239929	0.2094338	0.33451557
chr18	12053533	3.218876	1.1682696	2.0506063	acetylated_beyond_accessibility	0.50709784	0.81748474	0.0438596	0.08002865
chr20	63617270	3.7612002	1.7104995	2.0507007	acetylated_beyond_accessibility	0.92697096	0.21314669	0.23925495	-0.32252622
chr8	144701957	3.7841897	1.7331035	2.0510862	acetylated_beyond_accessibility	1.5135992	0.799983	0.29515553	0.48314357
chr12	49644732	3.1354942	1.084228	2.0512662	acetylated_beyond_accessibility	1.6389594	1.4423556	-0.20693958	0.23889172
chr12	25100514	4.2341065	2.1827922	2.0513144	acetylated_beyond_accessibility	1.3086929	1.3238416	0.90009975	0.8182676
chr6	5095434	4.1431346	2.0911255	2.052009	acetylated_beyond_accessibility	0.31900477	0.49918866	0.09141517	0.34374237
chr20	31699330	4.1743875	2.1211135	2.053274	acetylated_beyond_accessibility	0.3855152	1.684964	0.30780292	0.8140166
chr22	36355489	4.7004805	2.6468859	2.0535946	acetylated_beyond_accessibility	0.7181201	0.19290304	-0.06342983	0.15859723
chr20	50115988	4.2341065	2.180362	2.0537446	acetylated_beyond_accessibility	2.3734071	1.3109553	0.34858394	0.40508556
chr18	11035903	4.3307333	2.2768948	2.0538385	acetylated_beyond_accessibility	0.44631457	0.540061	0.1655364	0.108780384
chr21	29182378	3.583519	1.5295671	2.0539517	acetylated_beyond_accessibility	2.0021958	0.76159966	0.57524216	0.5366713
chr10	102009998	3.218876	1.1644485	2.0544274	acetylated_beyond_accessibility	1.3590419	0.82033515	0.124400616	0.22662354
chr18	49788713	3.7376697	1.6828132	2.0548565	acetylated_beyond_accessibility	0.93258524	1.2857254	0.18542266	0.6247275
chr18	3060794	4.5849676	2.5299706	2.054997	acetylated_beyond_accessibility	-0.05607462	0.7681236	0.10839391	0.22460938
chr20	36908814	3.4965076	1.4402153	2.0562923	acetylated_beyond_accessibility	1.0085099	0.11194348	-0.15520787	-0.25749874
chr22	50578667	3.4339871	1.376425	2.057562	acetylated_beyond_accessibility	1.9459689	-0.22209442	-0.53780764	-0.6080651
chr18	9120991	3.4011974	1.341609	2.0595884	acetylated_beyond_accessibility	0.8645885	0.61332536	-0.13296866	-0.1757741
chr7	6725228	4.1108737	2.0511317	2.059742	acetylated_beyond_accessibility	1.4805422	1.2659659	-0.051051617	-0.059835315
chr17	82776633	3.3322046	1.2723727	2.0598319	acetylated_beyond_accessibility	1.5242937	0.6345185	0.09777856	0.34362245
chr18	23541073	4.1108737	2.0508492	2.0600245	acetylated_beyond_accessibility	1.2427936	0.49066377	-0.0042951107	0.15725541
chr12	121227461	4.8598123	2.7996368	2.0601754	acetylated_beyond_accessibility	-0.36003017	0.9830723	-0.2688141	0.19434881
chr8	101841296	3.912023	1.8512495	2.0607736	acetylated_beyond_accessibility	0.6871984	0.91437626	0.20294833	0.39329028
chr12	127150237	3.988984	1.9275681	2.0614161	acetylated_beyond_accessibility	0.36277902	0.68625057	0.29305565	0.34512722
chr10	11533590	4.6821313	2.6205924	2.061539	acetylated_beyond_accessibility	0.14695382	0.8264415	0.25614858	0.31328797
chr12	106760319	5.220356	3.1584585	2.0618975	acetylated_beyond_accessibility	-0.5019438	1.0904338	-0.022654295	0.6162348
chr10	26755646	3.912023	1.8482096	2.0638134	acetylated_beyond_accessibility	1.2979057	1.8222551	0.460464	1.1345074
chr12	64876235	5.049856	2.985811	2.0640452	acetylated_beyond_accessibility	-0.19252014	0.36056447	-0.075395584	0.13609886
chr10	101939360	3.3672957	1.3030916	2.0642042	acetylated_beyond_accessibility	1.0984532	0.63079023	0.2648909	0.23608267
chr20	36484574	3.8918204	1.8267906	2.0650299	acetylated_beyond_accessibility	0.73610306	-0.0017085075	-0.0704937	-0.34817576
chr22	26535045	4.454347	2.3885107	2.0658364	acetylated_beyond_accessibility	0.21188736	0.21601915	0.03279853	0.2648511
chr8	143039217	3.5553482	1.4893799	2.0659683	acetylated_beyond_accessibility	1.3578401	-0.3884604	-0.6755918	-0.60907376
chr17	80856873	5.620401	3.5544176	2.0659833	acetylated_beyond_accessibility	0.9334135	2.109972	0.6543274	1.7429361
chr22	26705587	4.454347	2.3878632	2.066484	acetylated_beyond_accessibility	-0.44318068	0.8821626	0.02536726	-0.02852273
chr12	9362237	5.620401	3.553071	2.06733	acetylated_beyond_accessibility	-0.9067714	1.0694933	0.1576035	0.51705885
chr6	22373148	4.7361984	2.6687727	2.0674257	acetylated_beyond_accessibility	-0.26610017	0.40859818	-0.05961275	0.37547374
chr10	93337368	3.871201	1.8033593	2.0678418	acetylated_beyond_accessibility	0.78087044	0.42865753	0.10007548	0.07515383
chr17	77235700	4.8121843	2.7439532	2.068231	acetylated_beyond_accessibility	0.36440444	0.7831774	0.13554096	0.099053144
chr6	52190603	3.637586	1.568877	2.0687091	acetylated_beyond_accessibility	1.3564556	0.20545077	0.1847291	0.063079834
chr6	30508051	5.0106354	2.940761	2.0698743	acetylated_beyond_accessibility	-0.107310295	0.5219681	0.47601748	0.8107631
chr17	31251242	4.9416423	2.871388	2.0702543	acetylated_beyond_accessibility	0.4021759	0.90744114	0.055829525	0.34299254
chr22	22907824	4.2195077	2.149096	2.0704117	acetylated_beyond_accessibility	0.6010196	0.3088069	0.27933192	0.36933446
chr12	124477362	4.2904596	2.2196333	2.0708263	acetylated_beyond_accessibility	-0.1920979	0.37783074	0.15745616	0.14128709
chr6	137120924	5.4510384	3.3800359	2.0710025	acetylated_beyond_accessibility	-1.1151731	0.25927114	0.09233284	0.15163684
chr17	2259198	5.9401712	3.8681774	2.0719938	acetylated_beyond_accessibility	-0.8630378	0.67647076	0.036900282	0.22840881
chr21	46357147	3.2580965	1.1857231	2.0723734	acetylated_beyond_accessibility	1.4965811	0.46043444	-0.026108503	-0.070171475
chr17	2238829	5.894403	3.8218682	2.0725348	acetylated_beyond_accessibility	0.08248234	1.4219186	0.18641973	0.74874043
chr20	41078501	3.7376697	1.6648552	2.0728145	acetylated_beyond_accessibility	0.75775194	0.1390419	0.013253808	-0.03565967
chr10	72218525	5.0875964	3.0140069	2.0735896	acetylated_beyond_accessibility	-0.5621791	1.7499216	-0.09806204	0.3084805
chr18	51811994	3.7841897	1.709096	2.0750937	acetylated_beyond_accessibility	1.5295022	0.24318528	0.20183599	0.1369605
chr20	32971849	5.7300997	3.654865	2.0752347	acetylated_beyond_accessibility	-0.8079839	0.6763637	0.28803897	0.45980477
chr21	44790098	4.0073333	1.9317865	2.0755467	acetylated_beyond_accessibility	1.1569374	0.6929326	0.16383076	0.3264618
chr22	44048056	4.1743875	2.098207	2.0761805	acetylated_beyond_accessibility	0.014038801	0.92137384	-0.37854886	-0.41595125
chr6	37161298	4.9272537	2.8510404	2.0762134	acetylated_beyond_accessibility	-0.19952083	1.2488346	0.13499999	0.8649726
chr6	8017620	3.6109178	1.5344294	2.0764885	acetylated_beyond_accessibility	1.5540003	0.7843894	0.29876506	0.32396042
chr7	6582034	4.787492	2.7091722	2.0783195	acetylated_beyond_accessibility	0.14333987	0.34726095	0.030928612	0.20810533
chr6	11514164	5.3936276	3.3138075	2.0798202	acetylated_beyond_accessibility	-1.4136081	0.7759528	-0.039538383	0.5012467
chr20	62030993	4.394449	2.3145764	2.0798728	acetylated_beyond_accessibility	1.2401357	1.3424227	0.24448323	0.9388716
chr18	11020418	4.6821313	2.6016836	2.0804477	acetylated_beyond_accessibility	-0.45323348	0.96521497	-0.055123568	-0.058021307
chr20	3491414	2.9957323	0.9149419	2.0807905	acetylated_beyond_accessibility	1.0565526	0.3249861	-0.048739195	-0.027149618
chr17	18025791	3.912023	1.8312014	2.0808215	acetylated_beyond_accessibility	0.7652451	1.8857867	0.41902316	1.0770994
chr6	6643545	4.8202815	2.7391138	2.0811677	acetylated_beyond_accessibility	0.08816552	1.2170904	0.34284163	0.19986129
chr22	22208050	3.637586	1.5559204	2.0816658	acetylated_beyond_accessibility	1.0747209	0.9901364	0.09833014	0.6619203
chr20	37298382	4.406719	2.323995	2.082724	acetylated_beyond_accessibility	0.21420765	1.4430125	-0.110694885	0.33004165
chr22	45696398	3.7841897	1.7011853	2.0830045	acetylated_beyond_accessibility	0.24284756	0.6448916	-0.05575013	0.036990523
chr12	31480525	3.3672957	1.2842497	2.083046	acetylated_beyond_accessibility	0.7622074	0.42128074	-0.049990654	0.057297945
chr18	3179716	5.488938	3.405876	2.083062	acetylated_beyond_accessibility	-0.26992822	0.88016057	0.14572144	0.11989713
chr8	128095938	4.6051702	2.5220954	2.0830748	acetylated_beyond_accessibility	-0.31389475	0.672281	0.17687798	0.26912308
chr10	11548900	4.2341065	2.149719	2.0843875	acetylated_beyond_accessibility	-0.17982197	0.6752424	-0.007609844	0.12811494
chr12	9719148	4.276666	2.1920335	2.0846326	acetylated_beyond_accessibility	0.04420972	0.39010406	-0.012168646	0.11769152
chr18	63348637	3.4965076	1.4114242	2.0850835	acetylated_beyond_accessibility	0.41564572	0.14079976	-0.30884528	-0.15135229
chr18	33700751	4.356709	2.2713797	2.0853293	acetylated_beyond_accessibility	0.76615024	1.6197698	0.39627767	0.8375356
chr12	10557738	4.762174	2.6768441	2.08533	acetylated_beyond_accessibility	-0.22724867	0.6239004	0.21284628	0.26871753
chr12	67449794	4.4308167	2.3446038	2.0862129	acetylated_beyond_accessibility	1.0446	1.3284023	0.51937604	0.7805338
chr10	106958106	3.8918204	1.8052638	2.0865567	acetylated_beyond_accessibility	1.1286738	0.09698069	0.18058419	0.183766
chr10	46268515	4.543295	2.4566717	2.0866232	acetylated_beyond_accessibility	0.8806393	0.95241904	0.37972927	0.370723
chr17	5211599	4.8520303	2.764629	2.0874014	acetylated_beyond_accessibility	-0.34053397	0.4793296	-0.07033777	0.1279478
chr6	136751026	5.799093	3.7108088	2.088284	acetylated_beyond_accessibility	-1.2870629	0.31854486	0.024339437	0.30993986
chr7	150365945	4.624973	2.5360193	2.0889535	acetylated_beyond_accessibility	0.3628106	0.89938736	-0.015407562	0.38231087
chr10	50542122	4.7957907	2.7067506	2.08904	acetylated_beyond_accessibility	-0.22587895	0.7863076	0.18958235	0.34591174
chr18	26358180	3.7841897	1.6947246	2.0894651	acetylated_beyond_accessibility	0.4806533	0.19582474	-0.16608226	-0.10871112
chr18	11035020	4.2195077	2.1285052	2.0910025	acetylated_beyond_accessibility	1.1867945	1.110894	0.18550754	0.087791204
chr18	62664140	4.0943446	2.0033033	2.0910413	acetylated_beyond_accessibility	1.5722532	1.5077436	0.58046603	0.49355078
chr8	54011379	4.574711	2.4833703	2.0913405	acetylated_beyond_accessibility	0.29126668	0.015448809	-0.0042603016	0.17918777
chr12	12016963	4.1271343	2.033836	2.0932984	acetylated_beyond_accessibility	0.91056347	1.280292	0.2680366	0.5219226
chr22	33470757	5.31812	3.2241306	2.0939894	acetylated_beyond_accessibility	-0.25502777	1.6514845	0.14510489	0.6003308
chr6	166173562	4.1743875	2.079629	2.0947585	acetylated_beyond_accessibility	0.7936752	-0.19918013	-0.11669636	0.05150938
chr10	870827	4.189655	2.094535	2.0951197	acetylated_beyond_accessibility	0.7468355	0.9205489	0.23549795	0.39541817
chr8	98745355	4.1431346	2.0474586	2.095676	acetylated_beyond_accessibility	0.593308	0.64341736	0.16203809	-0.0071291924
chr7	47494367	3.9702919	1.8736936	2.0965981	acetylated_beyond_accessibility	2.2398767	0.43119895	0.24542773	0.04679787
chr12	31407770	4.0430512	1.9457142	2.097337	acetylated_beyond_accessibility	0.5321114	0.7040479	0.09941864	0.26266074
chr12	66616849	4.1431346	2.0452704	2.0978642	acetylated_beyond_accessibility	0.4846418	0.31238556	0.010922909	-0.016283274
chr10	7478149	4.7095304	2.6112394	2.098291	acetylated_beyond_accessibility	-0.3981347	1.0457277	0.07162452	0.1567893
chr12	50125423	4.1743875	2.0748682	2.0995193	acetylated_beyond_accessibility	0.5372672	0.5318222	-0.025531769	0.017798424
chr22	31218039	4.189655	2.0899935	2.0996614	acetylated_beyond_accessibility	0.8954277	0.9290271	0.29003835	0.43921804
chr8	80122232	4.4426513	2.342301	2.1003504	acetylated_beyond_accessibility	0.29489183	1.8760233	0.13734245	0.5926008
chr6	34285094	3.4965076	1.3960154	2.1004922	acetylated_beyond_accessibility	1.2586603	0.24805117	-0.081766486	-0.05313182
chr17	7012472	5.857933	3.7564287	2.1015043	acetylated_beyond_accessibility	1.3821611	1.655581	0.6649513	1.342915
chr17	44417738	4.1271343	2.0246956	2.1024387	acetylated_beyond_accessibility	0.7873168	1.4431179	0.57264924	0.6907959
chr7	102030842	4.248495	2.1460505	2.1024446	acetylated_beyond_accessibility	-0.38303745	0.33042765	-0.4589399	-0.5099112
chr12	11810323	4.6728287	2.569562	2.1032667	acetylated_beyond_accessibility	-0.2642858	0.60905695	0.1896596	0.006948948
chr18	11003005	4.2904596	2.1862128	2.1042469	acetylated_beyond_accessibility	0.41996717	0.33012247	0.28606486	-0.006486416
chr17	78144502	4.955827	2.8510585	2.1047688	acetylated_beyond_accessibility	-1.0636011	0.6723509	-0.7549107	-0.33237958
chr7	150648329	4.406719	2.301667	2.1050522	acetylated_beyond_accessibility	-0.08126235	-0.1664269	-0.1970377	-0.05959201
chr20	5642747	5.062595	2.9570367	2.1055582	acetylated_beyond_accessibility	-0.41733313	1.1739099	0.13146687	0.70300364
chr6	5340022	4.6821313	2.5765467	2.1055846	acetylated_beyond_accessibility	0.1698277	0.6233885	0.28901815	0.39304352
chr12	131608116	4.634729	2.5289674	2.1057615	acetylated_beyond_accessibility	0.2548635	1.276607	0.2035327	0.49153066
chr10	98474854	3.5553482	1.4488606	2.1064875	acetylated_beyond_accessibility	0.68508387	0.0488621	-0.06664872	-0.11866248
chr17	68498828	5.5333896	3.4268856	2.106504	acetylated_beyond_accessibility	-0.37655663	1.5660872	0.3738308	0.8839011
chr12	31498439	3.3322046	1.2256774	2.1065273	acetylated_beyond_accessibility	1.0774084	0.28656375	0.06258178	0.17672014
chr10	95293369	6.0063534	3.899795	2.1065583	acetylated_beyond_accessibility	-1.4739425	1.3155837	-0.11104441	0.050913334
chr8	98781107	3.583519	1.4765227	2.1069963	acetylated_beyond_accessibility	0.8696363	0.70278335	0.18290961	0.21052337
chr10	95231113	4.0073333	1.8990612	2.108272	acetylated_beyond_accessibility	0.85530686	0.36045742	-0.14206052	0.1547215
chr17	57487693	4.0073333	1.8990078	2.1083255	acetylated_beyond_accessibility	0.9200783	0.3491578	0.03040421	0.13864565
chr20	25355401	3.6888795	1.580502	2.1083775	acetylated_beyond_accessibility	0.72456574	0.16440868	-0.19109595	-0.16444302
chr8	42856953	4.4308167	2.3218277	2.108989	acetylated_beyond_accessibility	0.8426275	1.1062045	0.13583612	0.75885797
chr10	119131883	5.2832036	3.173447	2.1097567	acetylated_beyond_accessibility	0.9087999	1.6613815	0.551502	0.54494977
chr22	40651996	4.4998097	2.389895	2.1099148	acetylated_beyond_accessibility	1.9255891	0.1804061	-0.0057353973	-0.121901274
chr8	27374704	4.8202815	2.7103014	2.10998	acetylated_beyond_accessibility	-0.06458855	0.48165703	0.07778096	-0.103574514
chr10	62002093	5.198497	3.08821	2.1102867	acetylated_beyond_accessibility	-1.1045082	0.8521404	-0.061124325	0.032170773
chr12	11823111	5.556828	3.4461079	2.1107202	acetylated_beyond_accessibility	-0.6316819	1.1573238	0.049001932	0.5680289
chr8	96283289	4.3307333	2.219676	2.1110573	acetylated_beyond_accessibility	0.44016218	1.1820195	0.12773752	0.010224104
chr18	79625320	4.9416423	2.8305306	2.1111116	acetylated_beyond_accessibility	-0.047832012	1.1879191	0.321043	0.9498968
chr20	38064174	4.0073333	1.8961604	2.111173	acetylated_beyond_accessibility	0.89141726	0.53885794	-0.048588037	0.09274387
chr8	42355754	4.3438053	2.2315474	2.112258	acetylated_beyond_accessibility	0.35394764	1.4947183	0.08542299	-0.012430668
chr20	58417096	2.944439	0.8309534	2.1134856	acetylated_beyond_accessibility	1.7311964	0.38276547	0.316145	0.009663582
