chr	start	end	k27_obs	k27_pred	ATAC.RPM	err	stratum
chr22	18173117	18174295	0.1598	0.08474	0.69489	0.15123	typical (middle 50%)
chr22	18386276	18386776	0.0	0.00177	0.00218	-0.1073	typical (middle 50%)
chr22	18486876	18487376	0.0	0.00297	0.0	-0.10747	typical (middle 50%)
chr22	18521032	18521532	0.0	0.04569	0.64872	0.24561	other
chr22	18522711	18523211	0.0	0.1095	1.25806	0.50071	other
chr22	18523280	18523780	0.0	0.1154	2.88764	0.84435	other
chr22	18527551	18529849	0.27868	0.89347	53.02274	2.76654	over-predicted 1%
chr22	18533608	18534108	0.03995	0.13255	1.80404	0.61695	other
chr22	18534314	18534999	0.0	0.10448	1.39934	0.53397	other
chr22	18535930	18536743	0.0799	0.08216	0.95795	0.31008	other
chr22	18536823	18537323	0.0	0.09099	0.84575	0.35833	other
chr22	18551459	18551959	0.23873	0.11374	0.85341	0.16746	typical (middle 50%)
chr22	18552803	18553846	0.0	0.15946	3.1281	0.92046	other
chr22	18554554	18555301	0.0	0.18912	2.12195	0.77175	other
chr22	18556955	18557455	0.0	0.28935	1.37904	0.68344	other
chr22	18557485	18558157	0.0	0.32314	2.17312	0.88867	other
chr22	18558367	18558867	0.0	0.63604	1.88543	1.04175	other
chr22	18558877	18561053	0.0	2.26152	9.79835	2.55352	over-predicted 1%
chr22	18564908	18565721	0.0	0.29257	1.46638	0.70838	other
chr22	18565780	18566920	0.0	0.24793	2.32544	0.85935	other
chr22	18570362	18571287	0.19976	1.01792	7.24002	1.72289	over-predicted 1%
chr22	18573690	18574676	0.2777	2.01584	10.80681	2.28575	over-predicted 1%
chr22	18574972	18575472	0.0	1.73809	3.56476	1.84239	over-predicted 1%
chr22	18576081	18578195	0.0	1.39921	32.50337	2.95157	over-predicted 1%
chr22	18578202	18578919	0.0	0.54992	4.22739	1.35774	over-predicted 1%
chr22	18585595	18586293	0.0	0.09358	0.93742	0.39089	other
chr22	18587095	18587811	0.0	0.57631	4.17607	1.36848	over-predicted 1%
chr22	18591924	18592822	0.07892	1.45648	7.62834	2.05438	over-predicted 1%
chr22	18595088	18595862	0.0	0.52241	7.25312	1.62423	over-predicted 1%
chr22	18597467	18597967	0.03995	0.26728	1.59579	0.6813	other
chr22	18600319	18601262	0.0	0.17608	3.70093	1.01562	other
chr22	18604871	18606616	0.0	1.25186	6.77939	1.97887	over-predicted 1%
chr22	18607632	18608132	0.11985	0.17781	1.51702	0.51486	other
chr22	18608412	18608912	0.23775	0.19094	1.71982	0.47411	other
chr22	18610105	18612169	0.03995	0.26152	13.87262	1.76383	over-predicted 1%
chr22	18618353	18619488	0.0	0.07496	1.17727	0.4464	other
chr22	18619560	18620060	0.0	0.06261	0.63407	0.25611	other
chr22	18624084	18625866	0.0	0.04241	1.87161	0.58802	other
chr22	18629727	18631697	0.0	0.0635	3.27146	0.85534	other
chr22	18631737	18632668	0.0	0.11579	1.79227	0.6386	other
chr22	18636742	18637509	0.0	0.05784	0.86538	0.33405	other
chr22	18637611	18639017	0.0	0.14258	1.88803	0.68333	other
chr22	18733663	18734163	0.07892	0.00263	0.01537	-0.17427	typical (middle 50%)
chr22	18894181	18894681	0.0	0.00339	0.00696	-0.10273	typical (middle 50%)
chr22	18905742	18907408	0.0	0.26245	10.72366	1.65558	over-predicted 1%
chr22	18912192	18912900	0.0	0.02402	0.79422	0.27735	other
chr22	18919713	18920661	0.0	0.03839	0.59603	0.21839	typical (middle 50%)
chr22	18929506	18930006	0.0	0.03986	0.63919	0.23642	other
chr22	18930211	18931194	0.0	0.04961	0.75384	0.28785	other
chr22	18935875	18936803	0.0	0.01113	0.69231	0.22826	other
chr22	18952326	18952826	0.11985	0.0725	0.75691	0.19731	typical (middle 50%)
chr22	18953926	18955857	0.27868	0.12498	6.46471	1.01334	other
chr22	18958582	18959082	0.1598	0.08814	0.84057	0.2057	typical (middle 50%)
chr22	18959807	18961078	0.11887	0.04006	1.81118	0.4602	other
chr22	18967248	18969886	0.83799	0.69293	16.18272	1.57839	over-predicted 1%
chr22	18969995	18971017	0.1598	0.34192	5.49074	1.20019	over-predicted 1%
chr22	18973247	18973747	0.23873	0.13857	1.73232	0.43121	other
chr22	18975760	18976740	0.35858	0.0766	1.8739	0.31435	other
chr22	18977942	18978891	0.51838	0.06861	1.23855	0.04011	typical (middle 50%)
chr22	18984540	18985040	0.23971	0.08369	0.74119	0.10042	typical (middle 50%)
chr22	18985539	18986251	0.3576	0.05395	1.11558	0.10304	typical (middle 50%)
chr22	18987729	18988229	0.39657	0.08966	2.9673	0.49961	other
chr22	18993006	18993695	0.39951	0.10851	0.98864	0.08457	typical (middle 50%)
chr22	18993924	18994424	0.31961	0.08406	1.07826	0.14851	typical (middle 50%)
chr22	18994729	18995859	0.5973	0.22267	2.8035	0.45423	other
chr22	18998942	19000474	1.11471	0.21498	4.46496	0.39303	other
chr22	19006972	19007953	0.71618	0.08002	0.75717	-0.22251	other
chr22	19009529	19010431	0.43652	0.09731	0.7698	-0.02429	typical (middle 50%)
chr22	19015598	19017046	0.79706	0.1329	1.9977	0.11188	typical (middle 50%)
chr22	19017583	19018534	0.71618	0.08401	1.15241	-0.09248	typical (middle 50%)
chr22	19019399	19020160	0.63824	0.06049	1.19497	-0.05574	typical (middle 50%)
chr22	19022373	19023335	0.67427	0.12864	1.50338	0.06667	typical (middle 50%)
chr22	19024767	19025445	0.07892	0.14606	1.79338	0.58966	other
chr22	19025529	19026517	0.0	0.10596	3.11805	0.8717	other
chr22	19027067	19028488	0.4375	0.39073	5.73512	1.04427	other
chr22	19032609	19033342	0.11985	0.30214	3.61812	0.99318	other
chr22	19033351	19034071	0.1598	0.57559	3.43024	1.12288	over-predicted 1%
chr22	19035296	19038648	1.54927	0.75589	23.56274	1.51029	over-predicted 1%
chr22	19039082	19039582	0.23775	0.19916	2.25106	0.5921	other
chr22	19042367	19043921	1.4353	0.1531	3.29966	0.05025	typical (middle 50%)
chr22	19050718	19052148	1.86496	0.22474	3.11336	-0.07954	typical (middle 50%)
chr22	19052727	19053442	1.19069	0.1093	1.17924	-0.30582	other
chr22	19057029	19058634	1.27157	0.10781	2.87097	0.01437	typical (middle 50%)
chr22	19058636	19061074	1.31544	0.09934	3.89176	0.13332	typical (middle 50%)
chr22	19063832	19064813	1.07378	0.07685	1.4654	-0.20383	other
chr22	19066467	19067442	0.79706	0.104	1.3875	-0.0557	typical (middle 50%)
chr22	19067801	19069291	1.19559	0.07846	1.78977	-0.18244	other
chr22	19070740	19071405	0.59339	0.06391	0.74563	-0.1674	typical (middle 50%)
chr22	19073709	19074782	0.71618	0.10578	2.35676	0.20415	typical (middle 50%)
chr22	19079581	19081254	1.03579	0.10612	1.85067	-0.06809	typical (middle 50%)
chr22	19085071	19088053	5.44683	0.40617	7.02452	-0.33628	other
chr22	19093660	19094160	0.3576	0.08401	0.8149	0.0357	typical (middle 50%)
chr22	19096539	19098451	2.34535	0.23636	3.9924	-0.1045	typical (middle 50%)
chr22	19103790	19104290	1.23064	0.18166	1.16789	-0.26395	other
chr22	19104415	19104915	0.6353	0.16175	1.10299	0.0106	typical (middle 50%)
chr22	19106172	19106672	0.39951	0.07719	2.71002	0.44425	other
chr22	19108753	19109253	6.90345	0.94165	1.96532	-0.83728	other
chr22	19109371	19110570	21.10595	2.28829	15.93864	-0.25379	other
chr22	19111021	19111910	5.69046	0.53243	3.84557	-0.60153	other
chr22	19114414	19116077	3.85859	0.53404	9.20275	0.18315	typical (middle 50%)
chr22	19120800	19121300	1.94878	1.84213	5.22027	0.99099	other
chr22	19121375	19123280	16.48362	1.19827	61.65473	0.39267	other
chr22	19130557	19131057	0.27966	0.1076	0.99966	0.17672	typical (middle 50%)
chr22	19132634	19133740	0.75613	0.14732	2.63058	0.26685	other
chr22	19133888	19135429	1.11765	0.05713	3.05998	0.0674	typical (middle 50%)
chr22	19137719	19138219	0.63824	0.06888	0.83919	-0.15798	typical (middle 50%)
chr22	19143840	19144997	14.45788	2.89195	24.14806	0.51858	other
chr22	19146204	19146704	0.55735	0.34293	2.26775	0.47883	other
chr22	19147191	19147691	0.5174	0.22179	1.96705	0.35016	other
chr22	19150033	19150533	0.0	0.00556	0.15	-0.01786	typical (middle 50%)
chr22	19151111	19152237	1.3554	0.12026	2.1739	-0.13434	typical (middle 50%)
chr22	19153103	19154066	1.19363	0.21016	1.98181	-0.02487	typical (middle 50%)
chr22	19154914	19155414	0.55637	0.12875	0.86091	-0.04491	typical (middle 50%)
chr22	19159389	19160758	1.46839	0.3603	3.10835	0.17366	typical (middle 50%)
chr22	19161843	19162966	0.99486	0.12144	1.95307	-0.01206	typical (middle 50%)
chr22	19168036	19168536	0.55932	0.19912	3.98824	0.62772	other
chr22	19169250	19169998	1.42942	1.07156	7.89941	1.09153	over-predicted 1%
chr22	19170517	19172512	54.01756	3.4494	43.7453	-0.25827	other
chr22	19175685	19176185	1.83481	1.49664	7.63693	1.10521	over-predicted 1%
chr22	19177739	19179848	27.72974	1.7136	65.22602	0.14113	typical (middle 50%)
chr22	19184601	19185423	0.43848	0.3049	3.6871	0.75413	other
chr22	19185566	19186317	0.67525	0.26594	2.17885	0.32964	other
chr22	19191235	19192140	0.79706	0.21029	1.99669	0.17774	typical (middle 50%)
chr22	19192689	19193630	0.5973	0.1225	1.63304	0.13971	typical (middle 50%)
chr22	19193817	19194317	0.43848	0.10482	1.18374	0.11206	typical (middle 50%)
chr22	19195732	19196835	1.3554	0.14318	2.42854	-0.06602	typical (middle 50%)
chr22	19196909	19198692	1.83579	0.11899	3.43864	-0.11222	typical (middle 50%)
chr22	19201962	19204645	4.18016	0.20314	8.18254	-0.18952	other
chr22	19207357	19207857	0.3576	0.11272	0.77148	0.04675	typical (middle 50%)
chr22	19208228	19210648	2.30736	0.10418	3.0773	-0.33225	other
chr22	19217565	19218361	3.84879	0.55916	13.05692	0.40098	other
chr22	19218471	19219196	3.25932	1.28271	4.72539	0.35246	other
chr22	19223102	19224183	2.03358	0.24783	1.91117	-0.33333	other
chr22	19224288	19224788	0.35858	0.11829	0.76888	0.05012	typical (middle 50%)
chr22	19225998	19226791	0.7152	0.14904	1.37196	0.02684	typical (middle 50%)
chr22	19231920	19232420	0.43848	0.09477	0.90166	0.01678	typical (middle 50%)
chr22	19233177	19234996	2.27329	0.196	3.15805	-0.2298	other
chr22	19239519	19240019	0.31961	0.1348	1.01504	0.17501	typical (middle 50%)
chr22	19240214	19242013	1.11569	0.27526	4.48206	0.44293	other
chr22	19242436	19242936	0.55637	0.13167	0.93605	-0.01768	typical (middle 50%)
chr22	19244513	19245480	1.27549	0.71365	3.73474	0.57432	other
chr22	19249961	19251090	0.6353	0.06617	0.93783	-0.1262	typical (middle 50%)
chr22	19251705	19253553	0.7951	0.08321	1.64249	-0.01043	typical (middle 50%)
chr22	19257915	19258875	1.27451	0.10526	1.1737	-0.34859	other
chr22	19259523	19260663	5.7635	0.5236	2.46935	-0.82622	other
chr22	19270826	19271687	0.95392	0.11197	1.55055	-0.09105	typical (middle 50%)
chr22	19275794	19276706	2.13971	0.17025	1.90058	-0.43417	other
chr22	19276767	19277461	0.63628	0.11151	0.80877	-0.12807	typical (middle 50%)
chr22	19277655	19279025	1.23162	0.13289	1.52114	-0.21253	other
chr22	19290392	19292940	22.33094	1.70382	24.40019	-0.25112	other
chr22	19296246	19297364	0.87696	0.36643	3.20376	0.46637	other
chr22	19299911	19300411	0.31863	0.17739	2.1589	0.49258	other
chr22	19305133	19305969	0.55637	0.09822	0.80597	-0.091	typical (middle 50%)
chr22	19306805	19308247	0.91887	0.09756	1.45955	-0.10863	typical (middle 50%)
chr22	19309726	19310587	0.23971	0.06036	0.82899	0.10929	typical (middle 50%)
chr22	19315912	19317115	0.71422	0.09468	1.11888	-0.09131	typical (middle 50%)
chr22	19327553	19329035	0.75417	0.10915	1.64612	0.03716	typical (middle 50%)
chr22	19329265	19330335	1.11177	0.19489	1.6649	-0.06951	typical (middle 50%)
chr22	19330886	19332054	1.35442	0.07753	1.49175	-0.32349	other
chr22	19345118	19347393	2.42721	0.12723	2.48454	-0.44502	other
chr22	19347511	19348397	0.39853	0.10299	0.78219	0.01202	typical (middle 50%)
chr22	19352706	19354239	1.35638	0.07922	2.44302	-0.12139	typical (middle 50%)
chr22	19356153	19357977	1.91177	0.12221	3.33262	-0.15084	typical (middle 50%)
chr22	19359917	19360865	1.51422	0.13654	1.96642	-0.22726	other
chr22	19367865	19368599	1.15172	0.09468	0.64116	-0.47773	other
chr22	19368651	19369832	1.43334	0.09658	1.34554	-0.3766	other
chr22	19370690	19371519	1.07378	0.10662	0.89447	-0.3406	other
chr22	19374626	19375727	1.79192	0.11115	1.26905	-0.52151	other
chr22	19375993	19377882	2.07353	0.08776	1.82264	-0.50293	other
chr22	19378289	19378789	0.75809	0.09708	0.73583	-0.23857	other
chr22	19385143	19385846	1.0728	0.08725	0.76145	-0.40312	other
chr22	19389892	19390826	0.99486	0.10019	1.76746	-0.07161	typical (middle 50%)
chr22	19396485	19396985	18.02137	1.56958	3.69736	-1.14886	other
chr22	19396991	19398191	48.71459	2.47336	22.23389	-0.81269	other
chr22	19403104	19403837	2.65418	0.19567	1.66404	-0.6174	other
chr22	19404073	19404573	1.71103	0.17232	0.93655	-0.5372	other
chr22	19406256	19406756	0.9929	0.17448	1.82967	0.00856	typical (middle 50%)
chr22	19407543	19409129	5.32894	1.07065	7.20026	0.08266	typical (middle 50%)
chr22	19411538	19412284	1.31446	0.23806	1.83174	-0.08785	typical (middle 50%)
chr22	19412436	19413363	3.13947	0.23587	2.02872	-0.62914	other
chr22	19413729	19414422	1.62917	0.22207	1.47991	-0.31096	other
chr22	19419061	19419561	7.97331	3.42397	14.74557	0.89899	other
chr22	19419575	19420075	5.95835	2.68434	7.12145	0.55806	other
chr22	19422309	19423253	3.98334	0.78081	5.96213	0.06897	typical (middle 50%)
chr22	19424310	19424810	0.91201	0.30347	1.75644	0.13787	typical (middle 50%)
chr22	19430350	19431315	23.09958	2.07731	15.03572	-0.44056	other
chr22	19431446	19433238	70.81762	3.17091	72.96836	-0.27636	other
chr22	19437266	19437766	0.59632	0.58559	1.8631	0.53789	other
chr22	19440057	19441396	3.88874	0.39472	3.78547	-0.38971	other
chr22	19446854	19448520	30.07337	2.29183	42.67499	-0.00337	typical (middle 50%)
chr22	19453773	19454607	1.90589	0.15254	1.05951	-0.58529	other
chr22	19460377	19461299	1.39339	0.08573	0.78899	-0.53866	other
chr22	19464057	19464557	0.95392	0.13185	0.79475	-0.2922	other
chr22	19464586	19465086	1.11275	0.12622	0.6796	-0.41663	other
chr22	19467271	19467771	1.23358	0.10199	0.79021	-0.45428	other
chr22	19471318	19471818	0.5174	0.10256	0.90754	-0.02762	typical (middle 50%)
chr22	19473425	19473925	1.15368	0.1995	1.76363	-0.06266	typical (middle 50%)
chr22	19478376	19480556	274.28579	7.30328	66.61856	-0.98741	other
chr22	19488143	19490043	2.3853	0.13164	4.00346	-0.2035	other
chr22	19490566	19491066	0.43848	0.10627	0.75878	-0.02141	typical (middle 50%)
chr22	19492736	19493236	0.79608	0.09533	1.05461	-0.15655	typical (middle 50%)
chr22	19496787	19497948	1.87182	0.21524	2.86106	-0.12915	typical (middle 50%)
chr22	19498051	19500349	2.54804	0.15172	5.03116	-0.11654	typical (middle 50%)
chr22	19503830	19504330	0.47941	0.20871	1.97709	0.36686	other
chr22	19504488	19506829	2.67084	0.22447	4.94886	-0.09786	typical (middle 50%)
chr22	19506836	19507988	1.15564	0.17984	2.72636	0.10604	typical (middle 50%)
chr22	19508114	19508979	1.27255	0.23461	2.10799	-0.0144	typical (middle 50%)
chr22	19514720	19515510	0.4375	0.11732	1.44413	0.19413	typical (middle 50%)
chr22	19515715	19517542	1.5951	0.14153	4.07698	0.0801	typical (middle 50%)
chr22	19517632	19518907	1.31152	0.23527	4.04772	0.27114	other
chr22	19519768	19520268	0.31863	0.13493	1.57765	0.32921	other
chr22	19521469	19523197	1.8728	0.30454	7.70956	0.44802	other
chr22	19523255	19523755	0.03995	0.09127	1.67649	0.55083	other
chr22	19525087	19525587	0.11985	0.12224	1.15264	0.36915	other
chr22	19525615	19526115	0.39755	0.18453	1.55242	0.30773	other
chr22	19526203	19528549	1.67402	0.22034	6.26395	0.33998	other
chr22	19530235	19531357	0.55637	0.1944	2.12711	0.33486	other
chr22	19535020	19535792	0.47647	0.144	1.03314	0.07633	typical (middle 50%)
chr22	19541198	19542088	0.67623	0.16108	1.12768	-0.00743	typical (middle 50%)
chr22	19543859	19545275	1.27647	0.09241	2.25307	-0.11008	typical (middle 50%)
chr22	19545318	19546335	0.91691	0.13768	1.83172	0.01605	typical (middle 50%)
chr22	19549338	19549838	0.67721	0.07949	0.73896	-0.20652	other
chr22	19554708	19555208	0.35956	0.12364	1.30422	0.21882	typical (middle 50%)
chr22	19558711	19559890	1.43432	0.18358	3.52558	0.10863	typical (middle 50%)
chr22	19559923	19560423	0.31667	0.12866	0.65338	0.04863	typical (middle 50%)
chr22	19562961	19563461	0.47647	0.14509	0.84189	0.01577	typical (middle 50%)
chr22	19565584	19566216	0.43946	0.12699	0.89485	0.04287	typical (middle 50%)
chr22	19566317	19567089	0.71716	0.09112	1.45326	-0.00503	typical (middle 50%)
chr22	19568014	19569454	0.95784	0.08118	1.73479	-0.0777	typical (middle 50%)
chr22	19571294	19571794	0.35858	0.134	0.75426	0.05889	typical (middle 50%)
chr22	19576478	19577495	1.79094	0.75594	4.68774	0.50872	other
chr22	19577496	19577996	0.63726	0.3258	1.19882	0.16923	typical (middle 50%)
chr22	19578117	19579503	1.66716	0.18021	3.65279	0.0317	typical (middle 50%)
chr22	19579786	19580286	0.2777	0.18199	0.93889	0.22404	typical (middle 50%)
chr22	19582303	19582803	0.67721	0.17923	0.88288	-0.06863	typical (middle 50%)
chr22	19586721	19587559	0.67525	0.08219	0.82101	-0.17414	typical (middle 50%)
chr22	19592950	19593705	0.91397	0.08898	0.95189	-0.25788	other
chr22	19595206	19596132	1.35245	0.18897	1.36621	-0.25644	other
chr22	19596616	19597305	0.27868	0.06101	1.1594	0.18237	typical (middle 50%)
chr22	19598211	19598921	0.5973	0.06798	0.97411	-0.08944	typical (middle 50%)
chr22	19599526	19600219	0.59632	0.14935	1.09634	0.02201	typical (middle 50%)
chr22	19604742	19605891	1.67206	0.35172	3.21157	0.10351	typical (middle 50%)
chr22	19607264	19608951	2.30932	0.15251	3.54	-0.22307	other
chr22	19610352	19610852	0.27966	0.07993	1.34491	0.2506	other
chr22	19611508	19612008	0.31961	0.07476	1.16146	0.16433	typical (middle 50%)
chr22	19613072	19613572	0.47647	0.2541	0.9408	0.13928	typical (middle 50%)
chr22	19614387	19615565	1.55515	0.21337	2.20787	-0.12927	typical (middle 50%)
chr22	19616149	19617022	0.47745	0.15584	1.80378	0.28611	other
chr22	19621888	19623091	1.19755	0.12786	2.15651	-0.06163	typical (middle 50%)
chr22	19625247	19625747	0.19976	0.10087	1.395	0.34745	other
chr22	19627147	19628302	7.31374	1.12673	5.26588	-0.33094	other
chr22	19629221	19630359	1.46937	0.41089	9.37883	0.78691	other
chr22	19631170	19631670	0.03995	0.56731	1.51163	0.87326	other
chr22	19632112	19632612	1.23554	0.33933	5.82113	0.57294	other
chr22	19633778	19634278	0.87892	0.17196	1.45727	-0.02257	typical (middle 50%)
chr22	19641063	19642067	2.98163	0.195	8.26132	0.07216	typical (middle 50%)
chr22	19643202	19644668	10.37429	0.63538	6.83434	-0.76798	other
chr22	19644739	19645820	4.01839	0.27545	3.37507	-0.56111	other
chr22	19655439	19657233	1.35147	0.07489	2.34775	-0.1408	typical (middle 50%)
chr22	19661089	19661589	0.31863	0.23037	1.0244	0.2595	other
chr22	19661901	19662401	0.19878	0.25779	2.60743	0.7366	other
chr22	19663421	19664412	1.03677	0.36272	4.04197	0.49516	other
chr22	19665081	19665581	0.59828	0.14531	1.14906	0.03273	typical (middle 50%)
chr22	19666940	19668776	3.10638	0.17431	3.98803	-0.36151	other
chr22	19669473	19670201	0.67721	0.09698	1.11253	-0.06926	typical (middle 50%)
chr22	19673551	19674290	0.63628	0.10813	0.71834	-0.16305	typical (middle 50%)
chr22	19674764	19675264	0.55637	0.1232	0.93493	-0.02555	typical (middle 50%)
chr22	19678674	19681741	4.13138	0.54388	14.39614	0.39115	other
chr22	19686813	19687313	0.67721	0.20346	1.24868	0.06228	typical (middle 50%)
chr22	19687330	19688970	1.07476	0.21733	6.90649	0.64403	other
chr22	19689202	19689884	0.67721	0.28804	2.40885	0.38928	other
chr22	19691398	19692276	10.05272	1.35454	8.81758	-0.2343	other
chr22	19694712	19696188	1.59216	0.2718	9.98342	0.66985	other
chr22	19701733	19702459	0.35858	0.13875	1.35972	0.24772	other
chr22	19702741	19703499	1.07574	0.18005	1.47185	-0.11163	typical (middle 50%)
chr22	19703761	19704435	0.43848	0.09506	1.1803	0.10219	typical (middle 50%)
chr22	19704597	19705745	0.91789	0.11671	3.06712	0.2224	typical (middle 50%)
chr22	19707732	19709946	1.19755	0.16072	7.306	0.56961	other
chr22	19714006	19714762	1.58726	0.56462	8.11766	0.76301	other
chr22	19716969	19717469	0.11887	0.91209	3.18102	1.31632	over-predicted 1%
chr22	19717893	19718675	23.33046	1.97215	25.15638	-0.18018	other
chr22	19718859	19719359	13.88093	2.53347	9.87942	-0.06182	typical (middle 50%)
chr22	19721937	19724454	79.86298	4.08271	89.76345	-0.06984	typical (middle 50%)
chr22	19730524	19731301	4.68188	1.27398	25.87732	1.02345	other
chr22	19736924	19737424	0.27868	0.14235	1.75538	0.40802	other
chr22	19739338	19740344	0.23971	0.09803	2.76757	0.59424	other
chr22	19740917	19742790	1.19363	0.31226	6.45979	0.62719	other
chr22	19742975	19743667	0.1598	0.14522	1.88114	0.53589	other
chr22	19744248	19744748	0.27966	0.09223	1.54004	0.31171	other
chr22	19745368	19746098	0.79412	0.17778	2.48808	0.24671	other
chr22	19746763	19747263	0.23873	0.08738	1.44079	0.31495	other
chr22	19747504	19748004	0.19976	0.10109	1.36872	0.34078	other
chr22	19748526	19749712	0.55833	0.28535	4.05274	0.70579	other
chr22	19751398	19751898	0.1598	0.10981	1.61905	0.44509	other
chr22	19753441	19753941	0.47843	0.32993	2.98836	0.64521	other
chr22	19754267	19754767	0.27868	0.29746	2.30516	0.64863	other
chr22	19755563	19756228	0.27966	0.25572	3.04871	0.74153	other
chr22	19756452	19757681	1.46937	0.71067	16.99267	1.32221	over-predicted 1%
chr22	19760525	19761025	0.95098	0.35583	2.11988	0.23421	other
chr22	19761750	19763124	8.69831	1.02866	9.99951	-0.18176	other
chr22	19765578	19766078	0.47941	0.30686	2.51769	0.54885	other
chr22	19766610	19767736	1.7451	0.43454	7.73228	0.5901	other
chr22	19772602	19774851	10.05762	0.59842	14.22763	-0.34873	other
chr22	19775992	19777181	4.81153	1.04222	9.21659	0.29103	other
chr22	19779643	19780143	2.9679	1.05532	2.68869	0.04461	typical (middle 50%)
chr22	19780272	19781054	11.20444	1.01533	11.91224	-0.31836	other
chr22	19785729	19787545	1.78604	0.07935	2.98812	-0.19724	other
chr22	19787663	19788163	0.5174	0.04483	1.03261	-0.04185	typical (middle 50%)
chr22	19797046	19798488	0.47843	0.06544	3.0658	0.43544	other
chr22	19798766	19800086	0.91593	0.1598	4.22379	0.41715	other
chr22	19800650	19801655	0.67525	0.06394	3.10464	0.31497	other
chr22	19805749	19808402	3.22329	0.6997	12.33591	0.5926	other
chr22	19814314	19814814	1.35638	0.42427	1.44031	-0.05833	typical (middle 50%)
chr22	19814972	19815720	4.09633	0.6548	8.17178	0.14482	typical (middle 50%)
chr22	19815787	19816836	5.88335	0.5246	3.51504	-0.67907	other
chr22	19818253	19818753	0.83799	0.14944	1.67729	0.03345	typical (middle 50%)
chr22	19820732	19821456	0.83603	0.0625	1.84004	-0.00738	typical (middle 50%)
chr22	19822059	19822931	0.43652	0.0626	2.40722	0.35148	other
chr22	19824368	19825195	0.87598	0.08805	2.02668	0.03449	typical (middle 50%)
chr22	19827180	19829064	9.91327	0.82141	5.79988	-0.70705	other
chr22	19831969	19833264	1.11275	0.1809	2.6072	0.1068	typical (middle 50%)
chr22	19840799	19841299	0.67427	0.13586	0.7635	-0.14514	typical (middle 50%)
chr22	19841322	19843361	3.02354	0.22546	5.01432	-0.18198	other
chr22	19843390	19843890	0.31765	0.08968	1.21338	0.19438	typical (middle 50%)
chr22	19845360	19845860	0.31863	0.11193	1.48563	0.2861	other
chr22	19848247	19849164	1.75294	0.48115	3.77294	0.24305	other
chr22	19853811	19856129	113.95157	3.16069	79.24373	-0.69848	other
chr22	19864531	19865031	0.39559	0.14716	0.71399	0.02909	typical (middle 50%)
chr22	19868424	19869168	0.67819	0.13528	1.63432	0.10195	typical (middle 50%)
chr22	19869311	19869997	0.31863	0.09441	1.73117	0.32888	other
chr22	19870133	19870633	0.59534	0.0884	1.46212	0.0683	typical (middle 50%)
chr22	19871084	19872271	0.39853	0.11929	3.60193	0.61745	other
chr22	19873689	19876831	0.9549	0.30288	10.97164	1.0298	other
chr22	19877266	19877766	0.23971	0.08399	1.47692	0.32018	other
chr22	19879923	19880848	0.59632	0.17467	2.56103	0.37377	other
chr22	19881157	19882351	1.4353	0.1503	3.34141	0.05384	typical (middle 50%)
chr22	19884350	19884850	0.03995	0.07058	1.20409	0.41076	other
chr22	19885905	19886629	0.6353	0.13937	2.11094	0.23499	other
chr22	19890858	19891358	1.11569	0.6358	2.43698	0.40115	other
chr22	19891445	19892596	4.60492	1.11314	17.05978	0.71613	other
chr22	19896723	19898579	0.91593	0.10301	5.00915	0.45417	other
chr22	19902853	19903951	0.1598	0.07651	1.89427	0.47685	other
chr22	19909204	19909704	3.42599	1.04544	1.2859	-0.36745	other
chr22	19909876	19911009	4.30197	0.32231	9.31453	-0.04592	typical (middle 50%)
chr22	19912235	19912986	0.55539	0.06236	3.16959	0.3975	other
chr22	19918294	19918794	0.27868	0.08362	1.8392	0.3739	other
chr22	19919270	19919951	0.99192	0.06506	1.09136	-0.27703	other
chr22	19921194	19922035	0.31863	0.06918	1.06294	0.13082	typical (middle 50%)
chr22	19922114	19922839	0.83603	0.11146	0.87079	-0.22229	other
chr22	19923898	19924398	0.75515	0.07631	0.78681	-0.23799	other
chr22	19928158	19928790	1.47133	0.22796	0.90127	-0.4097	other
chr22	19929746	19931452	1.55417	0.17327	3.64037	0.06743	typical (middle 50%)
chr22	19932353	19933158	1.0728	0.23756	3.02622	0.24119	other
chr22	19933298	19934359	0.75515	0.17446	2.88164	0.33243	other
chr22	19940740	19943363	168.59804	2.95994	57.30276	-1.33577	under-predicted 1%
chr22	19943545	19944045	5.24805	1.66428	4.08367	0.04984	typical (middle 50%)
chr22	19947251	19948124	37.78318	3.48418	11.38442	-0.70076	other
chr22	19952951	19953451	0.11985	0.31275	2.33136	0.7979	other
chr22	19953565	19954525	0.71814	0.29774	11.13668	1.16347	over-predicted 1%
chr22	19958785	19960243	6.99218	1.20908	29.45547	0.73115	other
chr22	19962248	19962748	0.79608	0.48938	7.92446	1.06539	other
chr22	19965978	19966478	1.31348	0.28147	3.70704	0.2635	other
chr22	19969260	19969951	0.63726	0.35682	3.78515	0.67661	other
chr22	19969993	19970938	2.02966	0.63736	13.19414	0.92624	other
chr22	19972781	19973281	0.47941	0.34405	3.87503	0.78012	other
chr22	19974392	19975647	6.67551	1.34337	19.34418	0.57933	other
chr22	19981097	19981597	0.15882	0.07683	1.29663	0.33396	other
chr22	19986391	19987983	4.21717	0.84928	25.77518	0.89967	other
chr22	19988538	19990129	4.8505	1.25985	15.62486	0.68881	other
chr22	19996650	19999903	2.67182	0.08251	7.7967	0.02225	typical (middle 50%)
