chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual_sequence_residual	residual_multimodal_residual	residual_atac_residual
chr18	26358180	3.7841897	1.6947246	2.0894651	acetylated_beyond_accessibility	-0.5104122	0.16097915	-0.119757414	0.21220708	-0.00937438
chr18	11035020	4.2195077	2.1285052	2.0910025	acetylated_beyond_accessibility	0.12209821	0.46037245	0.19829988	-0.06619215	-0.011620998
chr18	62664140	4.0943446	2.0033033	2.0910413	acetylated_beyond_accessibility	0.34261298	0.31383228	0.042312384	0.05387616	-0.01158309
chr8	54011379	4.574711	2.4833703	2.0913405	acetylated_beyond_accessibility	-0.046655178	-0.21920443	0.25167108	0.44567776	0.008439779
chr12	12016963	4.1271343	2.033836	2.0932984	acetylated_beyond_accessibility	0.61089873	0.6277633	0.23629975	0.60127306	-0.036733627
chr22	33470757	5.31812	3.2241306	2.0939894	acetylated_beyond_accessibility	0.16272688	0.82707167	0.50927734	0.44563842	-0.009351015
chr6	166173562	4.1743875	2.079629	2.0947585	acetylated_beyond_accessibility	0.58107734	-0.17621517	0.20967722	-0.0594337	-0.014670372
chr10	870827	4.189655	2.094535	2.0951197	acetylated_beyond_accessibility	1.2958524	0.46537137	0.22034335	0.25626612	-0.0040459633
chr8	98745355	4.1431346	2.0474586	2.095676	acetylated_beyond_accessibility	-0.029976845	-0.015863419	-0.04983771	0.4965303	0.011175871
chr7	47494367	3.9702919	1.8736936	2.0965981	acetylated_beyond_accessibility	2.9312577	0.9236909	0.4059385	0.53323257	-0.0081192255
chr12	31407770	4.0430512	1.9457142	2.097337	acetylated_beyond_accessibility	0.22440219	0.45364022	0.47531867	0.6993129	-0.026854396
chr12	66616849	4.1431346	2.0452704	2.0978642	acetylated_beyond_accessibility	0.21806717	-0.19565904	0.1266141	0.059806585	-0.011939049
chr10	7478149	4.7095304	2.6112394	2.098291	acetylated_beyond_accessibility	0.39811635	0.9963021	0.16522121	0.32263517	-0.0013535023
chr12	50125423	4.1743875	2.0748682	2.0995193	acetylated_beyond_accessibility	2.2689147	0.7235453	0.75104856	0.87370825	-0.023139715
chr22	31218039	4.189655	2.0899935	2.0996614	acetylated_beyond_accessibility	1.190109	1.2642243	0.41312885	0.7448292	-0.0029966831
chr8	80122232	4.4426513	2.342301	2.1003504	acetylated_beyond_accessibility	0.4055357	1.5529785	0.53313994	0.8746481	-0.011128426
chr6	34285094	3.4965076	1.3960154	2.1004922	acetylated_beyond_accessibility	1.3343713	0.06370044	0.21541095	-0.04196763	-0.00960207
chr17	7012472	5.857933	3.7564287	2.1015043	acetylated_beyond_accessibility	1.0117631	0.4793911	0.559639	0.6779666	-0.058596373
chr17	44417738	4.1271343	2.0246956	2.1024387	acetylated_beyond_accessibility	1.0819972	0.7702699	0.26326728	0.4288082	-0.032830954
chr7	102030842	4.248495	2.1460505	2.1024446	acetylated_beyond_accessibility	-0.49090576	0.95856214	0.008085489	0.03871417	-0.031768084
chr12	11810323	4.6728287	2.569562	2.1032667	acetylated_beyond_accessibility	0.5714433	0.78564024	0.3722992	0.52499676	-0.031767607
chr18	11003005	4.2904596	2.1862128	2.1042469	acetylated_beyond_accessibility	0.55021286	0.29886913	-0.02920866	0.23820782	-0.0039794445
chr17	78144502	4.955827	2.8510585	2.1047688	acetylated_beyond_accessibility	1.2342591	0.7562902	0.00065279007	0.38685894	-0.064130306
chr7	150648329	4.406719	2.301667	2.1050522	acetylated_beyond_accessibility	0.41522813	-0.0057048798	0.12600088	0.043295145	-0.009953976
chr20	5642747	5.062595	2.9570367	2.1055582	acetylated_beyond_accessibility	0.17646146	0.32084656	0.56091905	0.52120113	-0.00518322
chr6	5340022	4.6821313	2.5765467	2.1055846	acetylated_beyond_accessibility	0.3521328	0.3657987	0.2944038	0.17609572	-0.02082944
chr12	131608116	4.634729	2.5289674	2.1057615	acetylated_beyond_accessibility	0.35759687	0.5168469	0.42003965	0.2805667	-0.047662973
chr10	98474854	3.5553482	1.4488606	2.1064875	acetylated_beyond_accessibility	0.73596644	0.18510377	0.3307079	0.3902818	-0.007344842
chr17	68498828	5.5333896	3.4268856	2.106504	acetylated_beyond_accessibility	0.033637285	0.76583004	0.21649122	0.67752266	-0.043037415
chr12	31498439	3.3322046	1.2256774	2.1065273	acetylated_beyond_accessibility	1.127721	0.52721214	0.31363285	0.3034333	0.017318368
chr10	95293369	6.0063534	3.899795	2.1065583	acetylated_beyond_accessibility	-0.20334077	1.0578351	0.3963518	0.8150487	0.008870602
chr8	98781107	3.583519	1.4765227	2.1069963	acetylated_beyond_accessibility	1.6965799	0.75671077	0.5925894	0.7615557	0.013796806
chr10	95231113	4.0073333	1.8990612	2.108272	acetylated_beyond_accessibility	0.7474561	-0.32871366	-0.062941074	-0.57015204	-0.01198566
chr17	57487693	4.0073333	1.8990078	2.1083255	acetylated_beyond_accessibility	0.6808286	-0.057571888	0.0029916763	-0.015932918	-0.0049495697
chr20	25355401	3.6888795	1.580502	2.1083775	acetylated_beyond_accessibility	1.5513914	0.8986261	0.5163996	0.84722304	0.016222715
chr8	42856953	4.4308167	2.3218277	2.108989	acetylated_beyond_accessibility	1.1061006	0.14811587	0.23077941	-0.022551775	-0.008742571
chr10	119131883	5.2832036	3.173447	2.1097567	acetylated_beyond_accessibility	0.21462774	0.07667947	0.4215269	0.3853271	0.0020503998
chr22	40651996	4.4998097	2.389895	2.1099148	acetylated_beyond_accessibility	0.4317124	-0.96496534	-0.0019466877	-0.42807198	-0.016396761
chr8	27374704	4.8202815	2.7103014	2.10998	acetylated_beyond_accessibility	-1.5217409	-0.02733183	-0.02295661	0.19594193	-0.004515171
chr10	62002093	5.198497	3.08821	2.1102867	acetylated_beyond_accessibility	-0.22957015	-0.18247366	0.61142015	0.04449916	0.0017223358
chr12	11823111	5.556828	3.4461079	2.1107202	acetylated_beyond_accessibility	-0.2981162	0.29995275	0.12674904	0.32659483	-0.045124292
chr8	96283289	4.3307333	2.219676	2.1110573	acetylated_beyond_accessibility	0.89291215	-0.02853918	0.055932045	-0.007771969	-0.0058107376
chr18	79625320	4.9416423	2.8305306	2.1111116	acetylated_beyond_accessibility	1.749054	1.3820586	0.73739934	0.7898681	0.0024502277
chr20	38064174	4.0073333	1.8961604	2.111173	acetylated_beyond_accessibility	0.3638904	0.09399569	0.30007148	0.3341422	0.0072146654
chr8	42355754	4.3438053	2.2315474	2.112258	acetylated_beyond_accessibility	1.2528627	1.5768089	0.7214513	1.301806	-0.010646343
chr20	58417096	2.944439	0.8309534	2.1134856	acetylated_beyond_accessibility	1.4996994	0.11205357	0.41312987	0.110295355	0.009148717
chr12	115354209	4.477337	2.3635736	2.1137633	acetylated_beyond_accessibility	0.120241165	0.014381409	0.2995944	0.1298945	-0.024953604
chr21	34708146	4.5325994	2.4177547	2.1148448	acetylated_beyond_accessibility	0.83769774	0.26314187	0.43473315	-0.19869518	-0.042949438
chr12	31477727	3.8066626	1.6914728	2.1151898	acetylated_beyond_accessibility	1.0756128	1.0351415	0.6232679	0.5950773	-0.024083018
chr12	12676810	4.0775375	1.9602567	2.117281	acetylated_beyond_accessibility	2.2208147	0.5389317	0.5160419	0.77143013	-0.013194442
chr12	8109011	2.7080503	0.589584	2.1184664	acetylated_beyond_accessibility	1.0612773	0.4343884	-0.078611016	0.11888641	-0.015895545
chr6	125818589	4.8520303	2.7331486	2.1188817	acetylated_beyond_accessibility	0.16704941	0.8072994	0.6015935	0.8780427	-0.023612022
chr12	7747399	3.1780539	1.0590202	2.1190338	acetylated_beyond_accessibility	1.7772354	-0.032678246	0.24022496	0.036673427	0.035955906
chr12	115354729	4.65396	2.534912	2.119048	acetylated_beyond_accessibility	0.7479391	0.2768457	0.66883016	0.45841265	-0.046276808
chr22	40051606	3.912023	1.7921289	2.119894	acetylated_beyond_accessibility	0.16525757	0.118905425	0.09908974	0.2245003	-0.012374282
chr6	5581392	3.637586	1.515467	2.122119	acetylated_beyond_accessibility	2.4810476	0.892249	0.3261031	0.20470834	-0.0037561655
chr20	47576735	4.304065	2.1816297	2.1224356	acetylated_beyond_accessibility	-0.42211795	0.2573831	0.11347437	0.25473666	-0.0076429844
chr10	11682419	5.273	3.1497414	2.1232584	acetylated_beyond_accessibility	-1.0550535	-0.092662096	0.16550326	-0.14234376	0.003829956
chr7	87028108	3.7841897	1.6604828	2.1237068	acetylated_beyond_accessibility	0.9573468	0.16394651	0.20400012	0.3350011	-0.016315699
chr10	88118959	4.634729	2.5105073	2.1242216	acetylated_beyond_accessibility	-0.054802895	-0.111714125	0.10865593	-0.34460354	-0.013496399
chr21	43362226	4.787492	2.6627026	2.1247892	acetylated_beyond_accessibility	0.4177134	-1.0729203	-0.08718729	-0.75654817	-0.02693057
chr8	953833	3.218876	1.0937515	2.1251245	acetylated_beyond_accessibility	2.737915	0.3733704	0.7071978	0.26457	0.011248469
chr17	17477115	4.8751974	2.749981	2.1252165	acetylated_beyond_accessibility	0.28373313	-0.8487351	-0.42980337	-1.0348397	-0.06543088
chr21	33367423	3.6109178	1.4856651	2.1252527	acetylated_beyond_accessibility	1.2852018	0.39590335	0.2445283	0.31838703	-0.0027097464
chr8	125309907	3.8066626	1.681308	2.1253545	acetylated_beyond_accessibility	1.4882481	0.9837527	0.37631845	0.60921264	0.006363988
chr6	87904215	4.8598123	2.7341676	2.1256447	acetylated_beyond_accessibility	-0.259665	0.117776155	0.17019439	0.3001063	-0.021532536
chr7	6396091	3.988984	1.8632439	2.12574	acetylated_beyond_accessibility	1.6008204	0.4269246	0.38187492	0.43816268	-0.007755637
chr6	32437597	6.4052286	4.279337	2.1258917	acetylated_beyond_accessibility	-0.7408881	1.1042061	0.83437634	0.25995398	-0.069313526
chr8	123139648	4.248495	2.1215534	2.1269417	acetylated_beyond_accessibility	0.66408443	1.0923486	0.53351307	1.0364985	-0.0022075176
chr6	106649112	3.8066626	1.6797075	2.126955	acetylated_beyond_accessibility	0.7974322	0.63382435	0.18043065	0.2995422	-0.032561183
chr10	74983421	4.4998097	2.370456	2.1293538	acetylated_beyond_accessibility	-0.038240433	0.24505782	0.09057164	0.32712007	0.0018956661
chr7	18520648	4.060443	1.9305062	2.1299367	acetylated_beyond_accessibility	-0.3537016	0.2609985	0.2412982	0.17220354	-0.016791224
chr17	82536281	4.1743875	2.044374	2.1300135	acetylated_beyond_accessibility	0.9052198	0.66243315	0.48921132	0.8514614	-0.023495436
chr22	42995361	4.465908	2.3349893	2.1309187	acetylated_beyond_accessibility	0.85278463	0.043416023	-0.06521845	0.40265322	-0.013659477
chr12	39369938	4.1271343	1.9953682	2.131766	acetylated_beyond_accessibility	0.89354324	1.2983503	0.4624908	1.0418556	-0.028127074
chr17	42928854	4.356709	2.2237945	2.1329145	acetylated_beyond_accessibility	0.5286603	0.30865932	0.207448	0.47952056	-0.032422066
chr17	39767360	4.75359	2.6205387	2.1330514	acetylated_beyond_accessibility	0.45326138	0.8182173	0.4617617	0.54254866	-0.05101776
chr17	42315613	4.574711	2.440361	2.1343498	acetylated_beyond_accessibility	0.96386266	0.7006967	0.6653292	0.8218136	-0.0408597
chr17	63752034	3.8918204	1.7573268	2.1344936	acetylated_beyond_accessibility	1.5623155	0.7331519	0.5488219	0.5487139	0.007876515
chr6	149271723	5.0998664	2.9650817	2.1347847	acetylated_beyond_accessibility	1.1932392	0.8632629	0.822773	0.7159891	-0.034013033
chr8	6416474	4.8675346	2.7323532	2.1351814	acetylated_beyond_accessibility	0.47651315	0.43638182	0.39826655	-0.20267701	-0.0074367523
chr12	123661737	4.0775375	1.9416454	2.1358922	acetylated_beyond_accessibility	0.45065737	0.4839704	0.38612938	0.71498084	-0.047510862
chr8	98736404	4.2341065	2.0980623	2.1360443	acetylated_beyond_accessibility	0.13740444	0.48414373	0.18164515	0.4856844	-0.0034587383
chr6	5619472	3.5553482	1.4176819	2.1376662	acetylated_beyond_accessibility	1.7413096	0.4700315	0.053485155	0.120492816	-0.02689302
chr6	35248264	4.7706847	2.6328573	2.1378274	acetylated_beyond_accessibility	0.027431488	0.60143495	0.06130886	0.39400458	-0.023255825
chr6	42022695	4.9767337	2.8383403	2.1383934	acetylated_beyond_accessibility	1.1289086	0.009434462	0.10467839	-0.049942017	-0.031034946
chr18	11005778	4.804021	2.6654348	2.138586	acetylated_beyond_accessibility	-0.76901686	0.42279267	-0.0428164	0.027643919	-0.004116535
chr17	3993879	4.553877	2.414056	2.1398208	acetylated_beyond_accessibility	0.5685384	0.06972003	0.25488377	0.13883352	-0.050717354
chr8	85513774	4.2341065	2.094099	2.1400075	acetylated_beyond_accessibility	-0.2511654	0.64406085	0.079072475	0.08128524	0.0028259754
chr20	37854011	4.0073333	1.8666975	2.1406357	acetylated_beyond_accessibility	0.07657552	0.72059774	0.17033434	0.20934463	0.008420467
chr22	37230215	6.3613024	4.2205043	2.140798	acetylated_beyond_accessibility	-0.20297813	0.46204042	-0.16374016	0.5834551	-0.0052604675
chr12	12572915	4.4308167	2.289209	2.1416078	acetylated_beyond_accessibility	1.256604	0.6548345	0.36375403	0.3068154	-0.025904417
chr8	27360714	5.826	3.684226	2.1417742	acetylated_beyond_accessibility	-0.2250588	0.5321727	0.34391022	0.71864605	-0.02251482
chr8	29417312	2.5649493	0.42282367	2.1421256	acetylated_beyond_accessibility	1.6512337	2.1747046	0.15622121	0.21123159	-0.0012349784
chr18	10878251	5.398163	3.2559583	2.1422045	acetylated_beyond_accessibility	-1.6523551	0.16421795	0.000818491	0.035940647	0.002796173
chr20	17783890	3.637586	1.4940723	2.1435137	acetylated_beyond_accessibility	1.5640124	0.5218264	0.29928946	0.43566215	0.01719606
chr8	65800688	4.2341065	2.0903082	2.1437984	acetylated_beyond_accessibility	1.2454398	1.1019878	0.52507544	0.83245564	0.0095694065
chr12	122400667	3.8918204	1.7480206	2.1437998	acetylated_beyond_accessibility	0.832026	0.13266015	0.11700058	0.32024145	0.009020448
chr12	97453007	4.26268	2.1183257	2.1443543	acetylated_beyond_accessibility	1.3311915	0.37082338	0.2833588	0.5635104	-0.03766823
chr22	20551486	4.1108737	1.9664223	2.1444514	acetylated_beyond_accessibility	1.6177316	0.091694355	0.6341977	0.04397559	-0.013359308
chr12	9615715	3.5263605	1.3816274	2.144733	acetylated_beyond_accessibility	1.1581362	0.8012899	0.27800763	0.24064505	-0.0034612417
chr10	48615177	4.158883	2.0138185	2.1450646	acetylated_beyond_accessibility	1.488708	0.92573	0.7645645	0.927377	-0.021669984
chr7	127692506	4.1108737	1.9651318	2.145742	acetylated_beyond_accessibility	0.3218763	0.1968782	0.32585192	0.4422016	-0.008498311
chr6	38308998	3.9702919	1.8234545	2.1468372	acetylated_beyond_accessibility	0.44924104	0.27227223	0.38456976	0.22862661	-0.010732174
chr12	64714814	4.634729	2.4875875	2.1471415	acetylated_beyond_accessibility	2.3352165	0.8529432	0.33680034	0.36637068	-0.048682928
chr7	155751594	4.5108595	2.3636093	2.1472502	acetylated_beyond_accessibility	-0.6906769	0.055580616	-0.34776998	-0.4052775	-0.004304886
chr8	101701517	4.828314	2.6807113	2.1476026	acetylated_beyond_accessibility	0.4260223	0.24624014	0.28927755	0.20201993	0.004108429
chr8	29004619	5.0238805	2.875122	2.1487584	acetylated_beyond_accessibility	-0.14863014	0.1731801	0.33499813	0.16302562	-0.014496565
chr7	21412701	4.5325994	2.383554	2.1490455	acetylated_beyond_accessibility	0.09273481	0.31456685	0.4510126	0.35084295	-0.010502577
chr22	40519769	4.454347	2.3052168	2.1491303	acetylated_beyond_accessibility	0.85599947	1.0462298	0.12299442	-0.15040302	-0.020376444
chr17	65014051	3.8918204	1.7422314	2.149589	acetylated_beyond_accessibility	1.6693563	0.8699622	0.5774398	0.40621638	-0.04496634
chr8	134572585	5.2257466	3.0737317	2.152015	acetylated_beyond_accessibility	-0.43643117	0.3158326	0.13745809	0.07376599	-0.011282444
chr12	122412760	5.0172796	2.8620658	2.1552138	acetylated_beyond_accessibility	0.52122116	1.1203094	0.561043	0.704906	-0.065535545
chr7	21345644	4.828314	2.672782	2.155532	acetylated_beyond_accessibility	0.35076308	-0.037792683	-0.12903214	-0.17896819	-0.008012295
chr10	84171834	5.463832	3.3078773	2.1559546	acetylated_beyond_accessibility	0.091713905	0.46048427	0.76404977	0.79945254	-0.015063524
chr17	45077820	4.276666	2.1199076	2.1567585	acetylated_beyond_accessibility	0.826669	0.5368819	0.4314587	0.29266953	-0.02558589
chr7	144192	3.0445225	0.88731676	2.1572058	acetylated_beyond_accessibility	2.995077	0.0051513314	0.16366905	-0.08884394	-0.014947355
chr8	27375977	4.905275	2.7474804	2.1577945	acetylated_beyond_accessibility	-1.2382004	-0.10060024	-0.1511755	-0.17611599	-0.010019302
chr17	69451583	4.0253515	1.867225	2.1581264	acetylated_beyond_accessibility	1.4946908	0.4509064	0.15994918	0.11531925	-0.018661499
chr12	122399665	4.189655	2.031493	2.1581619	acetylated_beyond_accessibility	0.4799528	0.06319165	0.25477934	0.3032415	-0.042039514
chr8	42331363	5.0172796	2.8579063	2.1593733	acetylated_beyond_accessibility	-0.08379221	0.87308764	0.7106433	0.830498	-0.010167599
chr10	74673076	3.3322046	1.17259	2.1596146	acetylated_beyond_accessibility	0.94420195	0.4738326	0.07000148	0.32605517	-0.0060893297
chr8	134548384	4.564348	2.4032583	2.16109	acetylated_beyond_accessibility	-0.37472034	0.06337738	0.025729895	0.06736469	0.0019304752
chr17	78384332	5.6312118	3.470118	2.1610937	acetylated_beyond_accessibility	0.85958815	1.4038682	0.4757557	1.1019735	-0.06701636
chr10	74982688	4.6821313	2.520992	2.1611392	acetylated_beyond_accessibility	0.3648281	0.30452728	0.20609331	0.3959062	0.009769678
chr18	79275615	4.6728287	2.5104735	2.1623552	acetylated_beyond_accessibility	1.0319817	0.35107613	0.0892427	0.11366987	-0.0060236454
chr17	38883789	4.276666	2.11421	2.1624563	acetylated_beyond_accessibility	1.5775249	0.80017614	0.67946696	0.7341578	-0.020689964
chr17	42358637	4.276666	2.1136346	2.1630316	acetylated_beyond_accessibility	0.85408306	0.6696317	0.45858407	0.023925781	-0.014719486
chr17	5210654	5.187386	3.0241377	2.1632483	acetylated_beyond_accessibility	-0.24547601	0.07404995	0.31010103	0.44689178	-0.0507102
chr8	8363912	3.7376697	1.5729613	2.1647084	acetylated_beyond_accessibility	0.46526766	0.5803313	0.47678137	0.55007267	0.01400578
chr7	104180158	3.0445225	0.8790842	2.1654382	acetylated_beyond_accessibility	1.000373	0.37941778	0.6035559	0.16801286	-0.016142726
chr12	115504407	4.8598123	2.6922338	2.1675785	acetylated_beyond_accessibility	1.5717604	0.74811125	0.7658646	0.69999385	-0.04980421
chr17	80789741	5.7137327	3.5459268	2.167806	acetylated_beyond_accessibility	-0.30594158	0.2768259	0.3482399	0.46028447	-0.057846546
chr7	3957970	3.8066626	1.6378474	2.1688151	acetylated_beyond_accessibility	1.0229013	0.1740489	0.20124817	-0.028087497	-0.018298626
chr10	72107542	3.3672957	1.197321	2.1699748	acetylated_beyond_accessibility	1.4631597	0.19341922	0.3008579	0.28859818	-0.0060783625
chr10	5904400	5.198497	3.0281253	2.1703715	acetylated_beyond_accessibility	-0.7486391	0.28339887	0.37758684	0.30174732	-0.009682894
chr17	59375994	3.6109178	1.4404666	2.1704512	acetylated_beyond_accessibility	1.7570455	1.3333433	0.19341004	0.89174175	-0.030473948
chr17	57448827	3.6888795	1.5183128	2.1705666	acetylated_beyond_accessibility	0.84573185	-0.063201904	0.06346512	-0.026310682	0.0038809776
chr17	47200345	4.75359	2.5821195	2.1714706	acetylated_beyond_accessibility	0.7358668	2.0629778	0.79953337	1.3606215	-0.050421953
chr10	3482475	3.7841897	1.611875	2.1723146	acetylated_beyond_accessibility	0.67739606	-0.25581205	0.0063536167	-0.063247085	-0.006590724
chr6	37547822	4.8121843	2.6392422	2.1729422	acetylated_beyond_accessibility	0.1421535	0.5257323	0.031984806	0.18913221	-0.033984423
chr21	43949688	3.7841897	1.6108259	2.1733637	acetylated_beyond_accessibility	1.9371978	0.472535	0.12885058	0.13617945	-0.0037555695
chr8	42168242	4.727388	2.553002	2.1743858	acetylated_beyond_accessibility	1.2885461	1.1040359	0.5916009	1.1004055	0.00066661835
chr7	70720500	4.5108595	2.3358488	2.1750107	acetylated_beyond_accessibility	0.7608497	0.35187888	0.5700593	0.9109075	-0.0060515404
chr17	1873535	2.8332133	0.65760267	2.1756105	acetylated_beyond_accessibility	2.480136	0.12123251	0.38925922	0.10902816	0.04355222
chr10	62049341	5.7807436	3.6040494	2.1766942	acetylated_beyond_accessibility	-0.76873064	0.53972745	-0.12039304	0.11865401	0.0098900795
chr10	15814807	3.5553482	1.3777847	2.1775634	acetylated_beyond_accessibility	1.0953696	0.002522707	0.1988951	0.13367033	-0.011240125
chr18	11021164	4.8675346	2.6893048	2.1782298	acetylated_beyond_accessibility	0.88544345	1.0590293	0.72472525	0.75175333	0.0079193115
chr18	62651405	4.905275	2.7268345	2.1784403	acetylated_beyond_accessibility	0.07377148	0.18690825	0.028475285	-0.008825779	0.002901554
chr21	34526899	4.624973	2.4461136	2.1788592	acetylated_beyond_accessibility	1.2261796	0.18390131	0.67895913	0.30411816	-0.030875206
chr20	38542403	3.1354942	0.9563093	2.179185	acetylated_beyond_accessibility	1.9061124	-0.08147168	0.0039479733	0.06917274	0.015628576
chr7	157387363	3.713572	1.532761	2.180811	acetylated_beyond_accessibility	1.6288487	0.30109704	0.51710045	0.8496076	-0.021975756
chr17	69516475	5.1119876	2.9310853	2.1809022	acetylated_beyond_accessibility	-1.0945034	-0.2393682	-0.2064414	-0.2097342	-0.037983656
chr7	135573729	3.3672957	1.1850075	2.1822882	acetylated_beyond_accessibility	0.1780709	0.14254105	-0.28424907	0.08242965	-0.011657715
chr12	131593159	3.9512436	1.7685223	2.1827214	acetylated_beyond_accessibility	1.5832756	-0.08913422	0.43643665	0.2616582	-0.03215885
chr12	9719973	4.406719	2.221416	2.1853032	acetylated_beyond_accessibility	0.6851289	0.19533324	0.21113276	0.1163671	-0.027554274
chr10	11270864	4.477337	2.291168	2.186169	acetylated_beyond_accessibility	-0.036962748	0.1773808	-0.2637179	-0.39250243	-0.031957388
chr18	48923186	4.158883	1.9727056	2.1861775	acetylated_beyond_accessibility	0.8912871	0.089698315	-0.5608543	-0.14799619	0.00059974194
chr7	88042304	4.060443	1.8728133	2.1876297	acetylated_beyond_accessibility	0.20334923	1.004124	0.17013514	0.9048251	-0.019192576
chr6	160742263	4.454347	2.2665958	2.1877513	acetylated_beyond_accessibility	0.25628233	0.1360271	0.177001	0.04499817	-0.024439096
chr22	40764931	4.317488	2.1283593	2.1891289	acetylated_beyond_accessibility	0.18071866	0.6741929	0.1565566	0.018023968	-0.01341176
chr17	16955803	3.5263605	1.3371694	2.189191	acetylated_beyond_accessibility	0.9929075	0.36689818	0.14730167	0.23650086	0.014533758
chr6	33696739	4.2341065	2.0448751	2.1892314	acetylated_beyond_accessibility	1.3752456	0.687459	0.43994784	0.06274605	-0.016290903
chr20	47585612	4.317488	2.1271355	2.1903527	acetylated_beyond_accessibility	1.0596714	1.1537843	0.66572	1.058234	0.011133671
chr22	35125079	4.919981	2.7287269	2.1912541	acetylated_beyond_accessibility	-0.026291847	0.14501739	0.10270095	0.08144808	-0.01910019
chr17	34991271	3.4011974	1.2086122	2.1925852	acetylated_beyond_accessibility	2.324861	0.4877082	0.7163671	0.37492776	0.019141197
chr18	77106513	4.1271343	1.934325	2.1928093	acetylated_beyond_accessibility	0.994432	0.57509327	0.26566243	0.21098733	-0.008597136
chr7	86949242	4.406719	2.212596	2.1941233	acetylated_beyond_accessibility	-0.038205147	-0.32242346	-0.04816079	-0.24841261	-0.014041901
chr18	63178715	4.158883	1.9641342	2.1947489	acetylated_beyond_accessibility	0.9791808	-0.2688954	-0.014730096	-0.43977308	-0.016610742
chr20	9516776	3.0910425	0.89613247	2.19491	acetylated_beyond_accessibility	3.0418694	0.08200854	0.44200993	0.1305654	0.014547408
chr18	711792	4.189655	1.9939463	2.1957085	acetylated_beyond_accessibility	1.7481267	-0.45427775	0.13708973	-0.4387579	-0.009843349
chr12	65209836	4.3820267	2.1853647	2.196662	acetylated_beyond_accessibility	0.075434685	1.5383558	0.39912343	1.2423453	-0.034501553
chr10	61937809	4.276666	2.0792422	2.197424	acetylated_beyond_accessibility	-0.39989257	0.098361015	-0.22235799	0.1784234	-0.0018222332
chr10	103383004	3.7612002	1.5636665	2.1975336	acetylated_beyond_accessibility	1.3500441	0.6445459	0.4959501	0.7015866	-0.021197438
chr10	86392311	5.583496	3.3858912	2.197605	acetylated_beyond_accessibility	-0.7619529	0.6003659	0.17682433	0.76216197	0.014919996
chr10	11261746	4.406719	2.205856	2.2008631	acetylated_beyond_accessibility	0.7410526	0.58698535	0.25818944	0.4082086	0.003830433
chr6	170345911	3.637586	1.4348179	2.2027683	acetylated_beyond_accessibility	0.543821	-0.11038458	0.05687797	-0.054336905	-0.004972458
chr21	34544127	4.465908	2.2627892	2.2031188	acetylated_beyond_accessibility	0.23812723	-0.7777655	0.0034191608	-0.020514011	-0.04233384
chr10	11532554	5.1532917	2.9500108	2.203281	acetylated_beyond_accessibility	-0.9024513	0.23057175	0.45474744	-0.13814354	0.0042653084
chr7	6143903	3.7841897	1.5788158	2.2053738	acetylated_beyond_accessibility	0.6542076	0.4870149	0.46551836	0.60553277	-0.014466286
chr12	49233926	4.2341065	2.028492	2.2056146	acetylated_beyond_accessibility	2.2268128	-0.1192112	0.1682818	0.11850619	-0.009435177
chr17	48295392	5.3375382	3.131714	2.2058241	acetylated_beyond_accessibility	0.70872927	1.1659553	1.003658	0.83504605	-0.06496167
chr12	31599133	4.3438053	2.136903	2.2069023	acetylated_beyond_accessibility	1.0112786	0.7497258	0.8441236	0.41586208	-0.032216787
chr10	101968939	5.8493247	3.6399632	2.2093616	acetylated_beyond_accessibility	-0.88512945	0.6285405	0.7027893	0.19105268	0.004234791
chr10	95297618	4.9767337	2.7667472	2.2099864	acetylated_beyond_accessibility	-0.07262063	0.65852714	-0.11123586	0.8175857	-0.0074863434
chr21	42393351	5.613128	3.4026294	2.2104988	acetylated_beyond_accessibility	-1.050947	0.594743	0.32332134	0.46225047	-0.06295204
chr22	33785500	3.7376697	1.5264591	2.2112107	acetylated_beyond_accessibility	0.6234158	0.41143262	0.11640346	-0.08887172	-0.022211075
chr10	123501255	3.5553482	1.3440998	2.2112484	acetylated_beyond_accessibility	1.6339903	0.11985481	-0.05295849	0.34342492	-0.0073179007
chr7	139700689	3.9512436	1.7397499	2.2114937	acetylated_beyond_accessibility	1.8720853	0.2225964	0.2668004	0.07310033	-0.007727146
chr10	62018749	4.406719	2.1951227	2.2115965	acetylated_beyond_accessibility	-0.56699216	-0.22181284	-0.14722562	-0.09360123	-0.0003004074
chr6	166168669	3.8066626	1.5948635	2.2117991	acetylated_beyond_accessibility	2.6793103	-0.71817935	-0.5364764	-0.9163876	-0.0033367872
chr6	129598415	3.8501477	1.6380848	2.2120628	acetylated_beyond_accessibility	0.5950388	0.81538856	0.21419847	0.104762554	-0.08668649
chr22	33806336	3.218876	1.0050423	2.2138336	acetylated_beyond_accessibility	0.57674146	0.5270004	0.16956222	0.082948446	-0.02701354
chr6	144075438	4.934474	2.720191	2.214283	acetylated_beyond_accessibility	0.112324715	0.5118809	0.3869052	0.40857673	-0.044009447
chr12	66623799	3.8066626	1.590956	2.2157066	acetylated_beyond_accessibility	1.5630777	0.50604796	0.2605245	0.23233175	0.0066342354
chr8	102456839	5.043425	2.8275764	2.2158487	acetylated_beyond_accessibility	0.45949435	0.32743907	0.4706149	0.7219987	0.005715847
