chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual5p_residual
chr12	18683769	3.6635616	1.9705034	1.6930581	acetylated_beyond_accessibility	0.5969585	1.0466198	0.6231383
chr6	73461762	6.3117347	4.61863	1.6931047	acetylated_beyond_accessibility	-1.0275862	1.2759247	-0.03768444
chr10	48410713	3.295837	1.6024823	1.6933546	acetylated_beyond_accessibility	0.54092836	0.40838814	0.4178133
chr8	144767533	3.9512436	2.2578576	1.6933861	acetylated_beyond_accessibility	0.88955736	0.777848	0.6877525
chr8	53727888	4.276666	2.582602	1.6940641	acetylated_beyond_accessibility	0.13729501	0.58647776	0.39020061
chr10	49299744	7.041412	5.346933	1.694479	acetylated_beyond_accessibility	-2.8083606	0.3241315	0.07611704
chr18	8994623	4.4426513	2.7477915	1.6948597	acetylated_beyond_accessibility	-0.5357115	1.0631468	0.4409256
chr12	132828813	6.508769	4.813813	1.6949558	acetylated_beyond_accessibility	-0.21689129	0.46145916	0.30009508
chr12	127121035	3.5553482	1.8595963	1.6957519	acetylated_beyond_accessibility	0.5882981	0.5421672	0.3840785
chr21	32300454	3.3672957	1.6712583	1.6960374	acetylated_beyond_accessibility	2.4490528	1.4099363	1.7964982
chr6	125086882	4.406719	2.7105298	1.6961894	acetylated_beyond_accessibility	-0.3408563	0.51216173	0.19020367
chr7	6016161	5.866468	4.1697693	1.6966987	acetylated_beyond_accessibility	-1.4458542	0.37776375	0.26285744
chr10	102854376	5.652489	3.9551501	1.697339	acetylated_beyond_accessibility	0.15845537	1.4520917	0.1220665
chr8	129971911	6.2822666	4.584909	1.6973577	acetylated_beyond_accessibility	-0.25256062	1.4146738	0.52259874
chr17	78986966	5.525453	3.8278918	1.6975613	acetylated_beyond_accessibility	0.5569892	0.8746948	0.65267897
chr20	29884565	5.192957	3.4953897	1.6975672	acetylated_beyond_accessibility	-1.4471958	0.6643665	0.4614625
chr22	38240839	4.4426513	2.7449117	1.6977396	acetylated_beyond_accessibility	0.08023071	0.3329811	0.12756872
chr22	39845334	3.871201	2.171764	1.6994371	acetylated_beyond_accessibility	0.7577596	0.15092039	0.14544225
chr6	111264036	4.204693	2.5049984	1.6996944	acetylated_beyond_accessibility	0.4980812	0.95187616	0.69832444
chr6	70394201	5.220356	3.5201406	1.7002153	acetylated_beyond_accessibility	-0.7833333	1.0435977	0.36385942
chr17	78083207	4.1743875	2.4737964	1.7005911	acetylated_beyond_accessibility	0.19271731	-0.030786991	-0.19843459
chr20	3806079	4.2341065	2.533162	1.7009444	acetylated_beyond_accessibility	0.3129828	1.0858579	0.7220335
chr12	122368635	4.406719	2.7056222	1.701097	acetylated_beyond_accessibility	0.87571764	0.42246437	0.020117044
chr10	97879434	3.637586	1.9342265	1.7033596	acetylated_beyond_accessibility	1.1240532	-0.2508917	0.21411371
chr10	11898531	7.0535855	5.350004	1.7035813	acetylated_beyond_accessibility	-1.4920461	0.81104946	0.38655043
chr10	75211575	6.0684257	4.363993	1.7044325	acetylated_beyond_accessibility	-1.2491765	0.51677084	0.0118665695
chr18	711847	6.3044486	4.599833	1.7046156	acetylated_beyond_accessibility	-0.27817106	1.445621	0.14385557
chr6	27777914	5.8021183	4.097456	1.7046623	acetylated_beyond_accessibility	-0.9321215	1.0126357	-0.027339458
chr12	576276	4.564348	2.858662	1.7056863	acetylated_beyond_accessibility	1.1571271	-0.4538312	-0.49787784
chr6	21987304	4.553877	2.847161	1.7067158	acetylated_beyond_accessibility	0.79634094	0.8708017	0.14995694
chr17	28033851	5.4595857	3.7528543	1.7067313	acetylated_beyond_accessibility	0.5647154	0.6188884	0.5781417
chr10	45848611	2.3978953	0.69098365	1.7069117	acetylated_beyond_accessibility	2.0935512	-0.07342756	0.20442694
chr21	32545880	6.0185933	4.3114944	1.707099	acetylated_beyond_accessibility	-1.2127335	0.45837116	0.38642883
chr6	44001492	4.2195077	2.5124054	1.7071023	acetylated_beyond_accessibility	0.46202826	0.26389456	0.106319904
chr17	33923806	4.26268	2.5552363	1.7074437	acetylated_beyond_accessibility	-0.1276555	-0.070524216	-0.23356438
chr10	79350061	4.3307333	2.623079	1.7076542	acetylated_beyond_accessibility	0.5458317	0.41440845	0.2683773
chr7	38342361	4.7706847	3.0626557	1.708029	acetylated_beyond_accessibility	-1.227362	0.14553285	-0.18020225
chr7	100844965	3.637586	1.9292716	1.7083145	acetylated_beyond_accessibility	1.1453906	-0.1907717	0.0017960072
chr22	49945403	3.4011974	1.69207	1.7091274	acetylated_beyond_accessibility	2.8263497	-0.11430061	-0.6704364
chr7	6430425	3.5263605	1.8166485	1.709712	acetylated_beyond_accessibility	0.426553	0.4198432	-0.001109004
chr6	150271596	6.736967	5.026907	1.7100601	acetylated_beyond_accessibility	-2.4848652	0.41848516	0.19756985
chr6	31665906	7.0875735	5.3772993	1.7102742	acetylated_beyond_accessibility	1.5935373	0.85258484	0.026924133
chr22	41825440	3.988984	2.2772565	1.7117276	acetylated_beyond_accessibility	1.3048477	0.16299152	0.14732504
chr6	26296096	6.680855	4.968497	1.712358	acetylated_beyond_accessibility	-2.1595693	0.9754734	0.5246272
chr18	79504737	4.394449	2.681639	1.7128103	acetylated_beyond_accessibility	-0.12303448	0.61379266	-0.24496865
chr6	84075209	4.1108737	2.3975906	1.7132831	acetylated_beyond_accessibility	1.2714479	1.415946	0.3566935
chr10	12057017	4.0253515	2.3111858	1.7141657	acetylated_beyond_accessibility	0.621258	0.05768466	0.06410885
chr20	30669592	3.5263605	1.8104954	1.7158651	acetylated_beyond_accessibility	0.041781425	-0.77108335	0.106454134
chr7	603583	6.0306854	4.314671	1.7160144	acetylated_beyond_accessibility	-1.6757922	0.5680127	-0.14140701
chr10	119517791	4.75359	3.0369184	1.7166717	acetylated_beyond_accessibility	0.58588433	0.27391315	0.25146317
chr7	103347799	6.369901	4.653164	1.7167373	acetylated_beyond_accessibility	-1.0512898	1.0942693	0.25075245
chr12	6644448	3.5553482	1.8383063	1.7170419	acetylated_beyond_accessibility	1.0051879	0.33703816	0.21785414
chr20	49785931	4.6821313	2.9649794	1.7171519	acetylated_beyond_accessibility	-0.3882296	0.19270086	0.025669813
chr7	50347025	3.9702919	2.253076	1.7172158	acetylated_beyond_accessibility	1.6037686	0.8595381	0.41707087
chr12	9793669	4.0943446	2.3763099	1.7180347	acetylated_beyond_accessibility	0.22391915	0.60999393	0.29999352
chr7	29791473	2.5649493	0.8467181	1.7182312	acetylated_beyond_accessibility	2.0528266	0.5415362	0.20015717
chr12	10363510	5.710427	3.9921107	1.7183161	acetylated_beyond_accessibility	0.7135987	0.40656328	0.57714844
chr6	130980450	4.4188404	2.7004418	1.7183986	acetylated_beyond_accessibility	0.44714522	0.50773764	0.40041566
chr6	20811495	5.1298985	3.4108331	1.7190654	acetylated_beyond_accessibility	-0.17667508	1.1845119	0.16163564
chr22	30423031	6.126869	4.407404	1.7194653	acetylated_beyond_accessibility	-0.31258154	1.0394392	0.19682503
chr17	7020081	4.304065	2.5845633	1.719502	acetylated_beyond_accessibility	-0.43703747	-0.44587898	-0.4986558
chr10	17244959	3.4965076	1.7761973	1.7203103	acetylated_beyond_accessibility	0.7871541	0.43004167	0.43197072
chr6	13307786	4.691348	2.9706757	1.7206724	acetylated_beyond_accessibility	2.0481164	0.96770096	0.6974945
chr17	22090596	5.198497	3.4776778	1.720819	acetylated_beyond_accessibility	-0.9328666	0.6749978	-0.19977522
chr8	142950809	2.8903718	1.1693143	1.7210575	acetylated_beyond_accessibility	1.6789654	1.0285469	0.6105969
chr7	44992213	4.9972124	3.2754564	1.721756	acetylated_beyond_accessibility	-0.7130153	0.17766762	0.13271308
chr6	5294783	5.659482	3.9376702	1.7218118	acetylated_beyond_accessibility	-0.39776945	1.1964264	0.4218173
chr17	79831027	6.0402546	4.3175874	1.7226672	acetylated_beyond_accessibility	-1.514739	0.091986656	-0.37410665
chr17	4834875	5.521461	3.7986536	1.7228074	acetylated_beyond_accessibility	-0.7274287	1.1551266	0.43201733
chr6	37630530	3.9702919	2.247071	1.7232208	acetylated_beyond_accessibility	1.2328837	0.77300286	0.8230734
chr12	106289119	4.624973	2.9014595	1.7235134	acetylated_beyond_accessibility	0.9978976	0.63343215	0.48726583
chr7	25849871	4.1271343	2.4019475	1.7251868	acetylated_beyond_accessibility	0.6556418	0.6759677	0.38297558
chr20	50382330	3.912023	2.1867938	1.7252293	acetylated_beyond_accessibility	0.20417857	0.99919367	0.20463419
chr20	40498288	4.1271343	2.401135	1.7259994	acetylated_beyond_accessibility	1.4901235	0.00696826	0.79798293
chr7	108489262	4.1431346	2.4170218	1.7261128	acetylated_beyond_accessibility	1.1397939	0.56552076	0.37814903
chr7	132815905	3.871201	2.1435947	1.7276063	acetylated_beyond_accessibility	0.736964	0.818315	0.21551538
chr22	39919058	3.7612002	2.0334597	1.7277405	acetylated_beyond_accessibility	-0.054863214	0.23467016	0.023890018
chr18	3213748	4.356709	2.6285229	1.7281861	acetylated_beyond_accessibility	0.79985714	0.6968756	0.17156553
chr17	48831222	5.7004437	3.9721017	1.728342	acetylated_beyond_accessibility	1.193996	0.94060946	0.09376478
chr7	101137302	4.6051702	2.876678	1.7284923	acetylated_beyond_accessibility	-0.057297945	-0.12699223	-0.102953196
chr22	36335108	5.463832	3.7352107	1.7286212	acetylated_beyond_accessibility	0.49323392	0.0398376	0.5393927
chr6	40138597	4.59512	2.8662956	1.7288244	acetylated_beyond_accessibility	0.50974345	0.51131105	0.29432225
chr18	79218085	3.4339871	1.7051239	1.7288632	acetylated_beyond_accessibility	1.7774358	0.9868076	0.7716732
chr17	34961639	6.2422233	4.5127788	1.7294445	acetylated_beyond_accessibility	1.8227162	1.4396496	1.2604709
chr8	98613015	3.8066626	2.076924	1.7297385	acetylated_beyond_accessibility	1.0962405	1.0936141	0.7895098
chr17	48241002	5.6970935	3.9673324	1.7297611	acetylated_beyond_accessibility	-0.70630956	0.83527994	0.4593873
chr12	47056029	3.6635616	1.9331965	1.730365	acetylated_beyond_accessibility	2.3634381	0.34103394	0.2154026
chr18	9688418	4.787492	3.0566306	1.7308612	acetylated_beyond_accessibility	-0.09477043	0.86733246	0.6227524
chr6	136901260	5.0039463	3.2711215	1.7328248	acetylated_beyond_accessibility	0.767859	0.54854965	0.79199886
chr17	40054588	5.894403	4.160629	1.7337742	acetylated_beyond_accessibility	0.2691636	1.2446527	0.42659235
chr6	84270219	5.891644	4.1572843	1.7343597	acetylated_beyond_accessibility	-0.8118708	0.6417079	0.09986973
chr12	123089374	5.123964	3.3888574	1.7351065	acetylated_beyond_accessibility	-0.49182558	0.2385683	0.23425603
chr6	7124953	4.0775375	2.3414817	1.7360559	acetylated_beyond_accessibility	0.2409203	0.6440034	0.2823782
chr8	105975772	4.574711	2.8386052	1.7361057	acetylated_beyond_accessibility	-0.025979996	0.59089947	0.15098453
chr10	106941868	4.8751974	3.1389267	1.7362707	acetylated_beyond_accessibility	-0.36628842	0.6403384	0.029210329
chr22	31064206	5.3565865	3.619091	1.7374954	acetylated_beyond_accessibility	-1.1601229	0.22713375	-0.20649767
chr12	48410102	3.6888795	1.9510354	1.7378441	acetylated_beyond_accessibility	0.62345326	0.13040078	0.149984
chr12	10361180	4.3438053	2.6057615	1.7380438	acetylated_beyond_accessibility	-0.1920793	0.593441	0.13308024
chr7	6991354	3.7376697	1.9994614	1.7382083	acetylated_beyond_accessibility	3.0553834	1.658746	0.39686346
chr10	17216628	6.0185933	4.2801213	1.738472	acetylated_beyond_accessibility	-0.6378505	0.97246695	0.41110468
chr21	43884318	6.5250297	4.786549	1.7384806	acetylated_beyond_accessibility	-1.7108316	0.22202969	-0.039993286
chr12	123126720	4.9416423	3.2031417	1.7385006	acetylated_beyond_accessibility	0.635036	1.6971936	0.8412576
chr10	97415130	5.549076	3.8100102	1.7390659	acetylated_beyond_accessibility	-0.94781184	0.14732909	-0.3119123
chr22	35377107	5.398163	3.6581757	1.7399871	acetylated_beyond_accessibility	1.4255116	1.9379957	1.6850688
chr6	43631395	6.937314	5.196846	1.740468	acetylated_beyond_accessibility	-1.4315193	0.16106367	0.27345276
chr12	52949893	6.72263	4.981982	1.7406478	acetylated_beyond_accessibility	-1.0968072	1.13517	0.43287086
chr17	41938571	5.1416636	3.4007206	1.740943	acetylated_beyond_accessibility	-0.4219978	0.0012388229	0.10733652
chr20	2985566	3.0445225	1.3027794	1.7417431	acetylated_beyond_accessibility	1.4381535	0.5644133	0.4012618
chr10	45411027	5.3423343	3.5998023	1.742532	acetylated_beyond_accessibility	-0.98415446	1.0765483	0.16889882
chr7	22647650	4.1743875	2.4316325	1.7427549	acetylated_beyond_accessibility	1.7173133	1.101944	0.5451565
chr10	17426050	6.562444	4.818941	1.7435031	acetylated_beyond_accessibility	-0.19782639	0.5579605	0.5499296
chr6	42197943	6.4441314	4.700076	1.7440553	acetylated_beyond_accessibility	-0.67274284	0.5813689	0.61662483
chr22	38266300	4.454347	2.710218	1.7441292	acetylated_beyond_accessibility	0.50811934	0.28734398	-0.08598018
chr12	42426960	5.5412636	3.7969055	1.7443581	acetylated_beyond_accessibility	-0.041959047	1.5600872	0.56387043
chr17	57406763	4.2195077	2.4742045	1.7453032	acetylated_beyond_accessibility	2.026527	0.79805183	0.58402944
chr10	38003195	5.267858	3.5224488	1.7454093	acetylated_beyond_accessibility	0.005184889	0.24918342	0.13792896
chr7	5704646	3.713572	1.9680535	1.7455186	acetylated_beyond_accessibility	0.9487065	0.28413737	0.49302852
chr10	100267840	5.236442	3.490897	1.7455451	acetylated_beyond_accessibility	2.1897805	0.15382433	0.24751592
chr17	78819136	3.583519	1.8378215	1.7456975	acetylated_beyond_accessibility	0.8360102	0.37979698	0.09869552
chr20	51617513	4.574711	2.828452	1.7462587	acetylated_beyond_accessibility	1.2743301	1.0684085	0.3148396
chr10	3317906	3.5263605	1.779633	1.7467275	acetylated_beyond_accessibility	1.0098937	-0.04865563	0.1542145
chr12	23559344	5.420535	3.6735368	1.7469983	acetylated_beyond_accessibility	-0.60578394	0.64872456	0.2312665
chr7	99552140	5.365976	3.6185336	1.7474422	acetylated_beyond_accessibility	-0.11673164	0.8983712	0.2541759
chr7	65967938	3.871201	2.1236691	1.7475319	acetylated_beyond_accessibility	1.1229563	0.39458752	0.48769975
chr10	48470344	7.337588	5.5896015	1.7479863	acetylated_beyond_accessibility	-2.5628977	0.42068005	0.028404236
chr6	28709823	7.1057863	5.3572497	1.7485366	acetylated_beyond_accessibility	-0.79867554	1.1706161	0.74701166
chr6	37049018	6.393591	4.645039	1.7485518	acetylated_beyond_accessibility	-1.7277112	0.410419	0.38050604
chr12	25615229	3.4011974	1.6522099	1.7489876	acetylated_beyond_accessibility	0.8641814	1.1608604	0.9940437
chr17	58787101	4.553877	2.804565	1.7493119	acetylated_beyond_accessibility	-0.85224783	0.29003954	0.15030646
chr6	41961874	5.4553213	3.705814	1.7495074	acetylated_beyond_accessibility	-0.37525964	1.2266684	0.52004004
chr20	23148013	6.543912	4.794404	1.7495079	acetylated_beyond_accessibility	-1.4146574	0.95774937	0.5093937
chr10	80158780	5.0106354	3.2610497	1.7495856	acetylated_beyond_accessibility	-1.1128819	0.1102097	-0.039101124
chr18	22466216	5.1474943	3.3976452	1.7498491	acetylated_beyond_accessibility	0.103174925	1.3658206	0.50796723
chr10	95394273	4.4308167	2.6809144	1.7499022	acetylated_beyond_accessibility	1.2547309	1.0643075	1.0348368
chr22	26493637	6.381816	4.631759	1.7500567	acetylated_beyond_accessibility	-0.71569633	0.8598571	0.4347868
chr21	37338971	5.8998976	4.1498246	1.750073	acetylated_beyond_accessibility	-0.49663854	1.2017999	0.68276644
chr17	39200171	6.795706	5.0453115	1.7503943	acetylated_beyond_accessibility	0.6944146	1.1123948	0.7708621
chr10	30349191	6.1180973	4.367158	1.7509394	acetylated_beyond_accessibility	0.48099995	0.79555225	0.39964056
chr6	15569321	6.175867	4.4246955	1.7511716	acetylated_beyond_accessibility	-1.1052568	0.4269104	0.3004365
chr17	33931511	5.365976	3.6146116	1.7513642	acetylated_beyond_accessibility	-1.0070632	0.21602249	-0.02974081
chr6	26956677	4.6821313	2.9306185	1.7515128	acetylated_beyond_accessibility	-0.7379978	-0.5140071	-0.74507594
chr21	29357048	3.7841897	2.0326715	1.7515182	acetylated_beyond_accessibility	1.4489188	0.1941185	0.4127879
chr17	44907405	5.062595	3.3110366	1.7515583	acetylated_beyond_accessibility	-0.8546903	-0.23110342	-0.1962471
chr10	42646293	6.2186003	4.466982	1.7516184	acetylated_beyond_accessibility	-1.2226019	0.80927277	0.40223217
chr12	47236534	3.295837	1.5429054	1.7529315	acetylated_beyond_accessibility	1.4019295	0.33770084	0.14791572
chr7	157387360	4.1743875	2.4208803	1.7535071	acetylated_beyond_accessibility	1.3278704	1.2457533	0.5614488
chr20	31686578	4.5849676	2.8313096	1.753658	acetylated_beyond_accessibility	-0.1588757	0.5133138	0.1601789
chr12	1500438	5.6970935	3.9426484	1.7544451	acetylated_beyond_accessibility	-0.07595062	0.29309845	0.32127714
chr20	45808905	3.637586	1.8824927	1.7550935	acetylated_beyond_accessibility	0.67757475	0.1837827	-0.009375811
chr7	699378	4.3694477	2.614099	1.7553487	acetylated_beyond_accessibility	0.091401815	-0.5474243	-0.1592114
chr17	2336511	5.902633	4.1470385	1.7555947	acetylated_beyond_accessibility	2.5837011	0.64848995	0.72271585
chr17	17825342	5.560682	3.804626	1.7560558	acetylated_beyond_accessibility	-0.9970832	0.4175248	-0.15469337
chr12	7938395	4.406719	2.6504698	1.7562494	acetylated_beyond_accessibility	0.8400829	0.36983252	0.008625507
chr7	28037461	4.5108595	2.7545846	1.7562749	acetylated_beyond_accessibility	0.099051476	1.9095566	0.48632264
chr22	39920413	4.8751974	3.1185732	1.7566242	acetylated_beyond_accessibility	0.44462824	0.3482027	0.703264
chr6	161407816	3.8066626	2.0497968	1.7568657	acetylated_beyond_accessibility	1.0033848	0.42714024	0.3163247
chr7	158782616	3.2580965	1.5000304	1.758066	acetylated_beyond_accessibility	1.6894749	0.6092583	0.5507432
chr22	44027049	5.3565865	3.5978851	1.7587013	acetylated_beyond_accessibility	-0.2507825	0.63415575	0.36321092
chr8	87874082	4.6151204	2.8554869	1.7596335	acetylated_beyond_accessibility	1.1282585	0.7298372	0.55927014
chr6	78866686	4.59512	2.8345602	1.7605598	acetylated_beyond_accessibility	-0.16762638	0.91687083	0.15998936
chr17	46795703	5.5053315	3.7446008	1.7607307	acetylated_beyond_accessibility	-0.8524792	1.055623	0.06331706
chr6	51052912	4.0073333	2.2463017	1.7610316	acetylated_beyond_accessibility	0.72449565	-0.19442272	0.1498549
chr17	29706882	5.075174	3.313612	1.7615619	acetylated_beyond_accessibility	-0.24622703	-0.28361416	-0.019790888
chr12	93090177	4.5325994	2.770595	1.7620044	acetylated_beyond_accessibility	0.507581	0.7917752	0.5542426
chr22	25853699	4.2904596	2.5281665	1.7622931	acetylated_beyond_accessibility	0.81674933	1.0344617	0.73616195
chr12	112006051	5.3612924	3.5986037	1.7626886	acetylated_beyond_accessibility	0.3934741	0.8538251	0.3852284
chr7	154676518	6.3733196	4.609957	1.7633624	acetylated_beyond_accessibility	-0.49683094	0.95792866	0.14546204
chr6	157420745	3.2580965	1.4943743	1.7637222	acetylated_beyond_accessibility	1.8785563	0.85496426	0.6157763
chr17	76180054	4.828314	3.0643072	1.7640066	acetylated_beyond_accessibility	0.08533788	1.0714679	0.15391016
chr17	82468977	3.3672957	1.6021357	1.7651601	acetylated_beyond_accessibility	1.973424	0.36307108	0.22549784
chr20	47358916	6.979145	5.213205	1.7659402	acetylated_beyond_accessibility	-2.1254702	0.36896038	0.12225342
chr17	13513231	4.5325994	2.7661085	1.7664909	acetylated_beyond_accessibility	-0.10869551	0.9338832	-0.04466057
chr10	33050355	3.988984	2.2223952	1.7665889	acetylated_beyond_accessibility	0.21991777	0.08758426	0.24757338
chr22	47645569	4.304065	2.5372152	1.76685	acetylated_beyond_accessibility	-0.08071327	0.06978369	0.11524844
chr8	85961844	4.9767337	3.209351	1.7673826	acetylated_beyond_accessibility	-0.15604734	0.42278004	0.20244503
chr18	3595592	7.1514854	5.3824344	1.7690511	acetylated_beyond_accessibility	-1.1406226	0.8338275	0.9221029
chr20	50504597	4.3820267	2.6124275	1.7695992	acetylated_beyond_accessibility	-0.105395555	0.6713867	0.383281
chr8	9271479	3.988984	2.2179954	1.7709887	acetylated_beyond_accessibility	0.8061745	0.4828627	0.287421
chr7	108246468	6.708084	4.9369516	1.7711325	acetylated_beyond_accessibility	-1.5209017	1.2573366	1.3621607
chr17	44086911	5.1059456	3.334549	1.7713966	acetylated_beyond_accessibility	-0.62061095	0.90784645	-0.42813158
chr17	1658314	3.1780539	1.4059367	1.7721171	acetylated_beyond_accessibility	2.2588458	0.44929278	0.29226613
chr20	58893056	5.170484	3.3962414	1.7742426	acetylated_beyond_accessibility	-0.08925533	1.1884887	-0.056939363
chr17	39325908	4.7004805	2.926055	1.7744255	acetylated_beyond_accessibility	-0.1309638	0.36737728	0.09869027
chr10	13404486	5.4764633	3.7017007	1.7747626	acetylated_beyond_accessibility	-0.66745496	0.44982815	0.015619993
chr7	159005361	4.394449	2.61903	1.7754192	acetylated_beyond_accessibility	0.70476675	0.42827368	-0.028611183
chr17	47291761	4.8441873	3.067596	1.7765913	acetylated_beyond_accessibility	-0.511626	0.29569626	0.1279087
chr12	108119426	6.302619	4.5260086	1.7766104	acetylated_beyond_accessibility	-1.4769037	0.5932913	0.2560296
chr22	32572879	4.4998097	2.7231598	1.77665	acetylated_beyond_accessibility	0.288193	0.14727163	-0.064163685
chr10	6446005	4.3694477	2.592544	1.7769036	acetylated_beyond_accessibility	0.61168575	-0.13180208	0.027876139
chr21	9836814	3.8286414	2.0516484	1.776993	acetylated_beyond_accessibility	2.1738598	-0.06608939	0.27283454
chr20	35411895	5.9687076	4.191189	1.7775187	acetylated_beyond_accessibility	0.54199886	2.386805	0.8639951
chr12	47271470	4.4308167	2.6531262	1.7776904	acetylated_beyond_accessibility	0.11557293	0.7630067	0.22012806
chr8	144074452	5.9401712	4.162406	1.7777653	acetylated_beyond_accessibility	0.06256485	1.6868596	0.22642612
chr7	22433229	4.836282	3.0582285	1.7780533	acetylated_beyond_accessibility	0.6173706	1.0517826	0.6547508
chr6	2733504	4.9416423	3.1630394	1.7786028	acetylated_beyond_accessibility	-0.4552474	0.5473101	0.027304888
chr7	136490729	4.3307333	2.551886	1.7788472	acetylated_beyond_accessibility	-0.335629	0.67567396	-0.0017590523
chr20	49965068	3.6888795	1.9096048	1.7792747	acetylated_beyond_accessibility	0.6579001	0.70389056	0.13634157
chr7	139916289	7.0875735	5.3074555	1.780118	acetylated_beyond_accessibility	-1.2125363	1.0118961	1.3150926
chr21	29656911	6.6883545	4.9081755	1.780179	acetylated_beyond_accessibility	-0.9330001	0.3520403	0.25764608
chr17	28236383	2.3025851	0.52186614	1.780719	acetylated_beyond_accessibility	3.518358	0.55977434	0.41569835
chr12	83015668	5.1817837	3.4006863	1.7810974	acetylated_beyond_accessibility	0.053226948	0.8118782	0.47330713
chr20	29782084	3.912023	2.1308508	1.7811723	acetylated_beyond_accessibility	0.8168061	0.423079	0.18042278
chr17	78030444	4.8675346	3.0858946	1.78164	acetylated_beyond_accessibility	-0.21458435	0.0016002655	0.09187174
chr12	65646296	3.9512436	2.1689978	1.7822459	acetylated_beyond_accessibility	-0.026797056	0.35671473	0.04792881
chr7	1883196	5.365976	3.5834994	1.7824764	acetylated_beyond_accessibility	0.2765026	0.6753659	0.3816278
chr6	15698404	4.624973	2.8410485	1.7839243	acetylated_beyond_accessibility	0.08826351	-0.070833445	0.17520523
chr10	101536993	4.1431346	2.358657	1.7844777	acetylated_beyond_accessibility	-0.27548885	0.14135027	-0.19081187
chr18	8142319	3.7612002	1.9758878	1.7853124	acetylated_beyond_accessibility	1.3223429	0.410043	0.27588964
chr8	123185322	5.3423343	3.5563576	1.7859766	acetylated_beyond_accessibility	-1.2911782	0.61312556	0.07732439
chr18	2304593	4.912655	3.125964	1.786691	acetylated_beyond_accessibility	-1.1409175	0.3419416	0.123113155
chr8	80002794	4.4426513	2.6556604	1.7869909	acetylated_beyond_accessibility	-0.82232153	0.60245895	0.08290744
chr17	53626485	3.3672957	1.5798767	1.7874191	acetylated_beyond_accessibility	0.6877229	0.7801659	0.34399748
chr12	7292485	4.304065	2.5166183	1.787447	acetylated_beyond_accessibility	-0.122502565	0.14394426	0.19696379
chr20	38000489	3.4339871	1.6463835	1.7876036	acetylated_beyond_accessibility	1.2285659	0.22757792	-0.16720748
chr10	119131816	4.9972124	3.2091892	1.7880232	acetylated_beyond_accessibility	0.8971369	0.7942555	0.51168084
chr8	55961207	4.955827	3.1677783	1.788049	acetylated_beyond_accessibility	-0.14174223	1.0040095	0.039550066
chr7	130202036	4.5849676	2.7965136	1.788454	acetylated_beyond_accessibility	-0.16532326	0.7959323	-0.059096813
chr10	133305869	6.206576	4.4169683	1.7896075	acetylated_beyond_accessibility	-0.85843825	0.6951618	0.5429158
chr12	129660080	4.6821313	2.8917928	1.7903385	acetylated_beyond_accessibility	-0.31854057	1.0164189	0.6319165
chr20	20946533	4.6051702	2.814296	1.7908742	acetylated_beyond_accessibility	0.120444536	0.87911844	0.44243193
chr10	24897549	5.68358	3.8924096	1.7911704	acetylated_beyond_accessibility	-1.6066885	0.77991176	0.35021138
chr22	20807607	5.1873856	3.3955636	1.791822	acetylated_beyond_accessibility	0.5195625	0.45444345	1.0171804
chr22	38786037	5.3936276	3.5993133	1.7943144	acetylated_beyond_accessibility	0.29568934	0.70299625	0.29313803
chr22	31059951	4.94876	3.1536717	1.7950883	acetylated_beyond_accessibility	0.2539091	0.44814062	0.15436101
chr8	93551908	5.0106354	3.2152333	1.795402	acetylated_beyond_accessibility	-0.89453864	0.41376042	0.11722994
chr12	54428969	4.8675346	3.0700307	1.797504	acetylated_beyond_accessibility	1.0006337	0.3330803	0.14929295
chr17	4796129	5.09375	3.2962122	1.7975378	acetylated_beyond_accessibility	1.5339937	-0.04682207	-0.021363497
chr22	43184131	6.401917	4.6034594	1.7984576	acetylated_beyond_accessibility	-0.39360237	1.0336084	0.5133991
chr6	3171845	4.762174	2.9636345	1.7985396	acetylated_beyond_accessibility	0.563375	0.38299513	0.52649975
chr12	57280513	5.030438	3.2314448	1.7989931	acetylated_beyond_accessibility	-0.77271605	0.57255745	0.45049977
chr10	35387991	4.59512	2.795541	1.7995789	acetylated_beyond_accessibility	-0.06466484	0.28769636	0.25449276
chr17	45978419	4.6728287	2.8732185	1.7996101	acetylated_beyond_accessibility	0.37957096	0.7246151	0.3052094
chr8	61878931	4.060443	2.2607353	1.7997077	acetylated_beyond_accessibility	-0.3339187	0.35841274	-0.04914999
chr17	42011330	3.912023	2.111509	1.800514	acetylated_beyond_accessibility	0.96406794	0.38936973	0.2520342
chr12	50809313	3.6635616	1.8627663	1.8007953	acetylated_beyond_accessibility	1.127984	0.23452473	0.054822683
chr6	3912122	4.204693	2.4027903	1.8019025	acetylated_beyond_accessibility	0.084459305	0.38013697	0.27832127
chr7	113743183	3.912023	2.1094732	1.8025498	acetylated_beyond_accessibility	1.1527317	0.83706284	0.6257756
chr17	49076974	3.988984	2.1863217	1.8026624	acetylated_beyond_accessibility	1.5228097	0.34070015	0.31354904
chr12	51327101	6.089045	4.285865	1.8031802	acetylated_beyond_accessibility	-0.31298184	1.4934549	0.37847757
chr17	15956157	4.1271343	2.3234854	1.803649	acetylated_beyond_accessibility	0.5866437	0.25099945	-0.20149517
chr22	29097213	4.9698133	3.1657038	1.8041096	acetylated_beyond_accessibility	0.69255924	0.3260603	0.26732922
